@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ Q1 %le 0.309858916597
@ MUX %le 69.3098589166
@ Q2 %le 0.31942165071
@ MUY %le 64.3194216507
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds.linx"
*            NAME             NAME2                 S                S1             COUNT            PHASEX            STDPHX            PHXMDL            MUXMDL
$              %s                %s               %le               %le               %le               %le               %le               %le               %le
    "BPM.31L3.B1"     "BPM.30L3.B1"       2016.433156       2069.881672                 1     0.13574642023                 0       0.137678578       4.845658554
    "BPM.30L3.B1"     "BPM.29L3.B1"       2069.881672       2123.330188                 1    0.110503547777                 0       0.115105889       4.983337132
    "BPM.29L3.B1"     "BPM.28L3.B1"       2123.330188       2176.778704                 1      0.1396346737                 0       0.137679799       5.098443021
    "BPM.28L3.B1"     "BPM.27L3.B1"       2176.778704        2230.22722                 1    0.113549515286                 0       0.115107209        5.23612282
    "BPM.27L3.B1"     "BPM.26L3.B1"        2230.22722       2283.675735                 1    0.136398125736                 0       0.137678525       5.351230029
    "BPM.26L3.B1"     "BPM.25L3.B1"       2283.675735       2337.124251                 1    0.114922476491                 0       0.115105928       5.488908554
    "BPM.25L3.B1"     "BPM.24L3.B1"       2337.124251       2390.572767                 1    0.138387889627                 0       0.137679851       5.604014482
    "BPM.24L3.B1"     "BPM.23L3.B1"       2390.572767       2444.021283                 1    0.112332253473                 0       0.115107168       5.741694333
    "BPM.23L3.B1"     "BPM.22L3.B1"       2444.021283       2497.469799                 1    0.136918349387                 0       0.137678475       5.856801501
    "BPM.22L3.B1"     "BPM.21L3.B1"       2497.469799       2550.918315                 1    0.114494548748                 0        0.11510597       5.994479976
    "BPM.21L3.B1"     "BPM.20L3.B1"       2550.918315       2604.366831                 1    0.140709690441                 0          0.138525       6.109585946
    "BPM.20L3.B1"     "BPM.19L3.B1"       2604.366831       2657.815347                 1    0.118604983724                 0       0.112871143       6.248110946
    "BPM.19L3.B1"     "BPM.18L3.B1"       2657.815347       2711.263863                 1    0.126726449328                 0       0.133778342       6.360982089
    "BPM.18L3.B1"     "BPM.17L3.B1"       2711.263863       2764.712379                 1    0.123182883769                 0       0.115113264       6.494760431
    "BPM.17L3.B1"     "BPM.16L3.B1"       2764.712379       2818.160894                 1    0.132617202418                 0       0.138520317       6.609873695
    "BPM.16L3.B1"     "BPM.14L3.B1"       2818.160894       2925.057926                 1   0.0891815727458                 0       0.246646762       6.748394012
    "BPM.14L3.B1"     "BPM.13L3.B1"       2925.057926       2978.506442                 1    0.278745858406                 0       0.115120678       6.995040774
    "BPM.13L3.B1"     "BPM.12L3.B1"       2978.506442       3031.954958                 1     0.13203074479                 0       0.137089859       7.110161452
    "BPM.12L3.B1"     "BPM.11L3.B1"       3031.954958       3085.403474                 1    0.137974451814                 0        0.12645755       7.247251311
    "BPM.11L3.B1"     "BPM.10L3.B1"       3085.403474       3138.184185                 1    0.138556891484                 0       0.149079247       7.373708861
    "BPM.10L3.B1"      "BPM.9L3.B1"       3138.184185       3177.249195                 1   0.0600126491801                 0       0.060936676       7.522788108
     "BPM.9L3.B1"      "BPM.8L3.B1"       3177.249195       3217.712206                 1   0.0792944493761                 0       0.076691767       7.583724784
     "BPM.8L3.B1"      "BPM.7L3.B1"       3217.712206       3256.776216                 1    0.061816794145                 0       0.058947452       7.660416551
     "BPM.7L3.B1"      "BPM.6L3.B1"       3256.776216       3329.415216                 1    0.100584816731                 0       0.112146893       7.719364003
     "BPM.6L3.B1"   "BPMWG.A5L3.B1"       3329.415216       3371.119716                 1   0.0681405966791                 0       0.057084098       7.831510896
  "BPMWG.A5L3.B1"     "BPMW.5L3.B1"       3371.119716       3400.089716                 1   0.0863639817126                 0       0.083357662       7.888594994
    "BPMW.5L3.B1"    "BPMWE.4L3.B1"       3400.089716       3475.217716                 1    0.097134525381                 0       0.103372204       7.971952656
   "BPMWE.4L3.B1"     "BPMW.4L3.B1"       3475.217716       3502.762716                 1   0.0175498602148                 0       0.015203169        8.07532486
    "BPMW.4L3.B1"     "BPMW.4R3.B1"       3502.762716       3547.727716                 1   0.0769287603954                 0       0.070151016       8.090528029
    "BPMW.4R3.B1"    "BPMWE.4R3.B1"       3547.727716       3575.272716                 1    0.130321157096                 0       0.147643624       8.160679045
   "BPMWE.4R3.B1"     "BPMW.5R3.B1"       3575.272716       3650.400716                 1    0.138583506729                 0       0.129528162       8.308322669
    "BPMW.5R3.B1"   "BPMWJ.A5R3.B1"       3650.400716       3679.118716                 1  0.00988811378413                 0       0.012626847       8.437850831
  "BPMWJ.A5R3.B1"    "BPMWC.6R3.B1"       3679.118716       3718.936716                 1   0.0490556861262                 0       0.045893259       8.450477678
   "BPMWC.6R3.B1"     "BPMR.6R3.B1"       3718.936716       3731.015216                 1   0.0396704126053                 0       0.040110812       8.496370937
    "BPMR.6R3.B1"      "BPM.8R3.B1"       3731.015216       3825.903227                 1    0.299422261246                 0       0.299475449       8.536481749
     "BPM.8R3.B1"      "BPM.9R3.B1"       3825.903227       3864.968238                 1    0.103387444339                 0       0.104131629       8.835957198
     "BPM.9R3.B1"     "BPM.10R3.B1"       3864.968238       3905.431248                 1   0.0746594885886                 0       0.074733125       8.940088827
    "BPM.10R3.B1"     "BPM.11R3.B1"       3905.431248       3958.211959                 1    0.095989501418                 0       0.093054744       9.014821952
    "BPM.11R3.B1"     "BPM.12R3.B1"       3958.211959       4012.935475                 1   0.0990332350672                 0       0.100783245       9.107876696
    "BPM.12R3.B1"     "BPM.13R3.B1"       4012.935475       4066.383991                 1    0.109755248144                 0       0.116812998       9.208659941
    "BPM.13R3.B1"     "BPM.14R3.B1"       4066.383991       4119.832506                 1    0.114896668922                 0       0.115090969       9.325472939
    "BPM.14R3.B1"     "BPM.18R3.B1"       4119.832506        4333.62657                 1    0.509401125188                 0       0.500287732       9.440563908
    "BPM.18R3.B1"     "BPM.19R3.B1"        4333.62657       4387.075086                 1    0.136765854626                 0        0.13852821        9.94085164
    "BPM.19R3.B1"     "BPM.22R3.B1"       4387.075086       4547.420634                 1    0.362366351046                 0        0.36175953       10.07937985
    "BPM.22R3.B1"     "BPM.27R3.B1"       4547.420634       4814.663213                 1    0.647025403888                 0        0.64324991       10.44113938
    "BPM.27R3.B1"     "BPM.28R3.B1"       4814.663213       4868.111729                 1    0.104503405139                 0        0.11510654       11.08438929
    "BPM.28R3.B1"     "BPM.29R3.B1"       4868.111729       4921.560245                 1    0.139745667396                 0        0.13767989       11.19949583
    "BPM.29R3.B1"     "BPM.30R3.B1"       4921.560245       4975.008761                 1    0.113275147636                 0        0.11510655       11.33717572
    "BPM.30R3.B1"     "BPM.31R3.B1"       4975.008761       5028.457277                 1    0.146292977755                 0        0.13767846       11.45228227
    "BPM.31R3.B1"     "BPM.32R3.B1"       5028.457277       5081.905793                 1    0.102449869394                 0        0.11510659       11.58996073
    "BPM.32R3.B1"     "BPM.33R3.B1"       5081.905793       5135.354309                 1    0.139699575589                 0        0.13767989       11.70506732
    "BPM.33R3.B1"     "BPM.34R3.B1"       5135.354309       5188.802825                 1    0.116217390574                 0        0.11510651       11.84274721
    "BPM.34R3.B1"     "BPM.33L4.B1"       5188.802825        5242.25134                 1    0.145512164026                 0        0.13767846       11.95785372
    "BPM.33L4.B1"     "BPM.32L4.B1"        5242.25134       5295.699856                 1    0.116254466953                 0        0.11510663       12.09553218
    "BPM.32L4.B1"     "BPM.31L4.B1"       5295.699856       5349.148372                 1    0.130429198075                 0        0.13767988       12.21063881
    "BPM.31L4.B1"     "BPM.30L4.B1"       5349.148372       5402.596888                 1    0.110077984256                 0        0.11510647       12.34831869
    "BPM.30L4.B1"     "BPM.29L4.B1"       5402.596888       5456.045404                 1    0.145789292894                 0        0.13767847       12.46342516
    "BPM.29L4.B1"     "BPM.28L4.B1"       5456.045404        5509.49392                 1     0.11548166103                 0        0.11510667       12.60110363
    "BPM.28L4.B1"     "BPM.27L4.B1"        5509.49392       5562.942436                 1    0.137333602842                 0        0.13767988        12.7162103
    "BPM.27L4.B1"     "BPM.26L4.B1"       5562.942436       5616.390952                 1    0.107630366797                 0        0.11510642       12.85389018
    "BPM.26L4.B1"     "BPM.25L4.B1"       5616.390952       5669.839468                 1    0.149759982385                 0        0.13767848        12.9689966
    "BPM.25L4.B1"     "BPM.24L4.B1"       5669.839468       5723.287984                 1    0.104670143898                 0        0.11510671       13.10667508
    "BPM.24L4.B1"     "BPM.23L4.B1"       5723.287984         5776.7365                 1    0.142661081218                 0        0.13767987       13.22178179
    "BPM.23L4.B1"     "BPM.22L4.B1"         5776.7365       5830.185015                 1    0.125792507794                 0        0.11510638       13.35946166
    "BPM.22L4.B1"     "BPM.21L4.B1"       5830.185015       5883.633531                 1     0.12672779628                 0         0.1376785       13.47456804
    "BPM.21L4.B1"     "BPM.20L4.B1"       5883.633531       5937.082047                 1    0.117006917798                 0        0.11220502       13.61224654
    "BPM.20L4.B1"     "BPM.19L4.B1"       5937.082047       5990.530563                 1    0.131732936159                 0        0.13459329       13.72445156
    "BPM.19L4.B1"     "BPM.18L4.B1"       5990.530563       6043.979079                 1    0.118500655582                 0        0.11581025       13.85904485
    "BPM.18L4.B1"     "BPM.17L4.B1"       6043.979079       6097.427595                 1    0.136278159911                 0        0.13767184        13.9748551
    "BPM.17L4.B1"     "BPM.16L4.B1"       6097.427595       6150.876111                 1     0.10563493662                 0        0.11220041       14.11252694
    "BPM.16L4.B1"     "BPM.15L4.B1"       6150.876111       6204.324627                 1    0.140202796255                 0        0.13460052       14.22472735
    "BPM.15L4.B1"     "BPM.14L4.B1"       6204.324627       6257.773143                 1      0.1144464508                 0        0.11581509       14.35932787
    "BPM.14L4.B1"     "BPM.13L4.B1"       6257.773143       6311.221659                 1    0.138289521122                 0        0.13766437       14.47514296
    "BPM.13L4.B1"     "BPM.12L4.B1"       6311.221659       6364.670174                 1    0.125665017914                 0         0.1139617       14.61280733
    "BPM.12L4.B1"     "BPM.11L4.B1"       6364.670174        6418.11869                 1    0.125801474773                 0        0.13816085       14.72676903
    "BPM.11L4.B1"     "BPM.10L4.B1"        6418.11869       6469.957401                 1    0.116543875398                 0        0.11633718       14.86492988
    "BPM.10L4.B1"      "BPM.9L4.B1"       6469.957401       6509.022412                 1    0.128166684958                 0        0.12613097       14.98126706
     "BPM.9L4.B1"      "BPM.8L4.B1"       6509.022412       6549.485422                 1    0.115213000417                 0        0.13103863       15.10739803
     "BPM.8L4.B1"      "BPM.7L4.B1"       6549.485422       6588.549433                 1    0.177827404502                 0        0.17536882       15.23843666
     "BPM.7L4.B1"    "BPMYB.6L4.B1"       6588.549433       6685.153433                 1    0.157919070953                 0        0.14002005       15.41380548
   "BPMYB.6L4.B1"    "BPMYA.5L4.B1"       6685.153433       6722.153433                 1   0.0201570912148                 0        0.02558572       15.55382553
   "BPMYA.5L4.B1"   "BPMWI.A5L4.B1"       6722.153433       6798.755933                 1   0.0382416922182                 0        0.03194915       15.57941125
  "BPMWI.A5L4.B1"   "BPMWA.B5L4.B1"       6798.755933       6824.619933                 1   0.0100489118589                 0        0.01392403        15.6113604
  "BPMWA.B5L4.B1"   "BPMWA.A5L4.B1"       6824.619933       6833.504933                 1   0.0101065243289                 0        0.00520264       15.62528443
  "BPMWA.A5L4.B1"   "BPMWA.A5R4.B1"       6833.504933       6881.553933                 1   0.0312126973454                 0         0.0319175       15.63048707
  "BPMWA.A5R4.B1"   "BPMWA.B5R4.B1"       6881.553933       6890.438933                 1  0.00393874828194                 0        0.00656502       15.66240457
  "BPMWA.B5R4.B1"    "BPMYB.5R4.B1"       6890.438933       6992.829433                 1   0.0857515714192                 0        0.08252766       15.66896959
   "BPMYB.5R4.B1"    "BPMYA.6R4.B1"       6992.829433       7024.393433                 1   0.0172530531161                 0        0.01548212       15.75149725
   "BPMYA.6R4.B1"      "BPM.7R4.B1"       7024.393433       7120.909433                 1    0.163380557108                 0        0.16752332       15.76697937
     "BPM.7R4.B1"      "BPM.8R4.B1"       7120.909433       7158.698443                 1    0.145178772025                 0        0.14541045       15.93450269
     "BPM.8R4.B1"      "BPM.9R4.B1"       7158.698443       7197.763454                 1    0.134778209459                 0         0.1363317       16.07991314
     "BPM.9R4.B1"     "BPM.10R4.B1"       7197.763454       7238.226465                 1    0.163643758284                 0        0.16537466       16.21624484
    "BPM.10R4.B1"     "BPM.11R4.B1"       7238.226465       7290.065175                 1    0.109391569155                 0        0.11116221        16.3816195
    "BPM.11R4.B1"     "BPM.12R4.B1"       7290.065175       7344.788691                 1    0.136021376186                 0        0.13565759       16.49278171
    "BPM.12R4.B1"     "BPM.13R4.B1"       7344.788691       7398.237207                 1    0.113136681421                 0        0.11442561        16.6284393
    "BPM.13R4.B1"     "BPM.14R4.B1"       7398.237207       7451.685723                 1     0.13984176561                 0        0.13614955       16.74286491
    "BPM.14R4.B1"     "BPM.15R4.B1"       7451.685723       7505.134239                 1     0.10548151227                 0        0.11383579       16.87901446
    "BPM.15R4.B1"     "BPM.16R4.B1"       7505.134239       7558.582755                 1    0.142695995094                 0        0.13615057       16.99285025
    "BPM.16R4.B1"     "BPM.17R4.B1"       7558.582755       7612.031271                 1    0.124722941213                 0        0.11383526       17.12900082
    "BPM.17R4.B1"     "BPM.18R4.B1"       7612.031271       7665.479786                 1     0.12777231682                 0        0.13614887       17.24283608
    "BPM.18R4.B1"     "BPM.19R4.B1"       7665.479786       7718.928302                 1    0.107489244164                 0        0.11383578       17.37898495
    "BPM.19R4.B1"     "BPM.20R4.B1"       7718.928302       7772.376818                 1    0.145108533343                 0        0.13615057       17.49282073
    "BPM.20R4.B1"     "BPM.21R4.B1"       7772.376818       7825.825334                 1    0.124110920024                 0        0.11383526        17.6289713
    "BPM.21R4.B1"     "BPM.22R4.B1"       7825.825334        7879.27385                 1    0.128133208504                 0        0.13614887       17.74280656
    "BPM.22R4.B1"     "BPM.23R4.B1"        7879.27385       7932.722366                 1    0.102800737119                 0        0.11383393       17.87895543
    "BPM.23R4.B1"     "BPM.24R4.B1"       7932.722366       7986.170882                 1    0.141023683094                 0        0.13614687       17.99278936
    "BPM.24R4.B1"     "BPM.25R4.B1"       7986.170882       8039.619398                 1    0.119636607642                 0        0.11383428       18.12893623
    "BPM.25R4.B1"     "BPM.26R4.B1"       8039.619398       8093.067914                 1    0.135368417442                 0        0.13614886       18.24277051
    "BPM.26R4.B1"     "BPM.27R4.B1"       8093.067914        8146.51643                 1    0.109374010172                 0        0.11383394       18.37891937
    "BPM.27R4.B1"     "BPM.28R4.B1"        8146.51643       8199.964946                 1    0.131042424699                 0        0.13614687       18.49275331
    "BPM.28R4.B1"     "BPM.29R4.B1"       8199.964946       8253.413461                 1    0.114478708245                 0        0.11383428       18.62890018
    "BPM.29R4.B1"     "BPM.30R4.B1"       8253.413461       8306.861977                 1    0.134945792944                 0        0.13614886       18.74273446
    "BPM.30R4.B1"     "BPM.31R4.B1"       8306.861977       8360.310493                 1    0.112468037881                 0        0.11383393       18.87888332
    "BPM.31R4.B1"     "BPM.32R4.B1"       8360.310493       8413.759009                 1    0.136836776654                 0        0.13614688       18.99271725
    "BPM.32R4.B1"     "BPM.33R4.B1"       8413.759009       8467.207525                 1    0.116638246501                 0        0.11383427       19.12886413
    "BPM.33R4.B1"     "BPM.34R4.B1"       8467.207525       8520.656041                 1    0.137237460377                 0        0.13614887        19.2426984
    "BPM.34R4.B1"     "BPM.33L5.B1"       8520.656041       8574.104557                 1    0.103461427818                 0        0.11383393       19.37884727
    "BPM.33L5.B1"     "BPM.32L5.B1"       8574.104557       8627.553073                 1    0.138449727951                 0        0.13614687        19.4926812
    "BPM.32L5.B1"     "BPM.31L5.B1"       8627.553073       8681.001589                 1    0.123135299128                 0        0.11383428       19.62882807
    "BPM.31L5.B1"     "BPM.30L5.B1"       8681.001589       8734.450105                 1    0.134675288732                 0        0.13614886       19.74266235
    "BPM.30L5.B1"     "BPM.29L5.B1"       8734.450105        8787.89862                 1    0.104430042861                 0        0.11383394       19.87881121
    "BPM.29L5.B1"     "BPM.28L5.B1"        8787.89862       8841.347136                 1    0.136638798953                 0        0.13614687       19.99264515
    "BPM.28L5.B1"     "BPM.27L5.B1"       8841.347136       8894.795652                 1    0.124660111114                 0        0.11383427       20.12879202
    "BPM.27L5.B1"     "BPM.24L5.B1"       8894.795652         9055.1412                 1     0.37324273365                 0        0.38612968       20.24262629
    "BPM.24L5.B1"     "BPM.23L5.B1"         9055.1412       9108.589716                 1    0.118270935863                 0        0.11383427       20.62875597
    "BPM.23L5.B1"     "BPM.22L5.B1"       9108.589716       9162.038232                 1    0.138309881383                 0        0.13614887       20.74259024
    "BPM.22L5.B1"     "BPM.21L5.B1"       9162.038232       9215.486748                 1    0.112631034877                 0        0.11383393       20.87873911
    "BPM.21L5.B1"     "BPM.20L5.B1"       9215.486748       9268.935264                 1    0.130477092625                 0        0.13614807       20.99257304
    "BPM.20L5.B1"     "BPM.16L5.B1"       9268.935264       9482.729327                 1    0.502914514975                 0        0.49997048       21.12872111
    "BPM.16L5.B1"     "BPM.15L5.B1"       9482.729327       9536.177843                 1    0.122014509723                 0        0.11383711       21.62869159
    "BPM.15L5.B1"     "BPM.14L5.B1"       9536.177843       9589.626359                 1     0.13683841925                 0        0.13615137        21.7425287
    "BPM.14L5.B1"     "BPM.13L5.B1"       9589.626359       9643.074875                 1   0.0971114531289                 0        0.11383394       21.87868007
    "BPM.13L5.B1"     "BPM.12L5.B1"       9643.074875       9696.523391                 1    0.147376305431                 0        0.13798425       21.99251401
    "BPM.12L5.B1"     "BPM.11L5.B1"       9696.523391       9749.971907                 1    0.114345639063                 0        0.10772364       22.13049826
    "BPM.11L5.B1"     "BPM.10L5.B1"       9749.971907       9802.752617                 1    0.131937594234                 0        0.13146551        22.2382219
    "BPM.10L5.B1"      "BPM.9L5.B1"       9802.752617       9841.817628                 1    0.117351547987                 0         0.1076156       22.36968741
     "BPM.9L5.B1"      "BPM.8L5.B1"       9841.817628       9882.280639                 1    0.185235166846                 0        0.18416627       22.47730301
     "BPM.8L5.B1"     "BPMR.7L5.B1"       9882.280639       9921.346649                 1    0.101889987063                 0        0.09903438       22.66146928
    "BPMR.7L5.B1"      "BPM.6L5.B1"       9921.346649       9958.240649                 1   0.0951597979877                 0        0.10359396       22.76050366
     "BPM.6L5.B1"     "BPMR.5L5.B1"       9958.240649       9990.140649                 1   0.0219985317983                 0        0.01771326       22.86409762
    "BPMR.5L5.B1"    "BPMYA.4L5.B1"       9990.140649       10017.54665                 1  0.00554956941402                 0        0.00637342       22.88181088
   "BPMYA.4L5.B1"    "BPMWB.4L5.B1"       10017.54665       10038.68115                 1  0.00544737248233                 0        0.00280272        22.8881843
   "BPMWB.4L5.B1"    "BPMSY.4L5.B1"       10038.68115       10131.46115                 1  0.00649685278968                 0         0.0081694       22.89098702
   "BPMSY.4L5.B1"     "BPMS.2L5.B1"       10131.46115       10158.24665                 1  0.00464014470423                 0        0.00114212       22.89915642
    "BPMS.2L5.B1"    "BPMSW.1L5.B1"       10158.24665       10168.21165                 1     0.99582032125                 0 0.000836629999998       22.90029854
   "BPMSW.1L5.B1"    "BPMSW.1R5.B1"       10168.21165       10211.33965                 1    0.498626731745                 0        0.49409619       22.90113517
   "BPMSW.1R5.B1"     "BPMS.2R5.B1"       10211.33965       10221.30465                 1   0.0117398449796                 0        0.00107493       23.39523136
    "BPMS.2R5.B1"    "BPMWB.4R5.B1"       10221.30465       10340.87015                 1    0.999209452648                 0        0.00885431       23.39630629
   "BPMWB.4R5.B1"    "BPMYA.4R5.B1"       10340.87015       10362.00265                 1  0.00326540425755                 0        0.00623623        23.4051606
   "BPMYA.4R5.B1"      "BPM.5R5.B1"       10362.00265       10383.12065                 1   0.0172846366987                 0        0.01348692       23.41139683
