@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ Q1 %le 0.299858916597
@ MUX %le 0.0
@ Q2 %le 0.33142165071
@ MUY %le 0.0
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds.liny"
*            NAME             NAME2                 S                S1             COUNT            PHASEY            STDPHY            PHYMDL            MUYMDL
$              %s                %s               %le               %le               %le               %le               %le               %le               %le
     "BPM.6R2.B1"    "BPM_A.7R2.B1"           439.818           452.693                 1    0.035993721013                 0       0.029734517       1.212247596
   "BPM_A.7R2.B1"      "BPM.8R2.B1"           452.693       494.1300106                 1    0.091264318479                 0        0.08710482       1.241982113
     "BPM.8R2.B1"      "BPM.9R2.B1"       494.1300106       533.1950212                 1    0.092205477449                 0       0.101473418       1.329086933
     "BPM.9R2.B1"     "BPM.10R2.B1"       533.1950212       573.6580318                 1     0.11561547899                 0       0.118442334       1.430560351
    "BPM.10R2.B1"     "BPM.11R2.B1"       573.6580318       625.4967424                 1    0.182494963803                 0       0.177659421       1.549002685
    "BPM.11R2.B1"     "BPM.12R2.B1"       625.4967424       680.2202583                 1    0.105604879685                 0        0.11000174       1.726662106
    "BPM.12R2.B1"     "BPM.13R2.B1"       680.2202583       733.6687742                 1    0.147507740366                 0       0.142830461       1.836663846
    "BPM.13R2.B1"     "BPM.14R2.B1"       733.6687742       787.1172901                 1    0.114628756106                 0       0.120792739       1.979494307
    "BPM.14R2.B1"     "BPM.15R2.B1"       787.1172901        840.565806                 1    0.138855919515                 0       0.132573583       2.100287046
    "BPM.15R2.B1"     "BPM.16R2.B1"        840.565806       894.0143219                 1    0.098282626006                 0       0.099222697       2.232860629
    "BPM.16R2.B1"     "BPM.17R2.B1"       894.0143219       947.4628378                 1    0.119519590215                 0       0.125281857       2.332083326
    "BPM.17R2.B1"     "BPM.18R2.B1"       947.4628378       1000.911354                 1    0.120972601742                 0       0.119804507       2.457365183
    "BPM.18R2.B1"     "BPM.19R2.B1"       1000.911354        1054.35987                 1    0.141915378915                 0       0.135850197        2.57716969
    "BPM.19R2.B1"     "BPM.20R2.B1"        1054.35987       1107.808386                 1     0.09452707783                 0       0.100249702       2.713019887
    "BPM.20R2.B1"     "BPM.21R2.B1"       1107.808386       1161.256901                 1    0.116569320447                 0       0.122552682       2.813269589
    "BPM.21R2.B1"     "BPM.22R2.B1"       1161.256901       1214.705417                 1    0.125808487536                 0       0.118039543       2.935822271
    "BPM.22R2.B1"     "BPM.23R2.B1"       1214.705417       1268.153933                 1    0.140643552458                 0       0.138100613       3.053861814
    "BPM.23R2.B1"     "BPM.24R2.B1"       1268.153933       1321.602449                 1    0.095441859684                 0       0.104332042       3.191962427
    "BPM.24R2.B1"     "BPM.25R2.B1"       1321.602449       1375.050965                 1    0.127843708768                 0       0.125303049       3.296294469
    "BPM.25R2.B1"     "BPM.26R2.B1"       1375.050965       1428.499481                 1    0.120781259221                 0       0.116950948       3.421597518
    "BPM.26R2.B1"     "BPM.27R2.B1"       1428.499481       1481.947997                 1    0.138665815508                 0       0.139490314       3.538548466
    "BPM.27R2.B1"     "BPM.28R2.B1"       1481.947997       1535.396513                 1    0.107289896603                 0       0.105322788        3.67803878
    "BPM.28R2.B1"     "BPM.29R2.B1"       1535.396513       1588.845029                 1    0.119571638097                 0       0.124222656       3.783361568
    "BPM.29R2.B1"     "BPM.30R2.B1"       1588.845029       1642.293545                 1    0.115717853888                 0       0.115674515       3.907584224
    "BPM.30R2.B1"     "BPM.31R2.B1"       1642.293545        1695.74206                 1     0.14074397425                 0       0.140647084       4.023258739
    "BPM.31R2.B1"     "BPM.32R2.B1"        1695.74206       1749.190576                 1    0.112782172099                 0       0.106490296       4.163905823
    "BPM.32R2.B1"     "BPM.33R2.B1"       1749.190576       1802.639092                 1    0.119604319307                 0       0.123379726       4.270396119
    "BPM.33R2.B1"     "BPM.34R2.B1"       1802.639092       1856.087608                 1    0.107742142281                 0       0.114259616       4.393775845
    "BPM.34R2.B1"     "BPM.33L3.B1"       1856.087608       1909.536124                 1    0.143489199557                 0       0.141525369       4.508035461
    "BPM.33L3.B1"     "BPM.32L3.B1"       1909.536124        1962.98464                 1    0.115568355323                 0       0.107806477        4.64956083
    "BPM.32L3.B1"     "BPM.31L3.B1"        1962.98464       2016.433156                 1    0.122488646041                 0       0.122792852       4.757367307
    "BPM.31L3.B1"     "BPM.30L3.B1"       2016.433156       2069.881672                 1     0.10889727797                 0       0.112758157       4.880160159
    "BPM.30L3.B1"     "BPM.29L3.B1"       2069.881672       2123.330188                 1     0.14513850028                 0       0.142089707       4.992918316
    "BPM.29L3.B1"     "BPM.27L3.B1"       2123.330188        2230.22722                 1    0.231902330415                 0       0.231711919       5.135008023
    "BPM.27L3.B1"     "BPM.26L3.B1"        2230.22722       2283.675735                 1    0.108926533121                 0       0.111222169       5.366719942
    "BPM.26L3.B1"     "BPM.25L3.B1"       2283.675735       2337.124251                 1    0.147184577031                 0       0.142316917       5.477942111
    "BPM.25L3.B1"     "BPM.24L3.B1"       2337.124251       2390.572767                 1    0.111918363189                 0       0.110743447       5.620259028
    "BPM.24L3.B1"     "BPM.23L3.B1"       2390.572767       2444.021283                 1    0.123438314818                 0       0.122431335       5.731002475
    "BPM.23L3.B1"     "BPM.22L3.B1"       2444.021283       2497.469799                 1    0.104794699404                 0        0.10970162        5.85343381
    "BPM.22L3.B1"     "BPM.21L3.B1"       2497.469799       2550.918315                 1    0.142959476125                 0       0.142197579        5.96313543
    "BPM.21L3.B1"     "BPM.20L3.B1"       2550.918315       2604.366831                 1    0.108762256182                 0       0.109149435       6.105333009
    "BPM.20L3.B1"     "BPM.19L3.B1"       2604.366831       2657.815347                 1    0.119544168804                 0       0.118851979       6.214482444
    "BPM.19L3.B1"     "BPM.18L3.B1"       2657.815347       2711.263863                 1    0.107961006428                 0       0.107597579       6.333334423
    "BPM.18L3.B1"     "BPM.17L3.B1"       2711.263863       2764.712379                 1    0.143151046802                 0       0.141926934       6.440932002
    "BPM.17L3.B1"     "BPM.16L3.B1"       2764.712379       2818.160894                 1    0.112482321667                 0       0.111837251       6.582858936
    "BPM.16L3.B1"     "BPM.15L3.B1"       2818.160894        2871.60941                 1    0.117893516773                 0        0.11940671       6.694696187
    "BPM.15L3.B1"     "BPM.14L3.B1"        2871.60941       2925.057926                 1    0.104192647278                 0       0.105145515       6.814102897
    "BPM.14L3.B1"     "BPM.13L3.B1"       2925.057926       2978.506442                 1    0.138070105933                 0        0.14076668       6.919248412
    "BPM.13L3.B1"     "BPM.12L3.B1"       2978.506442       3031.954958                 1     0.11342322482                 0       0.120068844       7.060015092
    "BPM.12L3.B1"     "BPM.11L3.B1"       3031.954958       3085.403474                 1    0.130803470218                 0       0.124622279       7.180083936
    "BPM.11L3.B1"     "BPM.10L3.B1"       3085.403474       3138.184185                 1    0.102688435144                 0       0.101855306       7.304706215
    "BPM.10L3.B1"      "BPM.9L3.B1"       3138.184185       3177.249195                 1    0.127873356072                 0       0.122864417       7.406561521
     "BPM.9L3.B1"      "BPM.8L3.B1"       3177.249195       3217.712206                 1    0.173177483314                 0       0.174248806       7.529425938
     "BPM.8L3.B1"      "BPM.7L3.B1"       3217.712206       3256.776216                 1    0.157414618325                 0       0.161609299       7.703674744
     "BPM.7L3.B1"      "BPM.6L3.B1"       3256.776216       3329.415216                 1    0.122992606401                 0       0.120050394       7.865284043
     "BPM.6L3.B1"   "BPMWG.A5L3.B1"       3329.415216       3371.119716                 1   0.0497673023987                 0       0.050448034       7.985334437
  "BPMWG.A5L3.B1"     "BPMW.5L3.B1"       3371.119716       3400.089716                 1   0.0103053496868                 0        0.01697708       8.035782471
    "BPMW.5L3.B1"    "BPMWE.4L3.B1"       3400.089716       3475.217716                 1   0.0872240275109                 0       0.078715883       8.052759551
   "BPMWE.4L3.B1"     "BPMW.4L3.B1"       3475.217716       3502.762716                 1    0.041768551144                 0        0.04659238       8.131475434
    "BPMW.4L3.B1"     "BPMW.4R3.B1"       3502.762716       3547.727716                 1    0.032690075056                 0       0.034404188       8.178067814
    "BPMW.4R3.B1"    "BPMWE.4R3.B1"       3547.727716       3575.272716                 1    0.012310885107                 0       0.010805024       8.212472002
   "BPMWE.4R3.B1"     "BPMW.5R3.B1"       3575.272716       3650.400716                 1    0.063953433495                 0       0.068322962       8.223277026
    "BPMW.5R3.B1"   "BPMWJ.A5R3.B1"       3650.400716       3679.118716                 1    0.063848511788                 0       0.058567031       8.291599988
  "BPMWJ.A5R3.B1"    "BPMWC.6R3.B1"       3679.118716       3718.936716                 1    0.040432591554                 0       0.042891385       8.350167019
   "BPMWC.6R3.B1"     "BPMR.6R3.B1"       3718.936716       3731.015216                 1    0.007686786405                 0       0.007501521       8.393058404
    "BPMR.6R3.B1"    "BPM_A.7R3.B1"       3731.015216       3786.839216                 1     0.07056417347                 0       0.072852301       8.400559925
   "BPM_A.7R3.B1"      "BPM.8R3.B1"       3786.839216       3825.903227                 1    0.067460687071                 0       0.066714684       8.473412226
     "BPM.8R3.B1"      "BPM.9R3.B1"       3825.903227       3864.968238                 1    0.053613457068                 0       0.057171274        8.54012691
     "BPM.9R3.B1"     "BPM.10R3.B1"       3864.968238       3905.431248                 1    0.066984614435                 0       0.066021025       8.597298184
    "BPM.10R3.B1"     "BPM.11R3.B1"       3905.431248       3958.211959                 1    0.091296348244                 0       0.098043539       8.663319209
    "BPM.11R3.B1"     "BPM.12R3.B1"       3958.211959       4012.935475                 1    0.120756826775                 0       0.113321595       8.761362748
    "BPM.12R3.B1"     "BPM.13R3.B1"       4012.935475       4066.383991                 1    0.116725966322                 0       0.116503205       8.874684343
    "BPM.13R3.B1"     "BPM.14R3.B1"       4066.383991       4119.832506                 1    0.139777117963                 0       0.140685089       8.991187548
    "BPM.14R3.B1"     "BPM.15R3.B1"       4119.832506       4173.281022                 1    0.134976528143                 0       0.105872555       9.131872637
    "BPM.15R3.B1"     "BPM.17R3.B1"       4173.281022       4280.178054                 1    0.196873673396                 0       0.230754522       9.237745192
    "BPM.17R3.B1"     "BPM.18R3.B1"       4280.178054        4333.62657                 1    0.152751564572                 0        0.14159069       9.468499714
    "BPM.18R3.B1"     "BPM.19R3.B1"        4333.62657       4387.075086                 1     0.10685047584                 0       0.108292233       9.610090404
    "BPM.19R3.B1"     "BPM.20R3.B1"       4387.075086       4440.523602                 1    0.124903845695                 0       0.119252923       9.718382637
    "BPM.20R3.B1"     "BPM.21R3.B1"       4440.523602       4493.972118                 1    0.102765376644                 0       0.108554536        9.83763556
    "BPM.21R3.B1"     "BPM.22R3.B1"       4493.972118       4547.420634                 1    0.142647416808                 0       0.141636304       9.946190096
    "BPM.22R3.B1"     "BPM.23R3.B1"       4547.420634        4600.86915                 1    0.110557038943                 0        0.11404047        10.0878264
    "BPM.23R3.B1"     "BPM.24R3.B1"        4600.86915       4654.317666                 1    0.123386901647                 0        0.12327069       10.20186687
    "BPM.24R3.B1"     "BPM.25R3.B1"       4654.317666       4707.766181                 1    0.105719265492                 0         0.1066765       10.32513756
    "BPM.25R3.B1"     "BPM.26R3.B1"       4707.766181       4761.214697                 1    0.148799102117                 0        0.14080193       10.43181406
    "BPM.26R3.B1"     "BPM.27R3.B1"       4761.214697       4814.663213                 1    0.116939897777                 0        0.11547245       10.57261599
    "BPM.27R3.B1"     "BPM.28R3.B1"       4814.663213       4868.111729                 1    0.123513275043                 0        0.12407667       10.68808844
    "BPM.28R3.B1"     "BPM.29R3.B1"       4868.111729       4921.560245                 1    0.108004621645                 0        0.10548422       10.81216511
    "BPM.29R3.B1"     "BPM.30R3.B1"       4921.560245       4975.008761                 1     0.13646178806                 0        0.13968356       10.91764933
    "BPM.30R3.B1"     "BPM.31R3.B1"       4975.008761       5028.457277                 1    0.117798172037                 0        0.11677357       11.05733289
    "BPM.31R3.B1"     "BPM.32R3.B1"       5028.457277       5081.905793                 1    0.119271035565                 0        0.12512343       11.17410646
    "BPM.32R3.B1"     "BPM.33R3.B1"       5081.905793       5135.354309                 1    0.113564732484                 0        0.10446496       11.29922989
    "BPM.33R3.B1"     "BPM.34R3.B1"       5135.354309       5188.802825                 1    0.134685662301                 0        0.13832477       11.40369485
    "BPM.34R3.B1"     "BPM.33L4.B1"       5188.802825        5242.25134                 1    0.107208733248                 0        0.11789402       11.54201962
    "BPM.33L4.B1"     "BPM.32L4.B1"        5242.25134       5295.699856                 1    0.132707272599                 0        0.12638692       11.65991364
    "BPM.32L4.B1"     "BPM.31L4.B1"       5295.699856       5349.148372                 1    0.102497388618                 0        0.10364193       11.78630056
    "BPM.31L4.B1"     "BPM.30L4.B1"       5349.148372       5402.596888                 1    0.143571588234                 0        0.13677763       11.88994249
    "BPM.30L4.B1"     "BPM.29L4.B1"       5402.596888       5456.045404                 1    0.139139489921                 0        0.11878901       12.02672012
    "BPM.29L4.B1"     "BPM.28L4.B1"       5456.045404        5509.49392                 1    0.100271032664                 0        0.12783656       12.14550913
    "BPM.28L4.B1"     "BPM.27L4.B1"        5509.49392       5562.942436                 1    0.101837396807                 0        0.10303283       12.27334569
    "BPM.27L4.B1"     "BPM.26L4.B1"       5562.942436       5616.390952                 1    0.138815997554                 0        0.13509916       12.37637852
    "BPM.26L4.B1"     "BPM.25L4.B1"       5616.390952       5669.839468                 1    0.123947278373                 0        0.11942153       12.51147768
    "BPM.25L4.B1"     "BPM.24L4.B1"       5669.839468       5723.287984                 1    0.128232142282                 0        0.12943507       12.63089921
    "BPM.24L4.B1"     "BPM.23L4.B1"       5723.287984         5776.7365                 1    0.099165365151                 0        0.10265017       12.76033428
    "BPM.23L4.B1"     "BPM.22L4.B1"         5776.7365       5830.185015                 1    0.136128571282                 0        0.13334843       12.86298445
    "BPM.22L4.B1"     "BPM.21L4.B1"       5830.185015       5883.633531                 1    0.114567274133                 0        0.11976476       12.99633288
    "BPM.21L4.B1"     "BPM.20L4.B1"       5883.633531       5937.082047                 1    0.130242589089                 0        0.13179637       13.11609764
    "BPM.20L4.B1"     "BPM.19L4.B1"       5937.082047       5990.530563                 1    0.104431958191                 0        0.10003411       13.24789401
    "BPM.19L4.B1"     "BPM.17L4.B1"       5990.530563       6097.427595                 1    0.244538478582                 0        0.24531762       13.34792812
    "BPM.17L4.B1"     "BPM.16L4.B1"       6097.427595       6150.876111                 1    0.136466411808                 0        0.13478497       13.59324574
    "BPM.16L4.B1"     "BPM.15L4.B1"       6150.876111       6204.324627                 1    0.110384960845                 0        0.10086991       13.72803071
    "BPM.15L4.B1"     "BPM.14L4.B1"       6204.324627       6257.773143                 1    0.122408966706                 0        0.12371875       13.82890062
    "BPM.14L4.B1"     "BPM.13L4.B1"       6257.773143       6311.221659                 1    0.114225576431                 0        0.11757413       13.95261937
    "BPM.13L4.B1"     "BPM.12L4.B1"       6311.221659       6364.670174                 1    0.137455944241                 0        0.13708366        14.0701935
    "BPM.12L4.B1"     "BPM.11L4.B1"       6364.670174        6418.11869                 1    0.105203372803                 0        0.09815262       14.20727716
    "BPM.11L4.B1"     "BPM.10L4.B1"        6418.11869       6469.957401                 1    0.104177242563                 0        0.11106877       14.30542978
    "BPM.10L4.B1"      "BPM.9L4.B1"       6469.957401       6509.022412                 1     0.06315393767                 0        0.06243636       14.41649855
     "BPM.9L4.B1"      "BPM.7L4.B1"       6509.022412       6588.549433                 1    0.133679645666                 0        0.14822786       14.47893491
     "BPM.7L4.B1"    "BPMYB.6L4.B1"       6588.549433       6685.153433                 1    0.087081160469                 0         0.0783098       14.62716277
   "BPMYB.6L4.B1"    "BPMYA.5L4.B1"       6685.153433       6722.153433                 1    0.014559762158                 0        0.01457037       14.70547257
   "BPMYA.5L4.B1"   "BPMWI.A5L4.B1"       6722.153433       6798.755933                 1    0.053836897538                 0        0.05606435       14.72004294
  "BPMWI.A5L4.B1"   "BPMWA.B5L4.B1"       6798.755933       6824.619933                 1     0.02304842664                 0        0.01953017       14.77610729
  "BPMWA.B5L4.B1"   "BPMWA.A5L4.B1"       6824.619933       6833.504933                 1    0.006819007415                 0        0.00658667       14.79563746
  "BPMWA.A5L4.B1"   "BPMWA.A5R4.B1"       6833.504933       6881.553933                 1    0.027076547048                 0        0.03349334       14.80222413
  "BPMWA.A5R4.B1"   "BPMWA.B5R4.B1"       6881.553933       6890.438933                 1    0.999890202962                 0        0.00569065       14.83571747
  "BPMWA.B5R4.B1"    "BPMYB.5R4.B1"       6890.438933       6992.829433                 1   0.0615323507217                 0         0.0525722       14.84140812
   "BPMYB.5R4.B1"    "BPMYA.6R4.B1"       6992.829433       7024.393433                 1   0.0272985070798                 0         0.0231025       14.89398032
   "BPMYA.6R4.B1"      "BPM.7R4.B1"       7024.393433       7120.909433                 1    0.115407508094                 0         0.1223304       14.91708282
     "BPM.7R4.B1"      "BPM.8R4.B1"       7120.909433       7158.698443                 1    0.121398495202                 0        0.12325317       15.03941322
     "BPM.8R4.B1"      "BPM.9R4.B1"       7158.698443       7197.763454                 1    0.206064744139                 0         0.2047475       15.16266639
     "BPM.9R4.B1"     "BPM.10R4.B1"       7197.763454       7238.226465                 1    0.080747307613                 0        0.07710979       15.36741389
    "BPM.10R4.B1"     "BPM.11R4.B1"       7238.226465       7290.065175                 1    0.104020206801                 0        0.10867318       15.44452368
    "BPM.11R4.B1"     "BPM.12R4.B1"       7290.065175       7344.788691                 1    0.104631182494                 0        0.10481803       15.55319686
    "BPM.12R4.B1"     "BPM.13R4.B1"       7344.788691       7398.237207                 1    0.129264027381                 0        0.12873836       15.65801489
    "BPM.13R4.B1"     "BPM.14R4.B1"       7398.237207       7451.685723                 1    0.119396766031                 0        0.12232938       15.78675325
    "BPM.14R4.B1"     "BPM.15R4.B1"       7451.685723       7505.134239                 1    0.142621953852                 0         0.1395114       15.90908263
    "BPM.15R4.B1"     "BPM.16R4.B1"       7505.134239       7558.582755                 1    0.103481147254                 0        0.10576018       16.04859403
    "BPM.16R4.B1"     "BPM.17R4.B1"       7558.582755       7612.031271                 1    0.128456946274                 0        0.13234848       16.15435421
    "BPM.17R4.B1"     "BPM.18R4.B1"       7612.031271       7665.479786                 1    0.123741527589                 0        0.12232737       16.28670269
    "BPM.18R4.B1"     "BPM.19R4.B1"       7665.479786       7718.928302                 1    0.141868569811                 0        0.13951744       16.40903006
    "BPM.19R4.B1"     "BPM.20R4.B1"       7718.928302       7772.376818                 1    0.102279195499                 0        0.10576187        16.5485475
    "BPM.20R4.B1"     "BPM.21R4.B1"       7772.376818       7825.825334                 1    0.131059931719                 0         0.1323429       16.65430937
    "BPM.21R4.B1"     "BPM.22R4.B1"       7825.825334        7879.27385                 1    0.112713251634                 0        0.12232523       16.78665227
    "BPM.22R4.B1"     "BPM.23R4.B1"        7879.27385       7932.722366                 1    0.149315318196                 0        0.13952391        16.9089775
    "BPM.23R4.B1"     "BPM.24R4.B1"       7932.722366       7986.170882                 1     0.10834241036                 0        0.10576847       17.04850141
    "BPM.24R4.B1"     "BPM.25R4.B1"       7986.170882       8039.619398                 1    0.129041146011                 0        0.13234496       17.15426988
    "BPM.25R4.B1"     "BPM.26R4.B1"       8039.619398       8093.067914                 1    0.122515482028                 0        0.12232364       17.28661484
    "BPM.26R4.B1"     "BPM.27R4.B1"       8093.067914        8146.51643                 1    0.143167074831                 0        0.13952838       17.40893848
    "BPM.27R4.B1"     "BPM.28R4.B1"        8146.51643       8199.964946                 1    0.099150499205                 0        0.10576974       17.54846686
    "BPM.28R4.B1"     "BPM.29R4.B1"       8199.964946       8253.413461                 1     0.14003557965                 0        0.13234081        17.6542366
    "BPM.29R4.B1"     "BPM.30R4.B1"       8253.413461       8306.861977                 1    0.118321027839                 0        0.12232204       17.78657741
    "BPM.30R4.B1"     "BPM.31R4.B1"       8306.861977       8360.310493                 1    0.144131727238                 0        0.13953287       17.90889945
    "BPM.31R4.B1"     "BPM.32R4.B1"       8360.310493       8413.759009                 1     0.11049783822                 0        0.10577099       18.04843232
    "BPM.32R4.B1"     "BPM.33R4.B1"       8413.759009       8467.207525                 1    0.132461737754                 0        0.13233667       18.15420331
    "BPM.33R4.B1"     "BPM.34R4.B1"       8467.207525       8520.656041                 1     0.11796929324                 0        0.12232045       18.28653998
    "BPM.34R4.B1"     "BPM.33L5.B1"       8520.656041       8574.104557                 1     0.13876107051                 0        0.13953735       18.40886043
    "BPM.33L5.B1"     "BPM.32L5.B1"       8574.104557       8627.553073                 1    0.112099652048                 0        0.10577224       18.54839778
    "BPM.32L5.B1"     "BPM.31L5.B1"       8627.553073       8681.001589                 1    0.129551362765                 0        0.13233253       18.65417002
    "BPM.31L5.B1"     "BPM.30L5.B1"       8681.001589       8734.450105                 1    0.112141554779                 0        0.12231885       18.78650255
    "BPM.30L5.B1"     "BPM.29L5.B1"       8734.450105        8787.89862                 1    0.149888501597                 0        0.13954183        18.9088214
    "BPM.29L5.B1"     "BPM.28L5.B1"        8787.89862       8841.347136                 1    0.102490687721                 0        0.10577351       19.04836323
    "BPM.28L5.B1"     "BPM.27L5.B1"       8841.347136       8894.795652                 1    0.134273302537                 0        0.13232838       19.15413674
    "BPM.27L5.B1"     "BPM.26L5.B1"       8894.795652       8948.244168                 1    0.117794612543                 0        0.12231726       19.28646512
    "BPM.26L5.B1"     "BPM.25L5.B1"       8948.244168       9001.692684                 1    0.140149560142                 0        0.13954631       19.40878238
    "BPM.25L5.B1"     "BPM.24L5.B1"       9001.692684         9055.1412                 1    0.113412437781                 0        0.10577476       19.54832869
    "BPM.24L5.B1"     "BPM.23L5.B1"         9055.1412       9108.589716                 1    0.133257364349                 0        0.13232425       19.65410345
    "BPM.23L5.B1"     "BPM.22L5.B1"       9108.589716       9162.038232                 1    0.114128642225                 0        0.12231565        19.7864277
    "BPM.22L5.B1"     "BPM.21L5.B1"       9162.038232       9215.486748                 1    0.147244835276                 0        0.13955079       19.90874335
    "BPM.21L5.B1"     "BPM.20L5.B1"       9215.486748       9268.935264                 1     0.10581995139                 0        0.10577143       20.04829414
    "BPM.20L5.B1"     "BPM.19L5.B1"       9268.935264       9322.383779                 1    0.128764459434                 0         0.1323121       20.15406557
    "BPM.19L5.B1"     "BPM.18L5.B1"       9322.383779       9375.832295                 1    0.118803062591                 0        0.12231311       20.28637767
    "BPM.18L5.B1"     "BPM.17L5.B1"       9375.832295       9429.280811                 1    0.137708090727                 0        0.13955682       20.40869078
    "BPM.17L5.B1"     "BPM.16L5.B1"       9429.280811       9482.729327                 1    0.103038255632                 0        0.10577313        20.5482476
    "BPM.16L5.B1"     "BPM.15L5.B1"       9482.729327       9536.177843                 1    0.132868927963                 0        0.13230654       20.65402073
    "BPM.15L5.B1"     "BPM.14L5.B1"       9536.177843       9589.626359                 1     0.11639232463                 0        0.12231094       20.78632727
    "BPM.14L5.B1"     "BPM.13L5.B1"       9589.626359       9643.074875                 1    0.146680858706                 0        0.13956286       20.90863821
    "BPM.13L5.B1"     "BPM.12L5.B1"       9643.074875       9696.523391                 1    0.104742741132                 0        0.09916121       21.04820107
    "BPM.12L5.B1"     "BPM.11L5.B1"       9696.523391       9749.971907                 1    0.119910558866                 0         0.1226657       21.14736228
    "BPM.11L5.B1"     "BPM.10L5.B1"       9749.971907       9802.752617                 1     0.08422059459                 0         0.0887559       21.27002798
    "BPM.10L5.B1"      "BPM.9L5.B1"       9802.752617       9841.817628                 1    0.068777819305                 0        0.06648533       21.35878388
