@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ Q1 %le 0.309858916597
@ Q2 %le 0.31942165071
@ RMSbetabeat %le 1.87871856889
@ RescalingFactor %le 1.00422852685
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds.linx"
*            NAME                 S             COUNT              BETX           BETXSTD           BETXMDL            MUXMDL           BETXRES        BETXSTDRES
$              %s               %le               %le               %le               %le               %le               %le               %le               %le
     "BPM.8R2.B1"       494.1300106                 1     108.278077321               0.0       113.0897601       1.134746992     108.735934078               0.0
     "BPM.9R2.B1"       533.1950212                 1     16.1972987658               0.0       15.94722448       1.292805637     16.2657894785               0.0
    "BPM.10R2.B1"       573.6580318                 1     168.674206887               0.0       171.7411105       1.460281322       169.3874503               0.0
    "BPM.11R2.B1"       625.4967424                 1     32.8219324697               0.0       32.90159014       1.566688573     32.9607208924               0.0
    "BPM.12R2.B1"       680.2202583                 1     170.804848946               0.0       174.1654418       1.709291425     171.527101836               0.0
    "BPM.13R2.B1"       733.6687742                 1     33.3639843665               0.0       33.14947812       1.822798755     33.5050648702               0.0
    "BPM.14R2.B1"       787.1172901                 1     171.640143818               0.0         170.35043       1.960490566     172.365928774               0.0
    "BPM.15R2.B1"        840.565806                 1     34.5961417062               0.0       34.55300863       2.072703938     34.7424324203               0.0
    "BPM.16R2.B1"       894.0143219                 1     164.354036655               0.0       168.8433479       2.207282493     165.049012112               0.0
    "BPM.17R2.B1"       947.4628378                 1     34.4368500178               0.0       33.10170512       2.323083936     34.5824671627               0.0
    "BPM.18R2.B1"       1000.911354                 1     172.059366703               0.0       170.3630625       2.460771013     172.786924355               0.0
    "BPM.19R2.B1"        1054.35987                 1     33.9781707032               0.0       34.55282647       2.572979721     34.1218483103               0.0
    "BPM.20R2.B1"       1107.808386                 1     164.153557394               0.0       168.8307202       2.707565464     164.847685119               0.0
    "BPM.21R2.B1"       1161.256901                 1      33.384727974               0.0       33.10189183       2.823371809     33.5258961926               0.0
    "BPM.22R2.B1"       1214.705417                 1     169.735154711               0.0       170.3756854        2.96105144      170.45288437               0.0
    "BPM.23R2.B1"       1268.153933                 1     33.2500113148               0.0       33.11661624       3.076157208     33.3906098804               0.0
    "BPM.24R2.B1"       1321.602449                 1     173.858476667               0.0       170.3730582       3.213836773     174.593641904               0.0
    "BPM.26R2.B1"       1428.499481                 1     182.052819752               0.0       170.3757138       3.466622864     182.822634989               0.0
    "BPM.27R2.B1"       1481.947997                 1     32.8100996381               0.0       33.11659909       3.581728657     32.9488380254               0.0
    "BPM.28R2.B1"       1535.396513                 1     178.425108618               0.0       170.3730331       3.719408284     179.179583981               0.0
    "BPM.29R2.B1"       1588.845029                 1     34.0137653339               0.0       33.11640494       3.834515594     34.1575934539               0.0
    "BPM.30R2.B1"       1642.293545                 1     174.421837534               0.0       170.3757357       3.972194287     175.159384958               0.0
    "BPM.33R2.B1"       1802.639092                 1      33.798584505               0.0       33.11642281       4.340087075      33.941502727               0.0
    "BPM.34R2.B1"       1856.087608                 1     174.609209428               0.0       170.3757509        4.47776571     175.347549159               0.0
    "BPM.33L3.B1"       1909.536124                 1     33.8179472452               0.0       33.11656339       4.592871563     33.9609473431               0.0
    "BPM.32L3.B1"        1962.98464                 1       168.1739339               0.0       170.3730027       4.730551308     168.885061895               0.0
    "BPM.31L3.B1"       2016.433156                 1      33.304929616               0.0       33.11644104       4.845658554     33.4457604051               0.0
    "BPM.30L3.B1"       2069.881672                 1     167.768824893               0.0       170.3757594       4.983337132     168.478239874               0.0
    "BPM.29L3.B1"       2123.330188                 1     31.6090133976               0.0         33.116545       5.098443021     31.7426729595               0.0
    "BPM.28L3.B1"       2176.778704                 1     167.163293464               0.0       170.3729976        5.23612282     167.870147939               0.0
    "BPM.27L3.B1"        2230.22722                 1     33.8560404851               0.0       33.11645955       5.351230029     33.9992016613               0.0
    "BPM.26L3.B1"       2283.675735                 1     169.863223631               0.0       170.3757611       5.488908554     170.581494833               0.0
    "BPM.25L3.B1"       2337.124251                 1     34.7833937964               0.0       33.11652639       5.604014482      34.930476311               0.0
    "BPM.24L3.B1"       2390.572767                 1      170.21633514               0.0       170.3729992       5.741694333     170.936099483               0.0
    "BPM.23L3.B1"       2444.021283                 1      34.017233745               0.0       33.11647824       5.856801501     34.1610765312               0.0
    "BPM.22L3.B1"       2497.469799                 1     173.578269601               0.0       170.3757561       5.994479976     174.312249975               0.0
    "BPM.21L3.B1"       2550.918315                 1     33.0245835749               0.0       33.11650764       6.109585946     33.1642289132               0.0
    "BPM.20L3.B1"       2604.366831                 1     165.518057216               0.0       168.7740195       6.248110946     166.217954765               0.0
    "BPM.19L3.B1"       2657.815347                 1     33.0573259216               0.0       34.54002499       6.360982089     33.1971097118               0.0
    "BPM.18L3.B1"       2711.263863                 1     179.495220706               0.0       170.4266924       6.494760431     180.254221066               0.0
    "BPM.17L3.B1"       2764.712379                 1     36.9019045504               0.0       33.11556542       6.609873695     37.0579452446               0.0
    "BPM.16L3.B1"       2818.160894                 1     164.659097863               0.0       168.7871945       6.748394012      165.35536328               0.0
    "BPM.14L3.B1"       2925.057926                 1  0.00567252561966               0.0       170.4135122       6.995040774  0.00569651204656               0.0
    "BPM.13L3.B1"       2978.506442                 1     34.4469040338               0.0       33.11463215       7.110161452     34.5925636924               0.0
    "BPM.12L3.B1"       3031.954958                 1     181.828544527               0.0       171.5175732       7.247251311     182.597411409               0.0
    "BPM.11L3.B1"       3085.403474                 1     27.9308643086               0.0        28.2592413       7.373708861     28.0489707182               0.0
    "BPM.10L3.B1"       3138.184185                 1     175.118365063               0.0       172.7569671       7.522788108     175.858857771               0.0
     "BPM.9L3.B1"       3177.249195                 1     53.0539124591               0.0       54.93815126       7.583724784     53.2782523524               0.0
     "BPM.8L3.B1"       3217.712206                 1     171.695303506               0.0       175.5991319       7.660416551     172.421321707               0.0
     "BPM.7L3.B1"       3256.776216                 1     56.7457764431               0.0       58.10046323       7.719364003     56.9857274825               0.0
     "BPM.6L3.B1"       3329.415216                 1     198.631925234               0.0       206.7756234       7.831510896     199.471845663               0.0
  "BPMWG.A5L3.B1"       3371.119716                 1     59.6593002032               0.0       68.26217692       7.888594994      59.911571156               0.0
    "BPMW.5L3.B1"       3400.089716                 1     46.9473501214               0.0       56.59279169       7.971952656     47.1458682519               0.0
   "BPMWE.4L3.B1"       3475.217716                 1     243.088623807               0.0       272.6641978        8.07532486      244.11653058               0.0
    "BPMW.4L3.B1"       3502.762716                 1     237.257587998               0.0       250.6035005       8.090528029      238.26083808               0.0
    "BPMW.4R3.B1"       3547.727716                 1     43.3264200048               0.0       44.32448505       8.160679045     43.5096269351               0.0
   "BPMWE.4R3.B1"       3575.272716                 1     27.7386065109               0.0       30.72266468       8.308322669     27.8558999533               0.0
    "BPMW.5R3.B1"       3650.400716                 1     304.423763595               0.0       347.6581685       8.437850831     305.711027654               0.0
  "BPMWJ.A5R3.B1"       3679.118716                 1      263.74113634               0.0       302.5649998       8.450477678     264.856372817               0.0
   "BPMWC.6R3.B1"       3718.936716                 1      59.233117393               0.0       64.79675564       8.496370937     59.4835862203               0.0
    "BPMR.6R3.B1"       3731.015216                 1     37.0719528934               0.0       39.70879417       8.536481749     37.2287126416               0.0
     "BPM.8R3.B1"       3825.903227                 1     31.2501328497               0.0        35.2651492       8.835957198     31.3822748755               0.0
     "BPM.9R3.B1"       3864.968238                 1     120.167665847               0.0       128.5117235       8.940088827     120.675798049               0.0
    "BPM.10R3.B1"       3905.431248                 1     51.7368381365               0.0       54.67179092       9.014821952     51.9556087457               0.0
    "BPM.11R3.B1"       3958.211959                 1     186.219056167               0.0       183.5210003       9.107876696     187.006488446               0.0
    "BPM.12R3.B1"       4012.935475                 1     48.8576591143               0.0       42.56129302       9.208659941     49.0642550377               0.0
    "BPM.13R3.B1"       4066.383991                 1      177.86857408               0.0       170.7795851       9.325472939     178.620696121               0.0
    "BPM.14R3.B1"       4119.832506                 1     31.6414836291               0.0       33.11851399       9.440563908     31.7752804922               0.0
    "BPM.18R3.B1"        4333.62657                 1     32.6065389886               0.0       33.11755551        9.94085164     32.7444166142               0.0
    "BPM.19R3.B1"       4387.075086                 1     171.072695881               0.0        168.762939       10.07937985     171.796081369               0.0
    "BPM.22R3.B1"       4547.420634                 1     30.7560787381               0.0       33.11660593       10.44113938     30.8861316428               0.0
    "BPM.27R3.B1"       4814.663213                 1     176.321807563               0.0       170.3750681       11.08438929      177.06738906               0.0
    "BPM.28R3.B1"       4868.111729                 1     36.2137297945               0.0       33.11637287       11.19949583     36.3668605233               0.0
    "BPM.29R3.B1"       4921.560245                 1     189.665762879               0.0       170.3737166       11.33717572      190.46776965               0.0
    "BPM.30R3.B1"       4975.008761                 1     32.2578005089               0.0       33.11662759       11.45228227     32.3942034844               0.0
    "BPM.31R3.B1"       5028.457277                 1     182.193871761               0.0       170.3750152       11.58996073      182.96428344               0.0
    "BPM.32R3.B1"       5081.905793                 1     33.6426073776               0.0       33.11636264       11.70506732     33.7848660463               0.0
    "BPM.33R3.B1"       5135.354309                 1     162.937820449               0.0       170.3737711       11.84274721     163.626807398               0.0
    "BPM.34R3.B1"       5188.802825                 1     32.7589153047               0.0       33.11663749       11.95785372     32.8974372576               0.0
    "BPM.33L4.B1"        5242.25134                 1     171.826622256               0.0       170.3749591       12.09553218     172.553195741               0.0
    "BPM.32L4.B1"       5295.699856                 1      32.804993753               0.0       33.11635308       12.21063881     32.9437105499               0.0
    "BPM.31L4.B1"       5349.148372                 1     174.317932879               0.0       170.3738287       12.34831869     175.055040939               0.0
    "BPM.30L4.B1"       5402.596888                 1     32.4816104792               0.0       33.11664671       12.46342516     32.6189598413               0.0
    "BPM.29L4.B1"       5456.045404                 1      179.40996023               0.0       170.3749002       12.60110363     180.168600064               0.0
    "BPM.28L4.B1"        5509.49392                 1     31.9616892938               0.0       33.11634423        12.7162103     32.0968401551               0.0
    "BPM.27L4.B1"       5562.942436                 1     171.779548953               0.0       170.3738889       12.85389018     172.505923388               0.0
    "BPM.26L4.B1"       5616.390952                 1      32.114258373               0.0       33.11665519        12.9689966     32.2500543768               0.0
    "BPM.25L4.B1"       5669.839468                 1     169.157959396               0.0       170.3748387       13.10667508     169.873248369               0.0
    "BPM.24L4.B1"       5723.287984                 1     33.8342540372               0.0       33.11633612       13.22178179     33.9773230888               0.0
    "BPM.23L4.B1"         5776.7365                 1     168.559756727               0.0       170.3739515       13.35946166     169.272516185               0.0
    "BPM.22L4.B1"       5830.185015                 1      33.058364294               0.0        33.1166629       13.47456804      33.198152475               0.0
    "BPM.21L4.B1"       5883.633531                 1     174.115513996               0.0        170.374775       13.61224654     174.851766122               0.0
    "BPM.20L4.B1"       5937.082047                 1     34.4274308479               0.0        34.5523301       13.72445156     34.5730081636               0.0
    "BPM.19L4.B1"       5990.530563                 1     169.345649402               0.0       168.8189486       13.85904485     170.061732027               0.0
    "BPM.18L4.B1"       6043.979079                 1     32.1122706152               0.0       33.10237926        13.9748551     32.2480582137               0.0
    "BPM.17L4.B1"       6097.427595                 1     175.570465794               0.0       170.3873833       14.11252694     176.312870223               0.0
    "BPM.16L4.B1"       6150.876111                 1     37.6881279843               0.0       34.55213024       14.22472735     37.8474932454               0.0
    "BPM.15L4.B1"       6204.324627                 1     171.551818486               0.0       168.8063453       14.35932787     172.277229957               0.0
    "BPM.14L4.B1"       6257.773143                 1     33.4170689204               0.0       33.10258368       14.47514296     33.5583738936               0.0
    "BPM.13L4.B1"       6311.221659                 1     179.163490856               0.0       170.3999817       14.61280733     179.921088488               0.0
    "BPM.12L4.B1"       6364.670174                 1     34.5864915693               0.0       33.66441246       14.72676903     34.7327414775               0.0
    "BPM.11L4.B1"        6418.11869                 1     166.551365947               0.0       166.5763012       14.86492988      167.25563287               0.0
    "BPM.10L4.B1"       6469.957401                 1     34.7538866462               0.0       31.52780044       14.98126706     34.9008443891               0.0
     "BPM.9L4.B1"       6509.022412                 1     107.507834491               0.0        111.000041       15.10739803     107.962434256               0.0
     "BPM.8L4.B1"       6549.485422                 1     24.2225644828               0.0       21.02823162       15.23843666     24.3249902471               0.0
     "BPM.7L4.B1"       6588.549433                 1     94.2403820519               0.0       103.4394451       15.41380548     94.6388800378               0.0
   "BPMYB.6L4.B1"       6685.153433                 1      114.97140501               0.0       134.8490532       15.55382553     115.457564683               0.0
   "BPMYA.5L4.B1"       6722.153433                 1     390.807885543               0.0       431.6814919       15.57941125     392.460427181               0.0
  "BPMWI.A5L4.B1"       6798.755933                 1      279.51310974               0.0       315.6044425        15.6113604      280.69503843               0.0
  "BPMWA.B5L4.B1"       6824.619933                 1     254.695386315               0.0       277.6303821       15.62528443     255.772372595               0.0
  "BPMWA.A5L4.B1"       6833.504933                 1     235.937307394               0.0       266.1917904       15.63048707     236.934974633               0.0
  "BPMWA.A5R4.B1"       6881.553933                 1     190.999798887               0.0       218.5680628       15.66240457     191.807446665               0.0
  "BPMWA.B5R4.B1"       6890.438933                 1     183.888218688               0.0       212.3939333       15.66896959     184.665794958               0.0
   "BPMYB.5R4.B1"       6992.829433                 1       198.4223268               0.0       217.2561595       15.75149725     199.261360936               0.0
   "BPMYA.6R4.B1"       7024.393433                 1     438.846137152               0.0       486.1398227       15.76697937     440.701809827               0.0
     "BPM.7R4.B1"       7120.909433                 1     23.0485346385               0.0       22.79889128       15.93450269      23.145995986               0.0
     "BPM.8R4.B1"       7158.698443                 1     111.897439186               0.0       113.0607275       16.07991314     112.370600512               0.0
     "BPM.9R4.B1"       7197.763454                 1      18.184113733               0.0        18.5713731       16.21624484     18.2610057462               0.0
    "BPM.10R4.B1"       7238.226465                 1     156.786423429               0.0       152.1990454        16.3816195      157.44939903               0.0
    "BPM.11R4.B1"       7290.065175                 1     34.2575354168               0.0       34.70392971       16.49278171     34.4023943251               0.0
    "BPM.12R4.B1"       7344.788691                 1     160.602378882               0.0        170.420853        16.6284393     161.281490353               0.0
    "BPM.13R4.B1"       7398.237207                 1     32.2107555114               0.0       33.47884206       16.74286491      32.346959556               0.0
    "BPM.14R4.B1"       7451.685723                 1     176.322401669               0.0       171.6773885       16.87901446     177.067985679               0.0
    "BPM.15R4.B1"       7505.134239                 1     35.3764822482               0.0       33.49086865       16.99285025     35.5260726533               0.0
    "BPM.16R4.B1"       7558.582755                 1     168.226549318               0.0       171.6764447       17.12900082     168.937899798               0.0
    "BPM.17R4.B1"       7612.031271                 1      36.387044868               0.0       33.49130626       17.24283608     36.5409084642               0.0
    "BPM.18R4.B1"       7665.479786                 1     171.774311482               0.0       171.6773889       17.37898495      172.50066377               0.0
    "BPM.19R4.B1"       7718.928302                 1     33.8133674273               0.0        33.4908687       17.49282073     33.9563481593               0.0
    "BPM.20R4.B1"       7772.376818                 1     167.797587813               0.0       171.6764442        17.6289713     168.507124418               0.0
    "BPM.21R4.B1"       7825.825334                 1     32.1757297483               0.0       33.49130622       17.74280656     32.3117856855               0.0
    "BPM.22R4.B1"        7879.27385                 1     173.828600066               0.0       171.6773894       17.87895543     174.563638968               0.0
    "BPM.23R4.B1"       7932.722366                 1      34.013185032               0.0       33.49177445       17.99278936     34.1570106981               0.0
    "BPM.24R4.B1"       7986.170882                 1     159.072819008               0.0       171.6788307       18.12893623     159.745462695               0.0
    "BPM.25R4.B1"       8039.619398                 1     36.4687082992               0.0       33.49132722       18.24277051     36.6229172114               0.0
    "BPM.26R4.B1"       8093.067914                 1     180.428785343               0.0       171.6773888       18.37891937     181.191733306               0.0
    "BPM.27R4.B1"        8146.51643                 1     33.5121705999               0.0       33.49177437       18.49275331     33.6538777131               0.0
    "BPM.28R4.B1"       8199.964946                 1     171.073653359               0.0       171.6788313       18.62890018     171.797042896               0.0
    "BPM.29R4.B1"       8253.413461                 1     33.2423917166               0.0        33.4913273       18.74273446     33.3829580625               0.0
    "BPM.30R4.B1"       8306.861977                 1     174.238597794               0.0       171.6773882       18.87888332     174.975370383               0.0
    "BPM.31R4.B1"       8360.310493                 1     37.1263414803               0.0        33.4917743       18.99271725     37.2833312121               0.0
    "BPM.32R4.B1"       8413.759009                 1     163.753020632               0.0       171.6788318       19.12886413     164.445454677               0.0
    "BPM.33R4.B1"       8467.207525                 1     30.7620737164               0.0       33.49132738        19.2426984     30.8921519711               0.0
    "BPM.34R4.B1"       8520.656041                 1     172.627733848               0.0       171.6773877       19.37884727     173.357694856               0.0
    "BPM.33L5.B1"       8574.104557                 1     33.5639757107               0.0       33.49177422        19.4926812     33.7059018832               0.0
    "BPM.32L5.B1"       8627.553073                 1     161.780403047               0.0       171.6788324       19.62882807     162.464495825               0.0
    "BPM.31L5.B1"       8681.001589                 1     32.5884526048               0.0       33.49132746       19.74266235     32.7262537517               0.0
    "BPM.30L5.B1"       8734.450105                 1      173.11563267               0.0       171.6773871       19.87881121     173.847656771               0.0
    "BPM.29L5.B1"        8787.89862                 1     32.7291291615               0.0       33.49177414       19.99264515     32.8675251629               0.0
    "BPM.28L5.B1"       8841.347136                 1     170.654584104               0.0        171.678833       20.12879202     171.376201595               0.0
    "BPM.27L5.B1"       8894.795652                 1     31.0941349011               0.0       33.49132754       20.24262629     31.2256172854               0.0
    "BPM.24L5.B1"         9055.1412                 1      166.42048296               0.0       171.6788335       20.62875597     167.124196441               0.0
    "BPM.23L5.B1"       9108.589716                 1     32.4226939063               0.0       33.49132762       20.74259024     32.5597941381               0.0
    "BPM.22L5.B1"       9162.038232                 1     180.456368922               0.0        171.677386       20.87873911     181.219433523               0.0
    "BPM.21L5.B1"       9215.486748                 1     33.8607556829               0.0       33.49177398       20.99257304     34.0039367975               0.0
    "BPM.20L5.B1"       9268.935264                 1     174.746549177               0.0        171.676489       21.12872111     175.485469652               0.0
    "BPM.16L5.B1"       9482.729327                 1     168.636878003               0.0       171.6764903       21.62869159      169.34996357               0.0
    "BPM.15L5.B1"       9536.177843                 1     33.7674312163               0.0       33.49040098        21.7425287     33.9102177058               0.0
    "BPM.14L5.B1"       9589.626359                 1     184.004916011               0.0       171.6773425       21.87868007     184.782985739               0.0
    "BPM.13L5.B1"       9643.074875                 1     35.7807497336               0.0       33.49177397       21.99251401     35.9320495946               0.0
    "BPM.12L5.B1"       9696.523391                 1     170.206190016               0.0       168.1512586       22.13049826     170.925911461               0.0
    "BPM.11L5.B1"       9749.971907                 1     35.7612391952               0.0        37.5248342        22.2382219     35.9124565554               0.0
    "BPM.10L5.B1"       9802.752617                 1     160.133873846               0.0       150.3503314       22.36968741     160.811004231               0.0
     "BPM.9L5.B1"       9841.817628                 1     20.9041688722               0.0       21.32865309       22.47730301     20.9925627116               0.0
     "BPM.8L5.B1"       9882.280639                 1      120.79655556               0.0       118.0728601       22.66146928     121.307347039               0.0
    "BPMR.7L5.B1"       9921.346649                 1     32.6419918166               0.0       30.35294283       22.76050366     32.7800193554               0.0
     "BPM.6L5.B1"       9958.240649                 1     161.584825721               0.0       176.9865915       22.86409762     162.268091495               0.0
    "BPMR.5L5.B1"       9990.140649                 1     418.950242483               0.0       462.1055391       22.88181088     420.721784833               0.0
   "BPMYA.4L5.B1"       10017.54665                 1     913.582036775               0.0       1054.043045        22.8881843     917.445142947               0.0
   "BPMWB.4L5.B1"       10038.68115                 1     1169.72266863               0.0       1315.864719       22.89098702     1174.66887234               0.0
   "BPMSY.4L5.B1"       10131.46115                 1     2286.62615977               0.0       2485.073071       22.89915642     2296.29521988               0.0
    "BPMS.2L5.B1"       10158.24665                 1     3342.19018164               0.0       3889.910817       22.90029854     3356.32272256               0.0
   "BPMSW.1L5.B1"       10168.21165                 1     1092.97645722               0.0       1162.912886       22.90113517     1097.59813752               0.0
   "BPMSW.1R5.B1"       10211.33965                 1     1119.67740076               0.0       1162.912184       23.39523136     1124.41198672               0.0
    "BPMS.2R5.B1"       10221.30465                 1     342.166950762               0.0       1466.574275       23.39630629     343.613812901               0.0
   "BPMWB.4R5.B1"       10340.87015                 1     773.571939289               0.0       817.3344555        23.4051606     776.843009005               0.0
   "BPMYA.4R5.B1"       10362.00265                 1     336.761197295               0.0       369.6082815       23.41139683      338.18520106               0.0
     "BPM.5R5.B1"       10383.12065                 1     168.341183138               0.0       168.4295663       23.42488375     169.053018351               0.0
    "BPMR.6R5.B1"       10415.02065                 1     7.88145443386               0.0       8.430381443       23.58150134     7.91478137555               0.0
   "BPM_A.7R5.B1"       10449.03465                 1     136.569303421               0.0       141.2419446       23.85403894     137.146790387               0.0
     "BPM.8R5.B1"       10490.47364                 1     20.9739648071               0.0       18.49863175       23.96924729     21.0626537805               0.0
     "BPM.9R5.B1"       10529.54063                 1     100.765612145               0.0       110.3220925       24.17193213     101.191702242               0.0
    "BPM.10R5.B1"       10570.00562                 1     35.7836605124               0.0       38.03706263       24.26381535     35.9349726817               0.0
    "BPM.11R5.B1"       10622.78831                 1     191.492050778               0.0       181.7845149       24.38513182     192.301780056               0.0
    "BPM.12R5.B1"       10677.51479                 1     36.6463315874               0.0         34.790099       24.49695998     36.8012915845               0.0
    "BPM.13R5.B1"       10730.96627                 1     167.317211401               0.0       171.7494436       24.62968881     168.024716722               0.0
    "BPM.14R5.B1"       10784.41776                 1     32.2730397832               0.0       33.48864627        24.7435307     32.4095071984               0.0
    "BPM.15R5.B1"       10837.86924                 1     177.061457015               0.0       171.6886063       24.87969107      177.81016614               0.0
    "BPM.16R5.B1"       10891.32073                 1     36.1326550496               0.0       33.48817036       24.99353555     36.2854429516               0.0
    "BPM.17R5.B1"       10944.77221                 1     171.837701047               0.0       171.6923318       25.12969523      172.56432138               0.0
    "BPM.18R5.B1"        10998.2237                 1     31.1689920378               0.0       33.48864624       25.24353723     31.3007909576               0.0
    "BPM.19R5.B1"       11051.67518                 1     173.911790991               0.0       171.6886062        25.3796976     174.647181669               0.0
    "BPM.20R5.B1"       11105.12666                 1     33.1578353849               0.0       33.48817039       25.49354209     33.2980441821               0.0
    "BPM.21R5.B1"       11158.57815                 1     166.073245841               0.0       171.6923319       25.62970177     166.775491021               0.0
    "BPM.22R5.B1"       11212.02963                 1     32.6583756891               0.0       33.48864622       25.74354377     32.7964725076               0.0
    "BPM.23R5.B1"       11265.48112                 1     180.454133364               0.0       171.6909512       25.87970295     181.217188512               0.0
    "BPM.24R5.B1"        11318.9326                 1     33.9061395652               0.0       33.48909703       25.99354459     34.0495125867               0.0
    "BPM.25R5.B1"       11372.38408                 1     160.032912223               0.0       171.6923727       26.12970177      160.70961569               0.0
    "BPM.26R5.B1"       11425.83557                 1     33.2511950562               0.0       33.48864622       26.24354377     33.3917986273               0.0
    "BPM.27R5.B1"       11479.28705                 1     180.176055782               0.0       171.6909512       26.37970295     180.937935072               0.0
    "BPM.28R5.B1"       11532.73854                 1     33.9765352658               0.0       33.48909703       26.49354459     34.1202059575               0.0
    "BPM.29R5.B1"       11586.19002                 1     177.470083755               0.0       171.6923727       26.62970177     178.220520769               0.0
    "BPM.30R5.B1"        11639.6415                 1     34.3485136271               0.0       33.48864622       26.74354377     34.4937572392               0.0
    "BPM.31R5.B1"       11693.09299                 1     179.500289558               0.0       171.6909512       26.87970295     180.259311352               0.0
    "BPM.32R5.B1"       11746.54447                 1     32.6245047871               0.0       33.48909703       26.99354459     32.7624583816               0.0
    "BPM.33R5.B1"       11799.99596                 1     166.285756212               0.0       171.6923727       27.12970177     166.988899997               0.0
