@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ CG %le nan
@ QG %le nan
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds"
*            NAME                 S             COUNT            F1001W            FWSTD1            F1001R            F1001I            F1010W            FWSTD2            F1010R            F1010I             Q1001          Q1001STD             Q1010          Q1010STD         MDLF1001R         MDLF1001I         MDLF1010R         MDLF1010I
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
    "BPM.31R3.B1"       5028.457277                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.458298008727    0.148900179653   0.0970663718713   0.0102901434324               0.0               0.0               0.0               0.0
    "BPM.33R3.B1"       5135.354309                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.329291347242   0.0664469095913     0.57886216184   0.0475289727906               0.0               0.0               0.0               0.0
    "BPM.34R3.B1"       5188.802825                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.535296359307   0.0344346883508     0.38291914048   0.0436833987276               0.0               0.0               0.0               0.0
    "BPM.33L4.B1"        5242.25134                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.427922943429    0.054109597236    0.106195493468   0.0291964117709               0.0               0.0               0.0               0.0
    "BPM.32L4.B1"       5295.699856                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.380846453534   0.0459194582956     0.86511199131    0.108599918817               0.0               0.0               0.0               0.0
    "BPM.31L4.B1"       5349.148372                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.395806767628      0.0390459862    0.669837339448   0.0780047634188               0.0               0.0               0.0               0.0
    "BPM.30L4.B1"       5402.596888                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.456012569443   0.0802431700462    0.412013377867   0.0230731597943               0.0               0.0               0.0               0.0
    "BPM.29L4.B1"       5456.045404                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.405073291807     0.10839580049     0.12713490593  0.00825900403067               0.0               0.0               0.0               0.0
    "BPM.28L4.B1"        5509.49392                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.432560445391   0.0649079609247    0.868510556943   0.0366590387928               0.0               0.0               0.0               0.0
    "BPM.27L4.B1"       5562.942436                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.279742493321    0.079675707451     0.70315646919   0.0365228405541               0.0               0.0               0.0               0.0
    "BPM.26L4.B1"       5616.390952                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.324397053342   0.0328492134812       0.442441115   0.0298557863873               0.0               0.0               0.0               0.0
    "BPM.25L4.B1"       5669.839468                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.289070070561   0.0992266053831    0.181112460013   0.0330106636756               0.0               0.0               0.0               0.0
    "BPM.23L4.B1"         5776.7365                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.196233633057   0.0995925065358    0.661932722943   0.0670044432597               0.0               0.0               0.0               0.0
    "BPM.22L4.B1"       5830.185015                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.391732887871   0.0528684553099    0.340727478069    0.170640725618               0.0               0.0               0.0               0.0
    "BPM.21L4.B1"       5883.633531                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0789997965277       0.109355363     0.19779273821     0.16681555241               0.0               0.0               0.0               0.0
    "BPM.20L4.B1"       5937.082047                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.309785852233  0.00462808848287   0.0283096094451   0.0911106895911               0.0               0.0               0.0               0.0
    "BPM.19L4.B1"       5990.530563                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.213681116732    0.119118813776    0.777173195876    0.149806780198               0.0               0.0               0.0               0.0
    "BPM.17L4.B1"       6097.427595                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0763067074377   0.0689056734928    0.160745124096    0.108620032439               0.0               0.0               0.0               0.0
    "BPM.16L4.B1"       6150.876111                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.241190909919  0.00906857873027    0.933918552343   0.0591122587519               0.0               0.0               0.0               0.0
    "BPM.15L4.B1"       6204.324627                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.103483179477  0.00868099172612    0.686470776542  0.00891364532005               0.0               0.0               0.0               0.0
    "BPM.14L4.B1"       6257.773143                 1               nan               0.0               nan               nan               nan               0.0               nan               nan   0.0420093255991    0.046613980406    0.493696827609   0.0727224186154               0.0               0.0               0.0               0.0
    "BPM.13L4.B1"       6311.221659                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.141427747865   0.0147289423716    0.319158408525   0.0958002357417               0.0               0.0               0.0               0.0
    "BPM.12L4.B1"       6364.670174                 1               nan               0.0               nan               nan               nan               0.0               nan               nan    0.180038496557   0.0769130056153    0.935775987642  0.00260666093533               0.0               0.0               0.0               0.0
     "BPM.9L4.B1"       6509.022412                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.9841559574   0.0236894479414    0.204519205101  0.00495178125009               0.0               0.0               0.0               0.0
     "BPM.7L4.B1"       6588.549433                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.67696272549    0.137682998292    0.749908691838   0.0955886245348               0.0               0.0               0.0               0.0
   "BPMYA.5L4.B1"       6722.153433                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.50600844064   0.0211918123946    0.475794345226    0.161506272395               0.0               0.0               0.0               0.0
   "BPMYA.6R4.B1"       7024.393433                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.36387252602   0.0455701020501    0.296716808152    0.130687545438               0.0               0.0               0.0               0.0
     "BPM.7R4.B1"       7120.909433                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.40160252696   0.0822431255781    0.987068356342   0.0497972303594               0.0               0.0               0.0               0.0
     "BPM.8R4.B1"       7158.698443                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.32474274888   0.0291292646125    0.649355599061   0.0183287848078               0.0               0.0               0.0               0.0
     "BPM.9R4.B1"       7197.763454                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.52325335831   0.0180541859724    0.411033783278    0.153776667531               0.0               0.0               0.0               0.0
    "BPM.10R4.B1"       7238.226465                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.54391129971   0.0464917934891    0.111969145344   0.0231748412134               0.0               0.0               0.0               0.0
    "BPM.11R4.B1"       7290.065175                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.38414583499   0.0130737770753    0.851928001916   0.0125274066911               0.0               0.0               0.0               0.0
    "BPM.12R4.B1"       7344.788691                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.42916260433   0.0373370508826     0.65381400994   0.0523548763225               0.0               0.0               0.0               0.0
    "BPM.13R4.B1"       7398.237207                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.43316912123   0.0187439138668    0.427937377257   0.0553176525683               0.0               0.0               0.0               0.0
    "BPM.14R4.B1"       7451.685723                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.37812984555   0.0554831829402    0.164195723882   0.0428278578758               0.0               0.0               0.0               0.0
    "BPM.15R4.B1"       7505.134239                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.41272327182   0.0206604983673    0.882738076406  0.00688065208802               0.0               0.0               0.0               0.0
    "BPM.16R4.B1"       7558.582755                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.29080278343   0.0440538785008    0.647887928483   0.0236846621671               0.0               0.0               0.0               0.0
    "BPM.17R4.B1"       7612.031271                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.48827761758  0.00302509120463    0.362385729069   0.0768219211101               0.0               0.0               0.0               0.0
    "BPM.18R4.B1"       7665.479786                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.35445852194   0.0840265487456    0.295474937639     0.15839737105               0.0               0.0               0.0               0.0
    "BPM.19R4.B1"       7718.928302                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.28833962475   0.0761235602736    0.893774821781   0.0524044700849               0.0               0.0               0.0               0.0
    "BPM.20R4.B1"       7772.376818                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.3521871621   0.0123530178643    0.624766543697   0.0178220571861               0.0               0.0               0.0               0.0
    "BPM.21R4.B1"       7825.825334                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.2061901638    0.121143815516    0.336575480608   0.0214312152355               0.0               0.0               0.0               0.0
    "BPM.22R4.B1"        7879.27385                 1               nan               0.0               nan               nan               nan               0.0               nan               nan      1.2492014363   0.0145515297356   0.0831047160751    0.087557072407               0.0               0.0               0.0               0.0
    "BPM.23R4.B1"       7932.722366                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.39776473339    0.036822590384    0.882226383728   0.0139012988176               0.0               0.0               0.0               0.0
    "BPM.24R4.B1"       7986.170882                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.21461184932   0.0263209536182    0.552850168323  0.00957399632982               0.0               0.0               0.0               0.0
    "BPM.25R4.B1"       8039.619398                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.32803329564   0.0382014497824    0.276313121439    0.100562848417               0.0               0.0               0.0               0.0
    "BPM.26R4.B1"       8093.067914                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.33907257566   0.0232592743229    0.100836636014   0.0675298412114               0.0               0.0               0.0               0.0
    "BPM.27R4.B1"        8146.51643                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.36044797291   0.0239859238257    0.784592649339   0.0610419054757               0.0               0.0               0.0               0.0
    "BPM.28R4.B1"       8199.964946                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.32578218126    0.057402005017    0.499617621123   0.0677699792156               0.0               0.0               0.0               0.0
    "BPM.30R4.B1"       8306.861977                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.13455334354   0.0606211296611    0.869157521094    0.162183780966               0.0               0.0               0.0               0.0
    "BPM.31R4.B1"       8360.310493                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.33836434891    0.021108140761    0.798288464341   0.0426180570647               0.0               0.0               0.0               0.0
    "BPM.33R4.B1"       8467.207525                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.49639318347   0.0151663402964    0.266477998567     0.10307377553               0.0               0.0               0.0               0.0
    "BPM.34R4.B1"       8520.656041                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.42535121598  0.00935690423548    0.992575530361   0.0668286325184               0.0               0.0               0.0               0.0
    "BPM.33L5.B1"       8574.104557                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.26656729347    0.141195003655    0.691281232659    0.030670933303               0.0               0.0               0.0               0.0
    "BPM.32L5.B1"       8627.553073                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.35568098238   0.0463354460823    0.618913640413    0.030270223494               0.0               0.0               0.0               0.0
    "BPM.31L5.B1"       8681.001589                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.41425774259  0.00845270226991    0.410458459928   0.0640777750014               0.0               0.0               0.0               0.0
    "BPM.30L5.B1"       8734.450105                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.43155167346    0.120510461139   0.0474087423286   0.0845119556102               0.0               0.0               0.0               0.0
    "BPM.29L5.B1"        8787.89862                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.43831946577 7.77985619358e-05    0.798239336595   0.0694059170579               0.0               0.0               0.0               0.0
    "BPM.28L5.B1"       8841.347136                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.40636471793   0.0164527029757    0.561187483316    0.170543333647               0.0               0.0               0.0               0.0
    "BPM.24L5.B1"         9055.1412                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.34707518711   0.0235038066899    0.548002874731   0.0873821580745               0.0               0.0               0.0               0.0
    "BPM.23L5.B1"       9108.589716                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.36836676482   0.0750688718148    0.387010789631    0.111184289024               0.0               0.0               0.0               0.0
    "BPM.22L5.B1"       9162.038232                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.23871593872  0.00359928483049    0.199368908458   0.0285910138134               0.0               0.0               0.0               0.0
    "BPM.21L5.B1"       9215.486748                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.31002955926   0.0260084047425    0.976958278484    0.119855002141               0.0               0.0               0.0               0.0
    "BPM.16L5.B1"       9482.729327                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.22200162625   0.0224581133671    0.630518278649   0.0659929088195               0.0               0.0               0.0               0.0
    "BPM.15L5.B1"       9536.177843                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.41278088727     0.05212289715    0.478040039094    0.141883490861               0.0               0.0               0.0               0.0
    "BPM.14L5.B1"       9589.626359                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.59516501722   0.0505925623654    0.141058834845   0.0393430945602               0.0               0.0               0.0               0.0
    "BPM.13L5.B1"       9643.074875                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.37556145619   0.0242691887938    0.806815848755   0.0348673434614               0.0               0.0               0.0               0.0
    "BPM.12L5.B1"       9696.523391                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.27854276428   0.0287082910776    0.557226659819   0.0239556407742               0.0               0.0               0.0               0.0
    "BPM.10L5.B1"       9802.752617                 1               nan               0.0               nan               nan               nan               0.0               nan               nan     1.06190427826    0.168976444517    0.197395884684   0.0379025804241               0.0               0.0               0.0               0.0
