@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ FILES %s ""
*            NAME                 S                S1                S2             X3000            X3000i            X3000r          X3000RMS        X3000PHASE     X3000PHASERMS            X3000M           X3000Mi           X3000Mr       X3000MPHASE
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
    "BPM.16L3.B1"       2818.160894       2925.057926       2978.506442     14.0639044113    -13.8811905747    -2.25963614755 1.48323969742e-08    0.724317387231 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.14L3.B1"       2925.057926       2978.506442       3031.954958     9.65558839888     9.51350885847     1.65031406963 1.48323969742e-08    0.222663335919 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.13L3.B1"       2978.506442       3031.954958       3085.403474    0.147400018412   0.0867620205491    -0.11916004875 1.48323969742e-08    0.399836493907 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.12L3.B1"       3031.954958       3085.403474       3138.184185    0.115038111406  -0.0677132818112   0.0929982717159 1.48323969742e-08    0.899836493907 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11L3.B1"       3085.403474       3138.184185       3177.249195               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10L3.B1"       3138.184185       3177.249195       3217.712206               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9L3.B1"       3177.249195       3217.712206       3256.776216               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8L3.B1"       3217.712206       3256.776216       3329.415216               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.7L3.B1"       3256.776216       3329.415216       3371.119716               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.6L3.B1"       3329.415216       3371.119716       3400.089716               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWG.A5L3.B1"       3371.119716       3400.089716       3475.217716               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMW.5L3.B1"       3400.089716       3475.217716       3502.762716      2.3192400284     2.31757850768  -0.0877734017916 1.48323969742e-08      0.2560247786 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMWE.4L3.B1"       3475.217716       3502.762716       3547.727716     2.77303983584    -2.77105320958     0.10494780045 1.48323969742e-08      0.7560247786 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMW.4L3.B1"       3502.762716       3547.727716       3575.272716    0.537655003136    0.537269823113  -0.0203479622798 1.48323969742e-08      0.2560247786 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMW.4R3.B1"       3547.727716       3575.272716       3650.400716    0.133428539088    0.107283184401   0.0793315409396 1.48323969742e-08    0.148662735073 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMWE.4R3.B1"       3575.272716       3650.400716       3679.118716     1.77586988073    -1.42788774568    -1.05586477308 1.48323969742e-08    0.648662735073 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMW.5R3.B1"       3650.400716       3679.118716       3718.936716     1.68862430898     1.35773796493     1.00399187022 1.48323969742e-08    0.148662735073 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWJ.A5R3.B1"       3679.118716       3718.936716       3731.015216               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMWC.6R3.B1"       3718.936716       3731.015216       3825.903227               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPMR.6R3.B1"       3731.015216       3825.903227       3864.968238               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8R3.B1"       3825.903227       3864.968238       3905.431248               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9R3.B1"       3864.968238       3905.431248       3958.211959               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10R3.B1"       3905.431248       3958.211959       4012.935475               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11R3.B1"       3958.211959       4012.935475       4066.383991               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.12R3.B1"       4012.935475       4066.383991       4119.832506    0.416297978868 -0.00312731623737   -0.416286232181 1.48323969742e-08    0.501195615988 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.13R3.B1"       4066.383991       4119.832506        4333.62657     5.06874918547   0.0380774888074     5.06860616048 1.48323969742e-08    0.001195615988 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.14R3.B1"       4119.832506        4333.62657       4387.075086     4.75341263307   0.0357086156188     4.75327850593 1.48323969742e-08    0.001195615988 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.18R3.B1"        4333.62657       4387.075086       4547.420634    0.275466459735    0.123503216751   -0.246229011067 1.48323969742e-08     0.42600731724 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.19R3.B1"       4387.075086       4547.420634       4814.663213   0.0213226343533   0.0095598351058  -0.0190594933961 1.48323969742e-08     0.42600731724 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.22R3.B1"       4547.420634       4814.663213       4868.111729    0.261793199066   -0.117372918065    0.234007002421 1.48323969742e-08     0.92600731724 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.27R3.B1"       4814.663213       4868.111729       4921.560245               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.28R3.B1"       4868.111729       4921.560245       4975.008761               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.29R3.B1"       4921.560245       4975.008761       5028.457277               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.30R3.B1"       4975.008761       5028.457277       5081.905793               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.31R3.B1"       5028.457277       5081.905793       5135.354309   0.0871718572616   0.0810972577063   0.0319713542245 1.48323969742e-08    0.190233110162 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.32R3.B1"       5081.905793       5135.354309       5188.802825    0.137171319081   -0.127612490578  -0.0503092737676 1.48323969742e-08    0.690233110162 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.33R3.B1"       5135.354309       5188.802825        5242.25134   0.0328588783771 -9.42241266286e-05  -0.0328587432811 1.48323969742e-08    0.500456383687 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.34R3.B1"       5188.802825        5242.25134       5295.699856    0.174600948524     0.14143702266     0.10237704746 1.48323969742e-08    0.150282416434 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.33L4.B1"        5242.25134       5295.699856       5349.148372    0.145101701677   -0.134119399744   0.0553759012737 1.48323969742e-08    0.812319446818 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.32L4.B1"       5295.699856       5349.148372       5402.596888    0.226653035944   0.0370877361829   -0.223598073622 1.48323969742e-08    0.473839484088 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.31L4.B1"       5349.148372       5402.596888       5456.045404    0.167500542807  -0.0274084832627    0.165242872421 1.48323969742e-08    0.973839484088 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.30L4.B1"       5402.596888       5456.045404        5509.49392               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.29L4.B1"       5456.045404        5509.49392       5562.942436               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.28L4.B1"        5509.49392       5562.942436       5616.390952    0.414721091114    0.413283605686   0.0344999229873 1.48323969742e-08    0.236744860044 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.27L4.B1"       5562.942436       5616.390952       5669.839468    0.515482458709   -0.513695719287  -0.0428820851117 1.48323969742e-08    0.736744860044 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.26L4.B1"       5616.390952       5669.839468       5723.287984    0.949351103931    0.949031093394  -0.0246475618657 1.48323969742e-08    0.254132530228 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.25L4.B1"       5669.839468       5723.287984         5776.7365    0.829626874268   -0.800877222911    0.216509640271 1.48323969742e-08    0.792021564675 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.24L4.B1"       5723.287984         5776.7365       5830.185015    0.564790572653    0.498323890654    -0.26582266826 1.48323969742e-08    0.327991544237 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.23L4.B1"         5776.7365       5830.185015       5883.633531    0.178043428187   0.0244129226671    0.176361763224 1.48323969742e-08     0.02189194367 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.22L4.B1"       5830.185015       5883.633531       5937.082047               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.21L4.B1"       5883.633531       5937.082047       5990.530563               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.20L4.B1"       5937.082047       5990.530563       6043.979079               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.19L4.B1"       5990.530563       6043.979079       6097.427595    0.137418229634   -0.119249990362   0.0682876975331 1.48323969742e-08    0.832770324601 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.18L4.B1"       6043.979079       6097.427595       6150.876111    0.211813139838    0.183809054675   -0.105257007497 1.48323969742e-08    0.332770324601 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.17L4.B1"       6097.427595       6150.876111       6204.324627     0.16008888295    -0.13892332771   0.0795535006267 1.48323969742e-08    0.832770324601 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.16L4.B1"       6150.876111       6204.324627       6257.773143               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.15L4.B1"       6204.324627       6257.773143       6311.221659               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.14L4.B1"       6257.773143       6311.221659       6364.670174    0.226955280112  -0.0551579612372    0.220150626806 1.48323969742e-08    0.960928588824 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.13L4.B1"       6311.221659       6364.670174        6418.11869    0.262152113936    -0.02835786341   -0.260613818559 1.48323969742e-08     0.51725007199 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.12L4.B1"       6364.670174        6418.11869       6469.957401    0.187072472381    0.108460330363    0.152422001891 1.48323969742e-08   0.0984301795201 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11L4.B1"        6418.11869       6469.957401       6509.022412    0.130867915468   -0.118188993758   0.0561940659977 1.48323969742e-08    0.820636637776 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10L4.B1"       6469.957401       6509.022412       6549.485422               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9L4.B1"       6509.022412       6549.485422       6588.549433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8L4.B1"       6549.485422       6588.549433       6685.153433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.7L4.B1"       6588.549433       6685.153433       6722.153433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYB.6L4.B1"       6685.153433       6722.153433       6798.755933               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYA.5L4.B1"       6722.153433       6798.755933       6824.619933               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWI.A5L4.B1"       6798.755933       6824.619933       6833.504933               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWA.B5L4.B1"       6824.619933       6833.504933       6881.553933               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWA.A5L4.B1"       6833.504933       6881.553933       6890.438933               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWA.A5R4.B1"       6881.553933       6890.438933       6992.829433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
  "BPMWA.B5R4.B1"       6890.438933       6992.829433       7024.393433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYB.5R4.B1"       6992.829433       7024.393433       7120.909433               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
   "BPMYA.6R4.B1"       7024.393433       7120.909433       7158.698443               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.7R4.B1"       7120.909433       7158.698443       7197.763454               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.8R4.B1"       7158.698443       7197.763454       7238.226465               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
     "BPM.9R4.B1"       7197.763454       7238.226465       7290.065175               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.10R4.B1"       7238.226465       7290.065175       7344.788691               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.11R4.B1"       7290.065175       7344.788691       7398.237207               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.12R4.B1"       7344.788691       7398.237207       7451.685723               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.13R4.B1"       7398.237207       7451.685723       7505.134239               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.14R4.B1"       7451.685723       7505.134239       7558.582755               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.15R4.B1"       7505.134239       7558.582755       7612.031271               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.16R4.B1"       7558.582755       7612.031271       7665.479786               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.17R4.B1"       7612.031271       7665.479786       7718.928302               0.0               0.0               0.0 1.48323969742e-08               0.0 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.18R4.B1"       7665.479786       7718.928302       7772.376818    0.106509563386  -0.0446528762126  -0.0966975063724 1.48323969742e-08    0.568851389915 1.48323969742e-08               0.0               0.0               0.0                 0
    "BPM.19R4.B1"       7718.928302       7772.376818       7825.825334    0.157606040491   0.0660744706172    0.143086786014 1.48323969742e-08    0.068851389915 1.48323969742e-08               0.0               0.0               0.0                 0
