@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned_arcs_with_dbscan_only' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 13:48:45"
@ Q1 %le 0.309858916597
@ Q2 %le 0.31942165071
@ RMSbetabeat %le -1
@ DPP %le 0
@ BetaAlgorithmVersion %s "2017.3.2"
@ NumberOfBPMs %le 10
@ RangeOfBPMs %le 11
@ ErrorsFrom %s "Analytical Formula"
@ PhaseTheshold %le 0.01
@ RCond %le 1e-14
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan/Beam1@Turn@2017_09_11@19_02_33_250_onlydbscan.sdds.linx"
*            NAME                 S             COUNT              BETX           SYSBETX          STATBETX           ERRBETX     CORR_ALFABETA              ALFX           SYSALFX          STATALFX           ERRALFX           BETXMDL           ALFXMDL            MUXMDL     NCOMBINATIONS
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
    "BPM.17R2.B1"       947.4628378                 1     31.4595534575               0.0               0.0   0.0447836811223               0.0    0.574179454285               0.0               0.0 0.000833411193019       33.10170512      0.5063851365       2.323083936                21
    "BPM.18R2.B1"       1000.911354                 1     171.836900634               0.0               0.0    0.272812393605               0.0    -2.43203162996               0.0               0.0  0.00516524070051       170.3630625        -2.3476305       2.460771013                21
    "BPM.19R2.B1"        1054.35987                 1     33.8633010429               0.0               0.0    0.046763244272               0.0    0.553627549183               0.0               0.0 0.000870255638811       34.55282647      0.5317312573       2.572979721                21
    "BPM.20R2.B1"       1107.808386                 1      170.52279783               0.0               0.0    0.277690659385               0.0    -2.33849899948               0.0               0.0  0.00526549002086       168.8307202      -2.284645441       2.707565464                21
    "BPM.21R2.B1"       1161.256901                 1     31.0099199591               0.0               0.0   0.0444068749425               0.0    0.559104913695               0.0               0.0 0.000826166858577       33.10189183      0.5063120432       2.823371809                27
    "BPM.22R2.B1"       1214.705417                 1     184.043343118               0.0               0.0    0.284537753692               0.0    -2.62023789244               0.0               0.0  0.00539883931382       170.3756854      -2.347786822        2.96105144                21
    "BPM.23R2.B1"       1268.153933                 1     33.9783765904               0.0               0.0    0.104106926785               0.0    0.591598678291               0.0               0.0  0.00194775609567       33.11661624      0.5160399952       3.076157208                22
    "BPM.24R2.B1"       1321.602449                 1     169.996592702               0.0               0.0    0.636116173552               0.0    -2.42849356033               0.0               0.0   0.0121596045683       170.3730582      -2.347745586       3.213836773                22
    "BPM.26R2.B1"       1428.499481                 1     149.702174263               0.0               0.0    0.292041057321               0.0    -1.98306594571               0.0               0.0  0.00579242567519       170.3757138       -2.34778667       3.466622864                22
    "BPM.27R2.B1"       1481.947997                 1     37.0209639804               0.0               0.0   0.0458531250293               0.0    0.308934560448               0.0               0.0 0.000850897324272       33.11659909      0.5160399607       3.581728657                29
    "BPM.28R2.B1"       1535.396513                 1     165.476510159               0.0               0.0     0.27965159065               0.0    -2.11636432064               0.0               0.0  0.00530115791104       170.3730331      -2.347745788       3.719408284                29
    "BPM.29R2.B1"       1588.845029                 1     32.2672439795               0.0               0.0   0.0880325030156               0.0    0.484543177342               0.0               0.0  0.00164689601061       33.11640494      0.5160218113       3.834515594                30
    "BPM.30R2.B1"       1642.293545                 1     176.358129227               0.0               0.0    0.858160977969               0.0    -2.41624675593               0.0               0.0   0.0164047220552       170.3757357      -2.347786419       3.972194287                23
    "BPM.33R2.B1"       1802.639092                 1     30.7889590892               0.0               0.0   0.0565931892281               0.0    0.491129583865               0.0               0.0  0.00450539957536       33.11642281      0.5160219126       4.340087075                24
    "BPM.34R2.B1"       1856.087608                 1     171.986552074               0.0               0.0    0.256881214708               0.0     -2.4425697171               0.0               0.0  0.00478185842583       170.3757509      -2.347786068        4.47776571                23
    "BPM.33L3.B1"       1909.536124                 1     34.1521885247               0.0               0.0   0.0317174308657               0.0    0.531005011507               0.0               0.0 0.000588795757619       33.11656339      0.5160397584       4.592871563                31
    "BPM.32L3.B1"        1962.98464                 1     164.484816275               0.0               0.0    0.248986028019               0.0    -2.22894440823               0.0               0.0  0.00470611553097       170.3730027       -2.34774649       4.730551308                30
    "BPM.31L3.B1"       2016.433156                 1     32.4103214134               0.0               0.0   0.0415735365332               0.0    0.476373793694               0.0               0.0 0.000772106164018       33.11644104      0.5160220577       4.845658554                22
    "BPM.30L3.B1"       2069.881672                 1      178.45146362               0.0               0.0    0.248747928146               0.0    -2.47901315486               0.0               0.0  0.00470196852169       170.3757594      -2.347785619       4.983337132                22
    "BPM.29L3.B1"       2123.330188                 1     33.1613417205               0.0               0.0   0.0315151778163               0.0     0.58363611898               0.0               0.0 0.000586490818442         33.116545      0.5160395916       5.098443021                21
    "BPM.28L3.B1"       2176.778704                 1     170.522437595               0.0               0.0    0.249249711461               0.0    -2.37447063172               0.0               0.0  0.00471069762742       170.3729976      -2.347746986        5.23612282                21
    "BPM.27L3.B1"        2230.22722                 1     33.5690117766               0.0               0.0   0.0444155065841               0.0    0.530248225338               0.0               0.0  0.00082479369298       33.11645955       0.516022246       5.351230029                21
    "BPM.26L3.B1"       2283.675735                 1     171.233633807               0.0               0.0    0.271470798888               0.0    -2.35059441091               0.0               0.0  0.00514005549122       170.3757611      -2.347785075       5.488908554                21
    "BPM.25L3.B1"       2337.124251                 1     32.5708552635               0.0               0.0   0.0446494549684               0.0    0.528907214053               0.0               0.0 0.000830761718327       33.11652639       0.516039382       5.604014482                21
    "BPM.24L3.B1"       2390.572767                 1     173.394792468               0.0               0.0    0.271337756309               0.0    -2.41384793139               0.0               0.0  0.00513613702111       170.3729992      -2.347747577       5.741694333                21
    "BPM.23L3.B1"       2444.021283                 1     33.2336230986               0.0               0.0   0.0448098551713               0.0    0.554578630088               0.0               0.0 0.000833823113372       33.11647824      0.5160224765       5.856801501                21
    "BPM.22L3.B1"       2497.469799                 1     172.504742422               0.0               0.0    0.272286046599               0.0    -2.38134839808               0.0               0.0  0.00515466131058       170.3757561      -2.347784439       5.994479976                21
    "BPM.21L3.B1"       2550.918315                 1     34.3789293639               0.0               0.0   0.0448010105892               0.0    0.501148797625               0.0               0.0 0.000833668581523       33.11650764      0.5160391308       6.109585946                21
    "BPM.20L3.B1"       2604.366831                 1     155.989671284               0.0               0.0    0.277415949164               0.0     -2.1059141838               0.0               0.0  0.00526004757445       168.7740195      -2.326832353       6.248110946                21
    "BPM.19L3.B1"       2657.815347                 1     39.9546613976               0.0               0.0   0.0463934950162               0.0    0.338537295154               0.0               0.0 0.000863229474118       34.54002499       0.522107244       6.360982089                27
    "BPM.18L3.B1"       2711.263863                 1     159.050525306               0.0               0.0    0.285575756591               0.0    -1.99870457428               0.0               0.0  0.00541943026857       170.4266924      -2.305521589       6.494760431                21
    "BPM.17L3.B1"       2764.712379                 1     31.2151622837               0.0               0.0    0.104789614032               0.0    0.441676818651               0.0               0.0  0.00196069284181       33.11556542      0.5159501311       6.609873695                22
    "BPM.16L3.B1"       2818.160894                 1     269.428810777               0.0               0.0    0.639557299747               0.0    -4.18050964252               0.0               0.0    0.012225785029       168.7871945      -2.327029466       6.748394012                24
    "BPM.14L3.B1"       2925.057926                 1     588.199872361               0.0               0.0    0.178607128106               0.0    -8.93578039269               0.0               0.0  0.00429865344763       170.4135122      -2.305324543       6.995040774                32
    "BPM.13L3.B1"       2978.506442                 1     29.2890072585               0.0               0.0   0.0223015642692               0.0   -0.738664645295               0.0               0.0 0.000386521617736       33.11463215      0.5158611703       7.110161452                34
    "BPM.12L3.B1"       3031.954958                 1     155.396861096               0.0               0.0    0.156627533515               0.0    -1.83606247661               0.0               0.0  0.00262403427854       171.5175732      -2.362831568       7.247251311                34
    "BPM.11L3.B1"       3085.403474                 1     30.0900967568               0.0               0.0   0.0182155562137               0.0     0.29011109339               0.0               0.0 0.000313385073218        28.2592413      0.4555938493       7.373708861                43
    "BPM.10L3.B1"       3138.184185                 1     176.796075944               0.0               0.0    0.147367795265               0.0    -2.48871694198               0.0               0.0  0.00246770775941       172.7569671      -2.549373265       7.522788108                43
     "BPM.9L3.B1"       3177.249195                 1     61.8797354065               0.0               0.0   0.0275476276567               0.0     0.93185089413               0.0               0.0 0.000636436374877       54.93815126       1.085298677       7.583724784                44
     "BPM.8L3.B1"       3217.712206                 1     123.474868065               0.0               0.0    0.110040370115               0.0    -1.07733077555               0.0               0.0   0.0021464681299       175.5991319       -2.48555866       7.660416551                43
     "BPM.7L3.B1"       3256.776216                 1      75.652644497               0.0               0.0   0.0255486571843               0.0    0.526860161797               0.0               0.0  0.00059205404649       58.10046323       1.096214317       7.719364003                42
     "BPM.6L3.B1"       3329.415216                 1     173.798183826               0.0               0.0   0.0666876890218               0.0     2.12170454459               0.0               0.0 0.000821199157594       206.7756234       2.290629312       7.831510896                41
  "BPMWG.A5L3.B1"       3371.119716                 1     58.9788636033               0.0               0.0   0.0143125517179               0.0    0.865701986475               0.0               0.0 0.000259388248142       68.26217692       1.030677667       7.888594994                42
    "BPMW.5L3.B1"       3400.089716                 1     63.7808895946               0.0               0.0   0.0119794948648               0.0    -0.55635633156               0.0               0.0 0.000119808317958       56.59279169     -0.5634984794       7.971952656                42
   "BPMWE.4L3.B1"       3475.217716                 1     265.320427455               0.0               0.0   0.0599905092598               0.0    -2.15438639427               0.0               0.0  0.00057406067304       272.6641978      -2.312545154        8.07532486                43
    "BPMW.4L3.B1"       3502.762716                 1     205.837858136               0.0               0.0   0.0529994215892               0.0     2.27598865099               0.0               0.0 0.000779918220936       250.6035005       3.453416752       8.090528029                44
    "BPMW.4R3.B1"       3547.727716                 1      45.999425529               0.0               0.0  0.00823174619318               0.0    0.739201166068               0.0               0.0 0.000131708900168       44.32448505       1.134129461       8.160679045                44
   "BPMWE.4R3.B1"       3575.272716                 1     28.9876644707               0.0               0.0   0.0063721328794               0.0   -0.512849821495               0.0               0.0 5.74208167187e-05       30.72266468     -0.5357194778       8.308322669                44
    "BPMW.5R3.B1"       3650.400716                 1     298.805023819               0.0               0.0   0.0991077766632               0.0    -2.99040635928               0.0               0.0 0.000856902054652       347.6581685      -3.682887484       8.437850831                28
  "BPMWJ.A5R3.B1"       3679.118716                 1     269.078268211               0.0               0.0    0.105931758058               0.0     3.67288905498               0.0               0.0 0.000848876357591       302.5649998       4.227417524       8.450477678                28
   "BPMWC.6R3.B1"       3718.936716                 1     54.3266488763               0.0               0.0   0.0124337094899               0.0     1.69957286527               0.0               0.0 0.000140550563927       64.79675564       1.743958359       8.496370937                42
    "BPMR.6R3.B1"       3731.015216                 1     35.3406276421               0.0               0.0   0.0121981578478               0.0    0.305372678525               0.0               0.0 0.000353189839231       39.70879417      0.3059387216       8.536481749                42
     "BPM.8R3.B1"       3825.903227                 1     35.1450000297               0.0               0.0    0.026517522513               0.0    0.237075382215               0.0               0.0 0.000350411889521        35.2651492      0.2997553326       8.835957198                42
     "BPM.9R3.B1"       3864.968238                 1     131.302410991               0.0               0.0     0.11666939459               0.0    -2.05603090432               0.0               0.0  0.00283526844077       128.5117235      -1.994837028       8.940088827                21
    "BPM.10R3.B1"       3905.431248                 1     53.2310410501               0.0               0.0   0.0490097114929               0.0    0.664911555773               0.0               0.0  0.00120632087665       54.67179092      0.6264361896       9.014821952                39
    "BPM.11R3.B1"       3958.211959                 1     177.966964714               0.0               0.0    0.237653532294               0.0    -1.92612982806               0.0               0.0  0.00453386194721       183.5210003      -1.972514456       9.107876696                42
    "BPM.12R3.B1"       4012.935475                 1     45.4843459096               0.0               0.0    0.088400405736               0.0    0.564188991381               0.0               0.0  0.00162973574187       42.56129302      0.5858132969       9.208659941                39
    "BPM.13R3.B1"       4066.383991                 1     175.779829828               0.0               0.0    0.588496708357               0.0    -2.08662536916               0.0               0.0   0.0110916931113       170.7795851      -2.098902737       9.325472939                38
    "BPM.14R3.B1"       4119.832506                 1     31.5752539235               0.0               0.0    0.201509630569               0.0    0.547749835116               0.0               0.0  0.00377036691707       33.11851399      0.5162056838       9.440563908                19
    "BPM.18R3.B1"        4333.62657                 1     31.7261617571               0.0               0.0    0.230074726432               0.0    0.458927354218               0.0               0.0   0.0105646857404       33.11755551      0.5161166443        9.94085164                26
    "BPM.19R3.B1"       4387.075086                 1     168.869960007               0.0               0.0     1.64172132572               0.0    -2.30991786869               0.0               0.0   0.0309453691244        168.762939      -2.326658755       10.07937985                30
    "BPM.22R3.B1"       4547.420634                 1     30.1218750609               0.0               0.0    0.916351634899               0.0    0.414284951742               0.0               0.0   0.0186638226638       33.11660593      0.5160276415       10.44113938                18
    "BPM.27R3.B1"       4814.663213                 1      187.75055749               0.0               0.0    0.295405801054               0.0    -2.64362659598               0.0               0.0    0.018017313169       170.3750681      -2.347771362       11.08438929                22
    "BPM.28R3.B1"       4868.111729                 1     33.0785581222               0.0               0.0   0.0318836300342               0.0    0.681877883625               0.0               0.0 0.000592255803348       33.11637287        0.51603347       11.19949583                28
    "BPM.29R3.B1"       4921.560245                 1     179.426621926               0.0               0.0     0.24965352466               0.0    -2.54956364097               0.0               0.0   0.0047176790123       170.3737166      -2.347761481       11.33717572                27
    "BPM.30R3.B1"       4975.008761                 1     29.1599877984               0.0               0.0    0.041573786544               0.0    0.616909884146               0.0               0.0 0.000772110893539       33.11662759      0.5160284835       11.45228227                22
    "BPM.31R3.B1"       5028.457277                 1     188.760359455               0.0               0.0    0.248946770192               0.0     -2.7938804248               0.0               0.0  0.00470543399147       170.3750152       -2.34777036       11.58996073                22
    "BPM.32R3.B1"       5081.905793                 1     33.9422409062               0.0               0.0   0.0315150080911               0.0    0.701360567356               0.0               0.0 0.000586487567745       33.11636264       0.516033036       11.70506732                22
    "BPM.33R3.B1"       5135.354309                 1     173.736243524               0.0               0.0    0.249250864013               0.0     -2.4406343034               0.0               0.0  0.00471071939198       170.3737711      -2.347762494       11.84274721                22
    "BPM.34R3.B1"       5188.802825                 1     31.8860711883               0.0               0.0   0.0314401172542               0.0    0.523219507877               0.0               0.0 0.000583880476986       33.11663749      0.5160289231       11.95785372                22
    "BPM.33L4.B1"        5242.25134                 1     162.482880783               0.0               0.0    0.248874907928               0.0    -2.28016789734               0.0               0.0  0.00470418187122       170.3749591      -2.347769338       12.09553218                22
    "BPM.32L4.B1"       5295.699856                 1     33.5575669765               0.0               0.0   0.0415478723136               0.0    0.491561083751               0.0               0.0 0.000771642575201       33.11635308      0.5160325914       12.21063881                22
    "BPM.31L4.B1"       5349.148372                 1     184.356383341               0.0               0.0    0.248745073141               0.0    -2.53071796087               0.0               0.0  0.00470191458118       170.3738287      -2.347763525       12.34831869                22
    "BPM.30L4.B1"       5402.596888                 1     31.8816185525               0.0               0.0   0.0315152737231               0.0    0.614110478992               0.0               0.0 0.000586492603499       33.11664671      0.5160293722       12.46342516                23
    "BPM.29L4.B1"       5456.045404                 1     168.605296204               0.0               0.0    0.249252494092               0.0    -2.40330918572               0.0               0.0  0.00471075023757       170.3749002      -2.347768299       12.60110363                21
    "BPM.28L4.B1"        5509.49392                 1     30.7479640068               0.0               0.0   0.0444153528785               0.0    0.555191099783               0.0               0.0 0.000824790819149       33.11634423      0.5160321383        12.7162103                23
    "BPM.27L4.B1"       5562.942436                 1     191.451403071               0.0               0.0    0.271467778054               0.0    -2.74863980106               0.0               0.0  0.00513999819047       170.3738889      -2.347764569       12.85389018                22
    "BPM.26L4.B1"       5616.390952                 1     28.4097733174               0.0               0.0   0.0446474114985               0.0    0.718022780727               0.0               0.0 0.000830723087826       33.11665519      0.5160298287        12.9689966                23
    "BPM.25L4.B1"       5669.839468                 1     186.346609764               0.0               0.0    0.271209425646               0.0     -2.7847513286               0.0               0.0  0.00513353825503       170.3748387      -2.347767251       13.10667508                22
    "BPM.24L4.B1"       5723.287984                 1     35.8699594824               0.0               0.0   0.0446493292528               0.0    0.627021770747               0.0               0.0 0.000830741311209       33.11633612       0.516031679       13.22178179                22
    "BPM.23L4.B1"         5776.7365                 1     147.840046368               0.0               0.0     0.27127866506               0.0    -1.97463960889               0.0               0.0  0.00513461913069       170.3739515      -2.347765621       13.35946166                21
    "BPM.22L4.B1"       5830.185015                 1     36.9180150933               0.0               0.0   0.0447409451908               0.0    0.301838233227               0.0               0.0 0.000832559016401        33.1166629      0.5160302902       13.47456804                21
    "BPM.21L4.B1"       5883.633531                 1     163.908117451               0.0               0.0    0.272058462508               0.0    -2.08749250423               0.0               0.0  0.00515036014701        170.374775      -2.347766197       13.61224654                21
    "BPM.20L4.B1"       5937.082047                 1     35.4284281505               0.0               0.0   0.0467417687192               0.0    0.445472465692               0.0               0.0  0.00086985496082        34.5523301      0.5317955936       13.72445156                21
    "BPM.19L4.B1"       5990.530563                 1     165.889013544               0.0               0.0     0.26961543873               0.0    -2.19230422937               0.0               0.0   0.0051037785851       168.8189486      -2.284509059       13.85904485                21
    "BPM.18L4.B1"       6043.979079                 1      31.434543037               0.0               0.0   0.0447848209604               0.0    0.499883127944               0.0               0.0  0.00083343209206       33.10237926      0.5062475956        13.9748551                21
    "BPM.17L4.B1"       6097.427595                 1     185.202815139               0.0               0.0    0.272567198777               0.0    -2.61535466028               0.0               0.0  0.00516025029619       170.3873833      -2.347922074       14.11252694                21
    "BPM.16L4.B1"       6150.876111                 1     33.1821021044               0.0               0.0   0.0467607959551               0.0    0.661131900961               0.0               0.0  0.00087020937907       34.55213024      0.5318684233       14.22472735                21
    "BPM.15L4.B1"       6204.324627                 1      168.72134636               0.0               0.0    0.270169681703               0.0    -2.34852449345               0.0               0.0  0.00511507036486       168.8063453      -2.284353381       14.35932787                21
    "BPM.14L4.B1"       6257.773143                 1     36.4728246341               0.0               0.0   0.0450317557776               0.0    0.462711226917               0.0               0.0 0.000838139731737       33.10258368      0.5061748462       14.47514296                21
    "BPM.13L4.B1"       6311.221659                 1     146.134277889               0.0               0.0    0.248102962975               0.0    -1.88977430339               0.0               0.0  0.00468736529274       170.3999817      -2.348077554       14.61280733                22
    "BPM.12L4.B1"       6364.670174                 1     39.2562644892               0.0               0.0   0.0217469491094               0.0    0.252973044869               0.0               0.0 0.000375782771218       33.66441246      0.5223849958       14.72676903                31
    "BPM.11L4.B1"        6418.11869                 1     173.912922173               0.0               0.0    0.146916122865               0.0     -2.2723016554               0.0               0.0  0.00247067855614       166.5763012      -2.281622847       14.86492988                32
    "BPM.10L4.B1"       6469.957401                 1     30.5676554457               0.0               0.0   0.0201666859669               0.0    0.523584176656               0.0               0.0 0.000372598552823       31.52780044      0.5097137665       14.98126706                34
     "BPM.9L4.B1"       6509.022412                 1     112.213597941               0.0               0.0    0.085589757653               0.0    -1.92188734159               0.0               0.0  0.00206961082013        111.000041      -1.877407624       15.10739803                27
     "BPM.8L4.B1"       6549.485422                 1     33.3294491024               0.0               0.0  0.00939445849505               0.0    0.301161887143               0.0               0.0 0.000211976013662       21.02823162       0.416962676       15.23843666                42
     "BPM.7L4.B1"       6588.549433                 1     48.0498855485               0.0               0.0   0.0497057440324               0.0     180.721655722               0.0               0.0 0.000988461618919       103.4394451      -2.158433845       15.41380548                43
   "BPMYB.6L4.B1"       6685.153433                 1     210.774445234               0.0               0.0   0.0367701050392               0.0    -19.4292038341               0.0               0.0 0.000273437591382       134.8490532     -0.5661386793       15.55382553                43
   "BPMYA.5L4.B1"       6722.153433                 1     382.984471762               0.0               0.0   0.0871725997802               0.0     82.6228006376               0.0               0.0 0.000188093532555       431.6814919      -5.544663718       15.57941125                42
  "BPMWI.A5L4.B1"       6798.755933                 1     288.804046309               0.0               0.0  0.00777892052322               0.0    0.727653684804               0.0               0.0 9.47379664172e-06       315.6044425      0.8014020126        15.6113604                34
  "BPMWA.B5L4.B1"       6824.619933                 1      264.15484255               0.0               0.0  0.00534072844705               0.0    0.638569853432               0.0               0.0 6.14958980088e-06       277.6303821      0.6668189163       15.62528443                35
  "BPMWA.A5L4.B1"       6833.504933                 1     246.376900707               0.0               0.0  0.00467294776839               0.0    0.593306881543               0.0               0.0 6.01180510092e-06       266.1917904        0.62058589       15.63048707                35
  "BPMWA.A5R4.B1"       6881.553933                 1     209.469009744               0.0               0.0  0.00340837619204               0.0    0.289436603687               0.0               0.0 4.74965625207e-06       218.5680628      0.3705633038       15.66240457                34
  "BPMWA.B5R4.B1"       6890.438933                 1     207.458754527               0.0               0.0   0.0035157517368               0.0    0.363780345338               0.0               0.0 5.45215183107e-06       212.3939333      0.3243302776       15.66896959                34
