@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_dbscanOnCleaned/Beam1@Turn@2017_09_11@19_02_33_250_dbscanOnCleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_dbscanOnCleanedData' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 14:57:29"
@ Q1 %le 0.309853386094
@ Q2 %le 0.319421650825
@ RMSbetabeat %le -1
@ DPP %le 0
@ BetaAlgorithmVersion %s "2017.3.2"
@ NumberOfBPMs %le 10
@ RangeOfBPMs %le 11
@ ErrorsFrom %s "Analytical Formula"
@ PhaseTheshold %le 0.01
@ RCond %le 1e-14
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_dbscanOnCleaned/Beam1@Turn@2017_09_11@19_02_33_250_dbscanOnCleaned.sdds.linx"
*            NAME                 S             COUNT              BETX           SYSBETX          STATBETX           ERRBETX     CORR_ALFABETA              ALFX           SYSALFX          STATALFX           ERRALFX           BETXMDL           ALFXMDL            MUXMDL     NCOMBINATIONS
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
   "BPMYB.4R2.B1"           336.988                 1     102.689776087               0.0               0.0   0.0354979865077               0.0     2.01408222471               0.0               0.0   0.0011645048636       101.2151279       2.049233201      0.7924101326                34
     "BPM.6R2.B1"           439.818                 1     158.689061616               0.0               0.0    0.135879878304               0.0     3.63451153231               0.0               0.0  0.00594550434698       181.6208991       4.495719562       1.036087404                43
   "BPM_A.7R2.B1"           452.693                 1     78.3811512589               0.0               0.0   0.0390975888296               0.0     2.47349124849               0.0               0.0  0.00278967419295       85.21587822       2.992049051        1.05258811                42
     "BPM.8R2.B1"       494.1300106                 1     114.626916096               0.0               0.0    0.100200464549               0.0    -1.10624636966               0.0               0.0  0.00250901173282       113.0897601      -1.026351501       1.134746992                42
     "BPM.9R2.B1"       533.1950212                 1     16.0745532542               0.0               0.0   0.0136477396668               0.0    0.248581790133               0.0               0.0 0.000350530897959       15.94722448      0.2479066568       1.292805637                34
    "BPM.10R2.B1"       573.6580318                 1     176.722387414               0.0               0.0    0.277100238069               0.0    -3.86412672346               0.0               0.0  0.00686561729461       171.7411105      -3.735870934       1.460281322                34
    "BPM.11R2.B1"       625.4967424                 1     31.4902914156               0.0               0.0   0.0617639715533               0.0    0.663016362132               0.0               0.0  0.00116149192302       32.90159014      0.6368100146       1.566688573                33
    "BPM.14R2.B1"       787.1172901                 1     163.236005906               0.0               0.0    0.287961097956               0.0    -2.24018984052               0.0               0.0   0.0124336573053         170.35043      -2.347473783       1.960490566                25
    "BPM.15R2.B1"        840.565806                 1     34.4407598682               0.0               0.0   0.0476202130576               0.0    0.456245787984               0.0               0.0 0.000883731918692       34.55300863      0.5316580846       2.072703938                24
    "BPM.16R2.B1"       894.0143219                 1     167.890684447               0.0               0.0    0.269881205341               0.0     -2.2618857564               0.0               0.0  0.00510849145507       168.8433479       -2.28480196       2.207282493                29
    "BPM.17R2.B1"       947.4628378                 1     33.3536309235               0.0               0.0   0.0447973530046               0.0    0.499906565195               0.0               0.0 0.000833656238603       33.10170512      0.5063851365       2.323083936                26
    "BPM.18R2.B1"       1000.911354                 1     171.382936109               0.0               0.0    0.272968062224               0.0    -2.34976136982               0.0               0.0  0.00516798690634       170.3630625        -2.3476305       2.460771013                20
    "BPM.19R2.B1"        1054.35987                 1     33.6805768067               0.0               0.0   0.0469489276901               0.0    0.527447765162               0.0               0.0 0.000873745046246       34.55282647      0.5317312573       2.572979721                16
    "BPM.20R2.B1"       1107.808386                 1     167.432106762               0.0               0.0    0.277688839349               0.0    -2.29222078693               0.0               0.0  0.00526545271554       168.8307202      -2.284645441       2.707565464                20
    "BPM.21R2.B1"       1161.256901                 1     33.8767188639               0.0               0.0   0.0982192592751               0.0    0.506965671581               0.0               0.0  0.00183778902703       33.10189183      0.5063120432       2.823371809                22
    "BPM.22R2.B1"       1214.705417                 1     171.373772878               0.0               0.0    0.850945622044               0.0     -2.3343748848               0.0               0.0   0.0162658204016       170.3756854      -2.347786822        2.96105144                22
    "BPM.23R2.B1"       1268.153933                 1     32.8510119415               0.0               0.0    0.196213093984               0.0    0.522300951909               0.0               0.0  0.00366964220811       33.11661624      0.5160399952       3.076157208                23
    "BPM.27R2.B1"       1481.947997                 1      34.287781198               0.0               0.0   0.0569532584847               0.0    0.542251461831               0.0               0.0  0.00640891234046       33.11659909      0.5160399607       3.581728657                17
    "BPM.28R2.B1"       1535.396513                 1     167.317827358               0.0               0.0    0.276542300753               0.0    -2.26945370849               0.0               0.0  0.00514424632013       170.3730331      -2.347745788       3.719408284                31
    "BPM.29R2.B1"       1588.845029                 1     33.6358519828               0.0               0.0    0.095311253769               0.0    0.501270857712               0.0               0.0   0.0017822487716       33.11640494      0.5160218113       3.834515594                24
    "BPM.30R2.B1"       1642.293545                 1     171.052918024               0.0               0.0    0.755396078097               0.0    -2.32855027304               0.0               0.0   0.0144349861967       170.3757357      -2.347786419       3.972194287                25
    "BPM.34R2.B1"       1856.087608                 1     171.160890893               0.0               0.0    0.286275318705               0.0    -2.34252869138               0.0               0.0   0.0150577668351       170.3757509      -2.347786068        4.47776571                24
    "BPM.33L3.B1"       1909.536124                 1      32.317866405               0.0               0.0   0.0318170905206               0.0    0.521975244872               0.0               0.0 0.000589713131841       33.11656339      0.5160397584       4.592871563                24
    "BPM.32L3.B1"        1962.98464                 1     173.867096983               0.0               0.0     0.24916178944               0.0    -2.43135022735               0.0               0.0  0.00470934042965       170.3730027       -2.34774649       4.730551308                31
    "BPM.31L3.B1"       2016.433156                 1     32.9752633111               0.0               0.0   0.0415735365332               0.0     0.55306695153               0.0               0.0 0.000772106164018       33.11644104      0.5160220577       4.845658554                22
    "BPM.30L3.B1"       2069.881672                 1     171.320954211               0.0               0.0    0.248934819368               0.0    -2.37689366126               0.0               0.0  0.00470526434408       170.3757594      -2.347785619       4.983337132                23
    "BPM.29L3.B1"       2123.330188                 1     33.3014492225               0.0               0.0   0.0315151778163               0.0     0.52985646191               0.0               0.0 0.000586490818442         33.116545      0.5160395916       5.098443021                21
    "BPM.28L3.B1"       2176.778704                 1     170.797085622               0.0               0.0    0.249249711461               0.0    -2.35305860945               0.0               0.0  0.00471069762742       170.3729976      -2.347746986        5.23612282                21
    "BPM.27L3.B1"        2230.22722                 1     34.0730886051               0.0               0.0   0.0444155065841               0.0    0.515919160204               0.0               0.0  0.00082479369298       33.11645955       0.516022246       5.351230029                21
    "BPM.26L3.B1"       2283.675735                 1     166.095256238               0.0               0.0    0.271470798888               0.0    -2.25532991941               0.0               0.0  0.00514005549122       170.3757611      -2.347785075       5.488908554                21
    "BPM.25L3.B1"       2337.124251                 1     33.5924228319               0.0               0.0   0.0446494549684               0.0    0.483259663226               0.0               0.0 0.000830761718327       33.11652639       0.516039382       5.604014482                21
    "BPM.24L3.B1"       2390.572767                 1     172.160227642               0.0               0.0    0.271337756309               0.0    -2.35021784531               0.0               0.0  0.00513613702111       170.3729992      -2.347747577       5.741694333                21
    "BPM.23L3.B1"       2444.021283                 1     32.9602485401               0.0               0.0   0.0448098551713               0.0    0.533008151909               0.0               0.0 0.000833823113372       33.11647824      0.5160224765       5.856801501                21
    "BPM.22L3.B1"       2497.469799                 1     171.716370861               0.0               0.0    0.272286046599               0.0    -2.37454254201               0.0               0.0  0.00515466131058       170.3757561      -2.347784439       5.994479976                21
    "BPM.21L3.B1"       2550.918315                 1     33.2852564286               0.0               0.0   0.0448010105892               0.0    0.523381135861               0.0               0.0 0.000833668581523       33.11650764      0.5160391308       6.109585946                21
    "BPM.20L3.B1"       2604.366831                 1     166.663010909               0.0               0.0    0.277415943543               0.0    -2.29350426766               0.0               0.0  0.00526004745198       168.7740195      -2.326832353       6.248110946                20
    "BPM.19L3.B1"       2657.815347                 1     35.2180040493               0.0               0.0   0.0469318486909               0.0    0.489617628896               0.0               0.0  0.00087342785693       34.54002499       0.522107244       6.360982089                26
    "BPM.18L3.B1"       2711.263863                 1     166.074571797               0.0               0.0    0.282149607209               0.0    -2.21740787061               0.0               0.0  0.00535106000996       170.4266924      -2.305521589       6.494760431                29
    "BPM.17L3.B1"       2764.712379                 1     32.8941627819               0.0               0.0   0.0909738633481               0.0    0.481293739064               0.0               0.0  0.00170204400646       33.11556542      0.5159501311       6.609873695                24
    "BPM.16L3.B1"       2818.160894                 1     172.407941585               0.0               0.0    0.794886323441               0.0    -2.37460893304               0.0               0.0   0.0151950901382       168.7871945      -2.327029466       6.748394012                25
    "BPM.13L3.B1"       2978.506442                 1      35.207795794               0.0               0.0   0.0386251233513               0.0    0.570772523184               0.0               0.0  0.00417357833981       33.11463215      0.5158611703       7.110161452                33
    "BPM.12L3.B1"       3031.954958                 1     166.067758877               0.0               0.0    0.158718007735               0.0    -2.22392140626               0.0               0.0  0.00262366741783       171.5175732      -2.362831568       7.247251311                35
    "BPM.11L3.B1"       3085.403474                 1     28.5856432305               0.0               0.0   0.0182917524633               0.0    0.428125272812               0.0               0.0 0.000314288345831        28.2592413      0.4555938493       7.373708861                43
    "BPM.10L3.B1"       3138.184185                 1     170.364955986               0.0               0.0     0.14797986926               0.0     -2.4987652203               0.0               0.0  0.00247142035843       172.7569671      -2.549373265       7.522788108                43
     "BPM.9L3.B1"       3177.249195                 1      52.212053708               0.0               0.0   0.0275776157065               0.0     1.11838341295               0.0               0.0 0.000636746070979       54.93815126       1.085298677       7.583724784                44
     "BPM.8L3.B1"       3217.712206                 1     197.035394851               0.0               0.0    0.110040370115               0.0    -3.04932014218               0.0               0.0  0.00214646812989       175.5991319       -2.48555866       7.660416551                44
     "BPM.7L3.B1"       3256.776216                 1     54.5058333482               0.0               0.0    0.025548657184               0.0     1.39045792973               0.0               0.0 0.000592054046487       58.10046323       1.096214317       7.719364003                43
     "BPM.6L3.B1"       3329.415216                 1      221.47157901               0.0               0.0   0.0666876890213               0.0     3.06465904768               0.0               0.0 0.000821199157601       206.7756234       2.290629312       7.831510896                42
  "BPMWG.A5L3.B1"       3371.119716                 1     63.8322245283               0.0               0.0   0.0143125517179               0.0     1.38738610942               0.0               0.0 0.000259388248142       68.26217692       1.030677667       7.888594994                42
    "BPMW.5L3.B1"       3400.089716                 1     64.3142700645               0.0               0.0   0.0119794948648               0.0   -0.411693271727               0.0               0.0 0.000119808317958       56.59279169     -0.5634984794       7.971952656                42
   "BPMWE.4L3.B1"       3475.217716                 1     242.870373306               0.0               0.0   0.0599905092598               0.0    -1.73649044671               0.0               0.0  0.00057406067304       272.6641978      -2.312545154        8.07532486                44
    "BPMW.4L3.B1"       3502.762716                 1     210.289171579               0.0               0.0   0.0529994215892               0.0     2.35764529048               0.0               0.0 0.000779918220936       250.6035005       3.453416752       8.090528029                45
    "BPMW.4R3.B1"       3547.727716                 1     53.2287611609               0.0               0.0  0.00823174619319               0.0    0.898637998869               0.0               0.0  0.00013170890017       44.32448505       1.134129461       8.160679045                45
   "BPMWE.4R3.B1"       3575.272716                 1     28.1756819981               0.0               0.0  0.00637213287941               0.0   -0.523854744387               0.0               0.0  5.7420816719e-05       30.72266468     -0.5357194778       8.308322669                45
    "BPMW.5R3.B1"       3650.400716                 1     361.870000189               0.0               0.0    0.079655276225               0.0    -4.45642615431               0.0               0.0 0.000657278409456       347.6581685      -3.682887484       8.437850831                36
  "BPMWJ.A5R3.B1"       3679.118716                 1     352.729723461               0.0               0.0   0.0676317034318               0.0     4.71347854477               0.0               0.0 0.000743500968706       302.5649998       4.227417524       8.450477678                36
   "BPMWC.6R3.B1"       3718.936716                 1     57.5151720966               0.0               0.0   0.0124337094899               0.0     1.76561441986               0.0               0.0 0.000140550563925       64.79675564       1.743958359       8.496370937                43
    "BPMR.6R3.B1"       3731.015216                 1     36.2535650585               0.0               0.0   0.0121981578478               0.0     0.25972923932               0.0               0.0 0.000353189839231       39.70879417      0.3059387216       8.536481749                43
     "BPM.8R3.B1"       3825.903227                 1      34.501053606               0.0               0.0    0.026517522513               0.0    0.308552580134               0.0               0.0  0.00035041188953        35.2651492      0.2997553326       8.835957198                43
     "BPM.9R3.B1"       3864.968238                 1     123.556932218               0.0               0.0     0.11666939459               0.0    -1.93777397674               0.0               0.0  0.00283526844077       128.5117235      -1.994837028       8.940088827                21
    "BPM.10R3.B1"       3905.431248                 1     55.0781271879               0.0               0.0   0.0379957997061               0.0    0.554880240938               0.0               0.0 0.000906150345772       54.67179092      0.6264361896       9.014821952                42
    "BPM.11R3.B1"       3958.211959                 1     175.375169372               0.0               0.0    0.179214559895               0.0    -1.83054616453               0.0               0.0  0.00331221770608       183.5210003      -1.972514456       9.107876696                44
    "BPM.12R3.B1"       4012.935475                 1     45.8807664282               0.0               0.0   0.0499586722241               0.0    0.548218398257               0.0               0.0 0.000918690332291       42.56129302      0.5858132969       9.208659941                42
    "BPM.13R3.B1"       4066.383991                 1     125.513397623               0.0               0.0    0.218755915425               0.0    -1.09105004541               0.0               0.0  0.00411028423222       170.7795851      -2.098902737       9.325472939                41
    "BPM.14R3.B1"       4119.832506                 1      33.608379797               0.0               0.0    0.100559408414               0.0    0.476829579891               0.0               0.0  0.00188232031824       33.11851399      0.5162056838       9.440563908                26
    "BPM.15R3.B1"       4173.281022                 1     150.638721987               0.0               0.0     0.59798354642               0.0    -1.99538675579               0.0               0.0   0.0114249768674       168.7497879      -2.326461462       9.579096744                32
    "BPM.16R3.B1"       4226.729538                 1    -5.54966628161               0.0               0.0     0.14770686025               0.0    0.557215720477               0.0               0.0  0.00276101615944       34.53801546       0.521940537       9.691981666                31
    "BPM.18R3.B1"        4333.62657                 1     43.8610367649               0.0               0.0    0.173983125184               0.0     1.17166187353               0.0               0.0  0.00449386930408       33.11755551      0.5161166443        9.94085164                25
    "BPM.19R3.B1"       4387.075086                 1     161.280341074               0.0               0.0    0.903746411833               0.0    -2.21753611676               0.0               0.0   0.0171090870114        168.762939      -2.326658755       10.07937985                31
    "BPM.20R3.B1"       4440.523602                 1     35.2371909182               0.0               0.0    0.334528629128               0.0    0.527049991842               0.0               0.0  0.00625694681516       34.53896949      0.5220295583       10.19225756                32
    "BPM.22R3.B1"       4547.420634                 1     32.2460442744               0.0               0.0    0.949336812911               0.0    0.506719259443               0.0               0.0   0.0054500335616       33.11660593      0.5160276415       10.44113938                34
    "BPM.25R3.B1"       4707.766181                 1     170.735467769               0.0               0.0     1.14848554358               0.0    -2.14609122572               0.0               0.0   0.0230644236617       170.3736653      -2.347760491       10.83160423                42
    "BPM.30R3.B1"       4975.008761                 1          32.12965               0.0               0.0   0.0571143500625               0.0    0.489771774287               0.0               0.0   0.0059542102739       33.11662759      0.5160284835       11.45228227                34
    "BPM.31R3.B1"       5028.457277                 1      173.69784788               0.0               0.0    0.257172592481               0.0     -2.4243215202               0.0               0.0  0.00478460150039       170.3750152       -2.34777036       11.58996073                34
    "BPM.32R3.B1"       5081.905793                 1     33.6475502407               0.0               0.0   0.0318271498515               0.0    0.564319907899               0.0               0.0 0.000591886024709       33.11636264       0.516033036       11.70506732                33
    "BPM.33R3.B1"       5135.354309                 1     176.573517179               0.0               0.0    0.249400909571               0.0    -2.44200383571               0.0               0.0  0.00471338539954       170.3737711      -2.347762494       11.84274721                32
    "BPM.34R3.B1"       5188.802825                 1     32.1211263772               0.0               0.0   0.0314425829266               0.0    0.547913493411               0.0               0.0 0.000583924508289       33.11663749      0.5160289231       11.95785372                23
    "BPM.33L4.B1"        5242.25134                 1     165.776756914               0.0               0.0    0.248874907928               0.0    -2.32531532568               0.0               0.0  0.00470418187122       170.3749591      -2.347769338       12.09553218                23
    "BPM.32L4.B1"       5295.699856                 1     35.5122897039               0.0               0.0   0.0415478723136               0.0    0.480922098653               0.0               0.0 0.000771642575201       33.11635308      0.5160325914       12.21063881                22
    "BPM.31L4.B1"       5349.148372                 1     164.632559949               0.0               0.0    0.248745073141               0.0    -2.18034817648               0.0               0.0  0.00470191458118       170.3738287      -2.347763525       12.34831869                23
    "BPM.30L4.B1"       5402.596888                 1     32.0960550079               0.0               0.0   0.0315152737231               0.0    0.455652415905               0.0               0.0 0.000586492603499       33.11664671      0.5160293722       12.46342516                22
    "BPM.29L4.B1"       5456.045404                 1      174.26891575               0.0               0.0    0.249252494092               0.0    -2.41779322337               0.0               0.0  0.00471075023757       170.3749002      -2.347768299       12.60110363                22
    "BPM.28L4.B1"        5509.49392                 1     33.9760238853               0.0               0.0   0.0444153528785               0.0    0.555271581277               0.0               0.0 0.000824790819149       33.11634423      0.5160321383        12.7162103                22
    "BPM.27L4.B1"       5562.942436                 1     169.067702759               0.0               0.0    0.271467778054               0.0    -2.30855894502               0.0               0.0  0.00513999819047       170.3738889      -2.347764569       12.85389018                21
    "BPM.26L4.B1"       5616.390952                 1     32.1088683801               0.0               0.0   0.0446474114985               0.0    0.504625120778               0.0               0.0 0.000830723087826       33.11665519      0.5160298287        12.9689966                22
    "BPM.25L4.B1"       5669.839468                 1     174.043088348               0.0               0.0    0.271209425646               0.0    -2.43156759415               0.0               0.0  0.00513353825503       170.3748387      -2.347767251       13.10667508                21
    "BPM.24L4.B1"       5723.287984                 1     33.9656133321               0.0               0.0   0.0446493292528               0.0    0.544542052938               0.0               0.0 0.000830741311209       33.11633612       0.516031679       13.22178179                21
    "BPM.23L4.B1"         5776.7365                 1     165.677120867               0.0               0.0     0.27127866506               0.0    -2.25984549439               0.0               0.0  0.00513461913069       170.3739515      -2.347765621       13.35946166                21
    "BPM.22L4.B1"       5830.185015                 1     33.1170422278               0.0               0.0   0.0447409451908               0.0     0.47527755762               0.0               0.0 0.000832559016401        33.1166629      0.5160302902       13.47456804                21
    "BPM.21L4.B1"       5883.633531                 1     172.041466796               0.0               0.0    0.272058462508               0.0    -2.36313883977               0.0               0.0  0.00515036014701        170.374775      -2.347766197       13.61224654                21
    "BPM.20L4.B1"       5937.082047                 1     34.4220112614               0.0               0.0   0.0467417687192               0.0    0.533747959938               0.0               0.0  0.00086985496082        34.5523301      0.5317955936       13.72445156                21
    "BPM.19L4.B1"       5990.530563                 1     165.869864791               0.0               0.0     0.26961543873               0.0    -2.24633855873               0.0               0.0   0.0051037785851       168.8189486      -2.284509059       13.85904485                21
    "BPM.18L4.B1"       6043.979079                 1     33.6158748629               0.0               0.0   0.0447848209604               0.0    0.480469097273               0.0               0.0  0.00083343209206       33.10237926      0.5062475956        13.9748551                21
    "BPM.17L4.B1"       6097.427595                 1     169.818703483               0.0               0.0    0.272567198777               0.0    -2.31689091688               0.0               0.0  0.00516025029619       170.3873833      -2.347922074       14.11252694                21
    "BPM.16L4.B1"       6150.876111                 1     34.3759043581               0.0               0.0   0.0467607959551               0.0    0.519704688047               0.0               0.0  0.00087020937907       34.55213024      0.5318684233       14.22472735                21
    "BPM.15L4.B1"       6204.324627                 1     167.823833566               0.0               0.0    0.270169681703               0.0    -2.27318873737               0.0               0.0  0.00511507036486       168.8063453      -2.284353381       14.35932787                21
    "BPM.14L4.B1"       6257.773143                 1     32.5385123024               0.0               0.0   0.0450317557776               0.0    0.497004172057               0.0               0.0 0.000838139731737       33.10258368      0.5061748462       14.47514296                21
    "BPM.13L4.B1"       6311.221659                 1      172.33250147               0.0               0.0    0.248102962975               0.0    -2.39069603155               0.0               0.0  0.00468736529274       170.3999817      -2.348077554       14.61280733                21
    "BPM.12L4.B1"       6364.670174                 1     34.4426525221               0.0               0.0   0.0295735599759               0.0    0.550775940872               0.0               0.0 0.000548202462369       33.66441246      0.5223849958       14.72676903                23
    "BPM.11L4.B1"        6418.11869                 1     165.167248991               0.0               0.0    0.146916122865               0.0     -2.2333200476               0.0               0.0  0.00247067855614       166.5763012      -2.281622847       14.86492988                31
    "BPM.10L4.B1"       6469.957401                 1     31.1153565574               0.0               0.0   0.0201666859669               0.0    0.498515270452               0.0               0.0 0.000372598552822       31.52780044      0.5097137665       14.98126706                33
     "BPM.9L4.B1"       6509.022412                 1      108.31385772               0.0               0.0    0.085589757653               0.0    -1.82756253819               0.0               0.0  0.00206961082013        111.000041      -1.877407624       15.10739803                26
     "BPM.8L4.B1"       6549.485422                 1      24.332931097               0.0               0.0  0.00940379177014               0.0     0.41345639495               0.0               0.0 0.000212058534522       21.02823162       0.416962676       15.23843666                33
     "BPM.7L4.B1"       6588.549433                 1     94.7251653304               0.0               0.0   0.0497057440324               0.0     44.9279129497               0.0               0.0 0.000988461622313       103.4394451      -2.158433845       15.41380548                42
   "BPMYB.6L4.B1"       6685.153433                 1     131.728052159               0.0               0.0   0.0367701050392               0.0    -1.80410278675               0.0               0.0 0.000273437591382       134.8490532     -0.5661386793       15.55382553                43
   "BPMYA.5L4.B1"       6722.153433                 1     417.040068281               0.0               0.0   0.0871725997802               0.0     -10.723858066               0.0               0.0 0.000188093532555       431.6814919      -5.544663718       15.57941125                42
  "BPMWI.A5L4.B1"       6798.755933                 1     304.313568079               0.0               0.0  0.00777892052322               0.0    0.783441695378               0.0               0.0 9.47379664172e-06       315.6044425      0.8014020126        15.6113604                34
  "BPMWA.B5L4.B1"       6824.619933                 1     269.288703402               0.0               0.0  0.00534072844705               0.0    0.652584514197               0.0               0.0 6.14958980088e-06       277.6303821      0.6668189163       15.62528443                35
  "BPMWA.A5L4.B1"       6833.504933                 1     255.244363799               0.0               0.0  0.00467294776839               0.0    0.607008306453               0.0               0.0 6.01180510092e-06       266.1917904        0.62058589       15.63048707                35
  "BPMWA.A5R4.B1"       6881.553933                 1     210.990313849               0.0               0.0  0.00340837619204               0.0    0.337744801376               0.0               0.0 4.74965625207e-06       218.5680628      0.3705633038       15.66240457                34
  "BPMWA.B5R4.B1"       6890.438933                 1     206.090640433               0.0               0.0   0.0035157517368               0.0    0.324218995692               0.0               0.0 5.45215183107e-06       212.3939333      0.3243302776       15.66896959                34
   "BPMYB.5R4.B1"       6992.829433                 1     213.017305902               0.0               0.0   0.0376213151086               0.0    -2.98452463905               0.0               0.0  0.00114549867514       217.2561595      -3.364430844       15.75149725                43
   "BPMYA.6R4.B1"       7024.393433                 1     450.857979952               0.0               0.0     0.16621447859               0.0    -4.45624894051               0.0               0.0  0.00255606611009       486.1398227      -5.154250666       15.76697937                43
     "BPM.7R4.B1"       7120.909433                 1     24.9434605978               0.0               0.0  0.00934676728579               0.0       3.547860082               0.0               0.0  6.5964133752e-05       22.79889128       0.334406118       15.93450269                43
     "BPM.8R4.B1"       7158.698443                 1     109.434510775               0.0               0.0   0.0809132903793               0.0     -2.1956781265               0.0               0.0  0.00161516169836       113.0607275      -2.235388027       16.07991314                43
     "BPM.9R4.B1"       7197.763454                 1     18.7619075804               0.0               0.0   0.0107088727604               0.0    0.351381525107               0.0               0.0  0.00027408451483        18.5713731       0.397941644       16.21624484                43
    "BPM.10R4.B1"       7238.226465                 1     156.553086219               0.0               0.0    0.182605202308               0.0    -3.29412322557               0.0               0.0  0.00467818618737       152.1990454      -3.231853669        16.3816195                34
