@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250/Beam1@Turn@2017_09_11@19_02_33_250.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:40:59"
@ Q1 %le 0.309853389971
@ Q2 %le 0.319421650825
@ RMSbetabeat %le 1.89006723691
@ RescalingFactor %le 1.04600291672
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250/Beam1@Turn@2017_09_11@19_02_33_250.sdds.linx"
*            NAME                 S             COUNT              BETX           BETXSTD           BETXMDL            MUXMDL           BETXRES        BETXSTDRES
$              %s               %le               %le               %le               %le               %le               %le               %le               %le
    "BPM.17L3.B1"       2764.712379                 1     36.6922712281               0.0       33.11556542       6.609873695     38.3802227255               0.0
    "BPM.16L3.B1"       2818.160894                 1     162.860190022               0.0       168.7871945       6.748394012      170.35223378               0.0
    "BPM.15L3.B1"        2871.60941                 1     36.3468775305               0.0       34.54096274       6.861257971     38.0189399105               0.0
    "BPM.13L3.B1"       2978.506442                 1     34.2259207618               0.0       33.11463215       7.110161452     35.8004129441               0.0
    "BPM.12L3.B1"       3031.954958                 1     179.709945855               0.0       171.5175732       7.247251311     187.977127527               0.0
    "BPM.11L3.B1"       3085.403474                 1     27.6414907455               0.0        28.2592413       7.373708861     28.9130799422               0.0
    "BPM.10L3.B1"       3138.184185                 1     174.065749243               0.0       172.7569671       7.522788108     182.073281409               0.0
     "BPM.9L3.B1"       3177.249195                 1     53.0015997333               0.0       54.93815126       7.583724784     55.4398279117               0.0
     "BPM.8L3.B1"       3217.712206                 1     171.140390231               0.0       175.5991319       7.660416551      179.01334735               0.0
     "BPM.7L3.B1"       3256.776216                 1     56.4301204371               0.0       58.10046323       7.719364003     59.0260705678               0.0
     "BPM.6L3.B1"       3329.415216                 1     195.465309434               0.0       206.7756234       7.831510896     204.457283785               0.0
  "BPMWG.A5L3.B1"       3371.119716                 1     58.8626951698               0.0       68.26217692       7.888594994     61.5705508333               0.0
    "BPMW.5L3.B1"       3400.089716                 1     46.3106309559               0.0       56.59279169       7.971952656     48.4410550549               0.0
   "BPMWE.4L3.B1"       3475.217716                 1     243.104658778               0.0       272.6641978        8.07532486     254.288182149               0.0
    "BPMW.4L3.B1"       3502.762716                 1     237.310028218               0.0       250.6035005       8.090528029     248.226981682               0.0
    "BPMW.4R3.B1"       3547.727716                 1     43.1560821438               0.0       44.32448505       8.160679045     45.1413877965               0.0
   "BPMWE.4R3.B1"       3575.272716                 1     27.5071532833               0.0       30.72266468       8.308322669     28.7725625649               0.0
    "BPMW.5R3.B1"       3650.400716                 1     301.571403045               0.0       347.6581685       8.437850831     315.444567183               0.0
  "BPMWJ.A5R3.B1"       3679.118716                 1     262.641668524               0.0       302.5649998       8.450477678     274.723951328               0.0
   "BPMWC.6R3.B1"       3718.936716                 1     58.6967442285               0.0       64.79675564       8.496370937     61.3969656648               0.0
    "BPMR.6R3.B1"       3731.015216                 1      36.968235062               0.0       39.70879417       8.536481749     38.6688817007               0.0
     "BPM.8R3.B1"       3825.903227                 1       30.83924247               0.0        35.2651492       8.835957198     32.2579375729               0.0
     "BPM.9R3.B1"       3864.968238                 1     119.158656594               0.0       128.5117235       8.940088827     124.640302349               0.0
    "BPM.10R3.B1"       3905.431248                 1     51.5734145806               0.0       54.67179092       9.014821952     53.9459420763               0.0
    "BPM.11R3.B1"       3958.211959                 1     185.862221477               0.0       183.5210003       9.107876696     194.412425772               0.0
    "BPM.12R3.B1"       4012.935475                 1     48.5622967487               0.0       42.56129302       9.208659941     50.7963040416               0.0
    "BPM.13R3.B1"       4066.383991                 1     174.933683386               0.0       170.7795851       9.325472939     182.981143054               0.0
    "BPM.14R3.B1"       4119.832506                 1     31.2022261891               0.0       33.11851399       9.440563908     32.6376196019               0.0
    "BPM.15R3.B1"       4173.281022                 1     164.347496522               0.0       168.7497879       9.579096744     171.907960717               0.0
    "BPM.16R3.B1"       4226.729538                 1     22.9928508664               0.0       34.53801546       9.691981666     24.0505890699               0.0
    "BPM.17R3.B1"       4280.178054                 1     128.024643885               0.0       170.4508792       9.825752567     133.914150915               0.0
    "BPM.18R3.B1"        4333.62657                 1      32.122054797               0.0       33.11755551        9.94085164     33.5997630086               0.0
    "BPM.19R3.B1"       4387.075086                 1     170.554774976               0.0        168.762939       10.07937985     178.400792084               0.0
    "BPM.20R3.B1"       4440.523602                 1     36.0839149817               0.0       34.53896949       10.19225756     37.7438803174               0.0
    "BPM.22R3.B1"       4547.420634                 1     30.3287715385               0.0       33.11660593       10.44113938     31.7239834897               0.0
    "BPM.23R3.B1"        4600.86915                 1       172.8671018               0.0       170.3751177       10.57881784     180.819492687               0.0
    "BPM.25R3.B1"       4707.766181                 1     171.396312842               0.0       170.3736653       10.83160423     179.281043147               0.0
    "BPM.27R3.B1"       4814.663213                 1     175.362823746               0.0       170.3750681       11.08438929     183.430025122               0.0
    "BPM.28R3.B1"       4868.111729                 1     35.9101226492               0.0       33.11637287       11.19949583     37.5620930307               0.0
    "BPM.30R3.B1"       4975.008761                 1     31.8786928532               0.0       33.11662759       11.45228227     33.3452057055               0.0
    "BPM.31R3.B1"       5028.457277                 1     181.490559987               0.0       170.3750152       11.58996073     189.839655103               0.0
    "BPM.32R3.B1"       5081.905793                 1     33.3250768296               0.0       33.11636264       11.70506732     34.8581275635               0.0
    "BPM.33R3.B1"       5135.354309                 1     160.617413074               0.0       170.3737711       11.84274721      168.00628255               0.0
    "BPM.34R3.B1"       5188.802825                 1     32.2124572205               0.0       33.11663749       11.95785372     33.6943242072               0.0
    "BPM.33L4.B1"        5242.25134                 1     170.962713947               0.0       170.3749591       12.09553218     178.827497438               0.0
    "BPM.32L4.B1"       5295.699856                 1     32.6700851513               0.0       33.11635308       12.21063881     34.1730043577               0.0
    "BPM.31L4.B1"       5349.148372                 1     172.800553529               0.0       170.3738287       12.34831869     180.749883001               0.0
    "BPM.30L4.B1"       5402.596888                 1     32.4185648395               0.0       33.11664671       12.46342516     33.9099133779               0.0
    "BPM.29L4.B1"       5456.045404                 1     178.936544402               0.0       170.3749002       12.60110363     187.168147352               0.0
    "BPM.28L4.B1"        5509.49392                 1     31.8663464018               0.0       33.11634423        12.7162103     33.3322912813               0.0
    "BPM.27L4.B1"       5562.942436                 1     170.425991957               0.0       170.3738889       12.85389018     178.266084672               0.0
    "BPM.26L4.B1"       5616.390952                 1     31.9524848353               0.0       33.11665519        12.9689966      33.422392334               0.0
    "BPM.25L4.B1"       5669.839468                 1     167.915219292               0.0       170.3748387       13.10667508      175.63980914               0.0
    "BPM.24L4.B1"       5723.287984                 1      33.607100306               0.0       33.11633612       13.22178179     35.1531249425               0.0
    "BPM.23L4.B1"         5776.7365                 1     167.273122629               0.0       170.3739515       13.35946166     174.968174158               0.0
    "BPM.22L4.B1"       5830.185015                 1     32.7077679947               0.0        33.1166629       13.47456804     34.2124207218               0.0
    "BPM.21L4.B1"       5883.633531                 1     173.035387474               0.0        170.374775       13.61224654     180.995519993               0.0
    "BPM.20L4.B1"       5937.082047                 1     34.3650001709               0.0        34.5523301       13.72445156     35.9458904117               0.0
    "BPM.19L4.B1"       5990.530563                 1      167.87078666               0.0       168.8189486       13.85904485     175.593332478               0.0
    "BPM.18L4.B1"       6043.979079                 1      31.659510861               0.0       33.10237926        13.9748551     33.1159407024               0.0
    "BPM.17L4.B1"       6097.427595                 1     174.300602166               0.0       170.3873833       14.11252694     182.318938251               0.0
    "BPM.16L4.B1"       6150.876111                 1     37.3880957712               0.0       34.55213024       14.22472735     39.1080572271               0.0
    "BPM.15L4.B1"       6204.324627                 1     170.436967359               0.0       168.8063453       14.35932787     178.277564974               0.0
    "BPM.14L4.B1"       6257.773143                 1     33.1151293254               0.0       33.10258368       14.47514296     34.6385218618               0.0
    "BPM.13L4.B1"       6311.221659                 1     178.358562802               0.0       170.3999817       14.61280733     186.563576912               0.0
    "BPM.12L4.B1"       6364.670174                 1     34.6702953284               0.0       33.66441246       14.72676903     36.2652300369               0.0
    "BPM.11L4.B1"        6418.11869                 1      165.75859428               0.0       166.5763012       14.86492988     173.383973088               0.0
    "BPM.10L4.B1"       6469.957401                 1     34.3487703362               0.0       31.52780044       14.98126706     35.9289139573               0.0
     "BPM.9L4.B1"       6509.022412                 1     106.673213966               0.0        111.000041       15.10739803     111.580492944               0.0
     "BPM.8L4.B1"       6549.485422                 1     24.0806653523               0.0       21.02823162       15.23843666      25.188446195               0.0
     "BPM.7L4.B1"       6588.549433                 1     93.6122703508               0.0       103.4394451       15.41380548     97.9187078274               0.0
   "BPMYB.6L4.B1"       6685.153433                 1     113.742347588               0.0       134.8490532       15.55382553     118.974827331               0.0
   "BPMYA.5L4.B1"       6722.153433                 1     388.838107472               0.0       431.6814919       15.57941125     406.725794546               0.0
  "BPMWI.A5L4.B1"       6798.755933                 1     280.244675544               0.0       315.6044425        15.6113604     293.136748013               0.0
  "BPMWA.B5L4.B1"       6824.619933                 1     254.618571389               0.0       277.6303821       15.62528443     266.331768324               0.0
  "BPMWA.A5L4.B1"       6833.504933                 1     235.653019627               0.0       266.1917904       15.63048707     246.493745863               0.0
  "BPMWA.A5R4.B1"       6881.553933                 1     190.605410177               0.0       218.5680628       15.66240457     199.373814987               0.0
  "BPMWA.B5R4.B1"       6890.438933                 1     183.123923982               0.0       212.3939333       15.66896959     191.548158605               0.0
   "BPMYB.5R4.B1"       6992.829433                 1     197.269187512               0.0       217.2561595       15.75149725     206.344145516               0.0
   "BPMYA.6R4.B1"       7024.393433                 1     436.318954819               0.0       486.1398227       15.76697937      456.39089936               0.0
     "BPM.7R4.B1"       7120.909433                 1     22.7475349137               0.0       22.79889128       15.93450269     23.7939878679               0.0
     "BPM.8R4.B1"       7158.698443                 1     111.402077883               0.0       113.0607275       16.07991314     116.526898394               0.0
     "BPM.9R4.B1"       7197.763454                 1     18.1706207638               0.0        18.5713731       16.21624484     19.0065223175               0.0
    "BPM.10R4.B1"       7238.226465                 1     155.563058886               0.0       152.1990454        16.3816195     162.719413328               0.0
    "BPM.11R4.B1"       7290.065175                 1     34.1929504143               0.0       34.70392971       16.49278171     35.7659258645               0.0
    "BPM.12R4.B1"       7344.788691                 1     160.391438723               0.0        170.420853        16.6284393     167.769912721               0.0
    "BPM.13R4.B1"       7398.237207                 1     32.1059008823               0.0       33.47884206       16.74286491     33.5828659666               0.0
    "BPM.14R4.B1"       7451.685723                 1     174.638587206               0.0       171.6773885       16.87901446     182.672471589               0.0
    "BPM.15R4.B1"       7505.134239                 1     35.1633344123               0.0       33.49086865       16.99285025     36.7809503568               0.0
    "BPM.16R4.B1"       7558.582755                 1     167.582808515               0.0       171.6764447       17.12900082     175.292106499               0.0
    "BPM.17R4.B1"       7612.031271                 1     36.0593890031               0.0       33.49130626       17.24283608     37.7182260722               0.0
    "BPM.18R4.B1"       7665.479786                 1     170.480544374               0.0       171.6773889       17.37898495     178.323146659               0.0
    "BPM.19R4.B1"       7718.928302                 1     33.5748986395               0.0        33.4908687       17.49282073     35.1194419053               0.0
    "BPM.20R4.B1"       7772.376818                 1     167.110251393               0.0       171.6764442        17.6289713     174.797810371               0.0
    "BPM.21R4.B1"       7825.825334                 1     31.9125401127               0.0       33.49130622       17.74280656     33.3806100377               0.0
    "BPM.22R4.B1"        7879.27385                 1     172.239133452               0.0       171.6773894       17.87895543     180.162635964               0.0
    "BPM.23R4.B1"       7932.722366                 1      33.881699424               0.0       33.49177445       17.99278936     35.4403564208               0.0
    "BPM.24R4.B1"       7986.170882                 1     158.107316929               0.0       171.6788307       18.12893623     165.380714662               0.0
    "BPM.25R4.B1"       8039.619398                 1     36.3145553251               0.0       33.49132722       18.24277051     37.9851307893               0.0
    "BPM.26R4.B1"       8093.067914                 1     179.077411994               0.0       171.6773888       18.37891937     187.315495263               0.0
    "BPM.27R4.B1"        8146.51643                 1     33.2693029144               0.0       33.49177437       18.49275331     34.7997878856               0.0
    "BPM.28R4.B1"       8199.964946                 1     169.731711068               0.0       171.6788313       18.62890018     177.539864837               0.0
    "BPM.29R4.B1"       8253.413461                 1     33.0865388265               0.0        33.4913273       18.74273446     34.6086161166               0.0
    "BPM.30R4.B1"       8306.861977                 1     173.823783541               0.0       171.6773882       18.87888332     181.820184578               0.0
    "BPM.31R4.B1"       8360.310493                 1     36.8440677602               0.0        33.4917743       18.99271725     38.5390023409               0.0
    "BPM.32R4.B1"       8413.759009                 1     162.960462302               0.0       171.6788318       19.12886413     170.457118878               0.0
    "BPM.33R4.B1"       8467.207525                 1     30.7022681032               0.0       33.49132738        19.2426984     32.1146619857               0.0
    "BPM.34R4.B1"       8520.656041                 1     171.940521231               0.0       171.6773877       19.37884727     179.850286709               0.0
    "BPM.33L5.B1"       8574.104557                 1     33.2587712585               0.0       33.49177422        19.4926812     34.7887717428               0.0
    "BPM.32L5.B1"       8627.553073                 1     161.077578878               0.0       171.6788324       19.62882807     168.487617324               0.0
    "BPM.31L5.B1"       8681.001589                 1     32.4105852621               0.0       33.49132746       19.74266235     33.9015667166               0.0
    "BPM.30L5.B1"       8734.450105                 1     171.405591318               0.0       171.6773871       19.87881121      179.29074846               0.0
    "BPM.29L5.B1"        8787.89862                 1     32.3811380877               0.0       33.49177414       19.99264515     33.8707648863               0.0
    "BPM.28L5.B1"       8841.347136                 1     170.052533899               0.0        171.678833       20.12879202     177.875446454               0.0
    "BPM.27L5.B1"       8894.795652                 1     30.9871223058               0.0       33.49132754       20.24262629     32.4126203125               0.0
    "BPM.26L5.B1"       8948.244168                 1     175.799940654               0.0       171.6773865       20.37877516     183.887250682               0.0
    "BPM.25L5.B1"       9001.692684                 1     22.7785805615               0.0       33.49177406       20.49260909      23.826461706               0.0
    "BPM.24L5.B1"         9055.1412                 1     166.197902826               0.0       171.6788335       20.62875597     173.843491108               0.0
    "BPM.23L5.B1"       9108.589716                 1     32.2108029979               0.0       33.49132762       20.74259024     33.6925938856               0.0
    "BPM.22L5.B1"       9162.038232                 1     178.827023384               0.0        171.677386       20.87873911     187.053588047               0.0
    "BPM.21L5.B1"       9215.486748                 1     33.4998423272               0.0       33.49177398       20.99257304     35.0409327838               0.0
    "BPM.20L5.B1"       9268.935264                 1     173.757545207               0.0        171.676489       21.12872111     181.750899088               0.0
    "BPM.19L5.B1"       9322.383779                 1     30.7995495715               0.0       33.49040098       21.24255822     32.2164186854               0.0
    "BPM.17L5.B1"       9429.280811                 1     36.3228741316               0.0       33.49177398       21.49254352     37.9938322852               0.0
    "BPM.16L5.B1"       9482.729327                 1     167.639875814               0.0       171.6764903       21.62869159      175.35179906               0.0
    "BPM.15L5.B1"       9536.177843                 1       33.60049587               0.0       33.49040098        21.7425287     35.1462166831               0.0
    "BPM.14L5.B1"       9589.626359                 1     182.509978931               0.0       171.6773425       21.87868007     190.905970292               0.0
    "BPM.13L5.B1"       9643.074875                 1     35.5929213245               0.0       33.49177397       21.99251401     37.2302995199               0.0
    "BPM.12L5.B1"       9696.523391                 1     169.553073194               0.0       168.1512586       22.13049826       177.3530091               0.0
    "BPM.11L5.B1"       9749.971907                 1     35.5192667932               0.0        37.5248342        22.2382219     37.1532566653               0.0
    "BPM.10L5.B1"       9802.752617                 1     158.623530838               0.0       150.3503314       22.36968741     165.920675916               0.0
     "BPM.9L5.B1"       9841.817628                 1     20.7918545062               0.0       21.32865309       22.47730301     21.7483404574               0.0
     "BPM.8L5.B1"       9882.280639                 1     120.579034163               0.0       118.0728601       22.66146928     126.126021429               0.0
    "BPMR.5L5.B1"       9990.140649                 1     416.740748107               0.0       462.1055391       22.88181088     435.912038034               0.0
   "BPMYA.4L5.B1"       10017.54665                 1     909.026371789               0.0       1054.043045        22.8881843     950.844236263               0.0
   "BPMWB.4L5.B1"       10038.68115                 1     1162.87026482               0.0       1315.864719       22.89098702     1216.36568877               0.0
   "BPMSY.4L5.B1"       10131.46115                 1     2278.28732202               0.0       2485.073071       22.89915642     2383.09518396               0.0
    "BPMS.2L5.B1"       10158.24665                 1     3319.32007838               0.0       3889.910817       22.90029854      3472.0184835               0.0
   "BPMSW.1L5.B1"       10168.21165                 1     1087.71488888               0.0       1162.912886       22.90113517     1137.75294633               0.0
   "BPMSW.1R5.B1"       10211.33965                 1     1110.72224491               0.0       1162.912184       23.39523136     1161.81870783               0.0
   "BPMWB.4R5.B1"       10340.87015                 1      767.40554337               0.0       817.3344555        23.4051606     802.708436669               0.0
   "BPMYA.4R5.B1"       10362.00265                 1     334.807676822               0.0       369.6082815       23.41139683     350.209806495               0.0
     "BPM.5R5.B1"       10383.12065                 1     167.223675987               0.0       168.4295663       23.42488375     174.916452827               0.0
    "BPMR.6R5.B1"       10415.02065                 1     7.78627288654               0.0       8.430381443       23.58150134     8.14446414967               0.0
   "BPM_A.7R5.B1"       10449.03465                 1     135.707443274               0.0       141.2419446       23.85403894     141.950381485               0.0
     "BPM.8R5.B1"       10490.47364                 1     20.8932590961               0.0       18.49863175       23.96924729     21.8544099543               0.0
     "BPM.9R5.B1"       10529.54063                 1     100.290066287               0.0       110.3220925       24.17193213     104.903701854               0.0
    "BPM.10R5.B1"       10570.00562                 1     35.5795181921               0.0       38.03706263       24.26381535     37.2162798043               0.0
    "BPM.11R5.B1"       10622.78831                 1     189.713541065               0.0       181.7845149       24.38513182     198.440917294               0.0
    "BPM.12R5.B1"       10677.51479                 1     36.4125849188               0.0         34.790099       24.49695998     38.0876700302               0.0
    "BPM.13R5.B1"       10730.96627                 1       167.0044102               0.0       171.7494436       24.62968881     174.687100174               0.0
    "BPM.14R5.B1"       10784.41776                 1     31.9913103051               0.0       33.48864627        24.7435307     33.4630038887               0.0
    "BPM.15R5.B1"       10837.86924                 1      175.14381679               0.0       171.6886063       24.87969107     183.200943207               0.0
    "BPM.16R5.B1"       10891.32073                 1     35.8410239077               0.0       33.48817036       24.99353555     37.4898155455               0.0
    "BPM.17R5.B1"       10944.77221                 1     171.413309259               0.0       171.6923318       25.12969523     179.298821449               0.0
    "BPM.18R5.B1"        10998.2237                 1     30.9564402733               0.0       33.48864624       25.24353723     32.3805268171               0.0
    "BPM.19R5.B1"       11051.67518                 1     172.567129175               0.0       171.6886062        25.3796976     180.505720447               0.0
    "BPM.20R5.B1"       11105.12666                 1     33.1257878454               0.0       33.48817039       25.49354209     34.6496707048               0.0
    "BPM.21R5.B1"       11158.57815                 1     165.408894196               0.0       171.6923319       25.62970177     173.018185779               0.0
    "BPM.22R5.B1"       11212.02963                 1     32.4122410981               0.0       33.48864622       25.74354377     33.9032987259               0.0
    "BPM.23R5.B1"       11265.48112                 1     178.560933166               0.0       171.6909512       25.87970295     186.775256903               0.0
    "BPM.24R5.B1"        11318.9326                 1     33.5889193936               0.0       33.48909703       25.99354459     35.1341076551               0.0
    "BPM.25R5.B1"       11372.38408                 1      159.99999604               0.0       171.6923727       26.12970177     167.360462532               0.0
    "BPM.26R5.B1"       11425.83557                 1     32.9215301221               0.0       33.48864622       26.24354377     34.4360165304               0.0
    "BPM.27R5.B1"       11479.28705                 1     178.547714326               0.0       171.6909512       26.37970295     186.761429959               0.0
    "BPM.28R5.B1"       11532.73854                 1     33.7972205309               0.0       33.48909703       26.49354459     35.3519912522               0.0
    "BPM.29R5.B1"       11586.19002                 1     176.415252069               0.0       171.6923727       26.62970177     184.530868217               0.0
    "BPM.30R5.B1"        11639.6415                 1     34.0711006573               0.0       33.48864622       26.74354377     35.6384706632               0.0
