@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250/Beam1@Turn@2017_09_11@19_02_33_250.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_cleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:40:59"
@ DQMIN %le 0.00205526951478
@ DQMINE %le 0.00119392984192
@ FILES %s ""
*            NAME                 S              DETC             DETCE             GAMMA            GAMMAE               C11               C12               C21               C22
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le
     BPMYB.4R2.B1           336.988   0.0247087958232               0.0     1.01258816304               0.0    0.192629756619  -0.0304131155892   0.0304131155892   -0.192629756619
       BPM.6R2.B1           439.818   0.0252001708377               0.0     1.01284334252               0.0    0.120722382498  -0.0771846149667   0.0771846149667   -0.120722382498
     BPM_A.7R2.B1           452.693   0.0221402004694               0.0     1.01125737947               0.0    0.117609370282  -0.0441171977928   0.0441171977928   -0.117609370282
       BPM.8R2.B1       494.1300106    0.023182055557               0.0     1.01179652951               0.0     0.15033808299  -0.0609404280207   0.0609404280207    -0.15033808299
       BPM.9R2.B1       533.1950212   0.0224652741584               0.0     1.01142550948               0.0    0.180986101019   -0.065308257747    0.065308257747   -0.180986101019
      BPM.10R2.B1       573.6580318   0.0183951190823               0.0      1.0093264292               0.0    0.108174921281  -0.0134595977589   0.0134595977589   -0.108174921281
      BPM.11R2.B1       625.4967424   0.0204468906134               0.0      1.0103829436               0.0    0.120362778109  -0.0229156276176   0.0229156276176   -0.120362778109
      BPM.14R2.B1       787.1172901    0.024482413947               0.0     1.01247066392               0.0    0.131412725716  -0.0711603378374   0.0711603378374   -0.131412725716
      BPM.15R2.B1        840.565806   0.0214332906513               0.0     1.01089205082               0.0    0.131198409382  -0.0188318390594   0.0188318390594   -0.131198409382
      BPM.16R2.B1       894.0143219   0.0218231782192               0.0     1.01109349445               0.0    0.170010479946  -0.0204698517912   0.0204698517912   -0.170010479946
      BPM.17R2.B1       947.4628378   0.0240567205072               0.0     1.01224982674               0.0    0.176638299159  -0.0631813853195   0.0631813853195   -0.176638299159
      BPM.18R2.B1       1000.911354   0.0249788214034               0.0     1.01272836808               0.0     0.14179400216   -0.041884613236    0.041884613236    -0.14179400216
      BPM.19R2.B1        1054.35987   0.0226232298309               0.0     1.01150723536               0.0    0.129746791057 -0.000911852652665 0.000911852652665   -0.129746791057
      BPM.20R2.B1       1107.808386    0.022092588558               0.0     1.01123276136               0.0    0.180957135413  -0.0121489328463   0.0121489328463   -0.180957135413
      BPM.21R2.B1       1161.256901   0.0255580005218               0.0     1.01302929107               0.0    0.195800305559  -0.0648510359228   0.0648510359228   -0.195800305559
      BPM.22R2.B1       1214.705417   0.0189522281219               0.0     1.00961297237               0.0     0.11524542566 -0.00674545675114  0.00674545675114    -0.11524542566
      BPM.23R2.B1       1268.153933   0.0222976420946               0.0     1.01133879873               0.0    0.133652716839  0.00812380122484 -0.00812380122484   -0.133652716839
      BPM.24R2.B1       1321.602449   0.0217720304619               0.0     1.01106706102               0.0     0.18085281075    0.041660965569   -0.041660965569    -0.18085281075
      BPM.26R2.B1       1428.499481   0.0201580210541               0.0     1.01023399592               0.0    0.113987407692  0.00169157895026 -0.00169157895026   -0.113987407692
      BPM.27R2.B1       1481.947997   0.0196012733408               0.0     1.00994710992               0.0    0.129445179642   0.0385347584052  -0.0385347584052   -0.129445179642
      BPM.28R2.B1       1535.396513   0.0213721812485               0.0     1.01086048827               0.0    0.174952747683    0.059842647847   -0.059842647847   -0.174952747683
      BPM.29R2.B1       1588.845029   0.0216948465637               0.0      1.0110271759               0.0    0.181499596179 -0.00457686351685  0.00457686351685   -0.181499596179
      BPM.30R2.B1       1642.293545   0.0219923696105               0.0     1.01118094822               0.0    0.124126431017   0.0146342807424  -0.0146342807424   -0.124126431017
      BPM.31R2.B1        1695.74206   0.0221451024659               0.0     1.01125991419               0.0    0.129907553723   0.0445126227189  -0.0445126227189   -0.129907553723
      BPM.33R2.B1       1802.639092   0.0217525556676               0.0     1.01105699689               0.0    0.173907772796   0.0124740565695  -0.0124740565695   -0.173907772796
      BPM.33L3.B1       1909.536124   0.0206780735658               0.0     1.01050219424               0.0    0.114393131933   0.0699676950338  -0.0699676950338   -0.114393131933
      BPM.32L3.B1        1962.98464   0.0194283733113               0.0     1.00985806615               0.0    0.164237168591    0.076448218139   -0.076448218139   -0.164237168591
      BPM.31L3.B1       2016.433156   0.0197990915959               0.0      1.0100490155               0.0    0.163899275767   0.0131551019221  -0.0131551019221   -0.163899275767
      BPM.30L3.B1       2069.881672   0.0188693990822               0.0     1.00957035468               0.0   0.0986021826568   0.0476458093175  -0.0476458093175  -0.0986021826568
      BPM.29L3.B1       2123.330188   0.0190136372354               0.0     1.00964457243               0.0    0.111248488254   0.0795892756305  -0.0795892756305   -0.111248488254
      BPM.26L3.B1       2283.675735   0.0202351913636               0.0     1.01027378023               0.0    0.102828556825   0.0579236325226  -0.0579236325226   -0.102828556825
      BPM.25L3.B1       2337.124251   0.0221297967011               0.0     1.01125199997               0.0     0.11199422621   0.0920760158839  -0.0920760158839    -0.11199422621
      BPM.24L3.B1       2390.572767   0.0204944321149               0.0     1.01040746339               0.0    0.148332216658    0.114301852072   -0.114301852072   -0.148332216658
      BPM.23L3.B1       2444.021283   0.0180627699625               0.0     1.00915560507               0.0    0.152264302733   0.0315506160021  -0.0315506160021   -0.152264302733
      BPM.22L3.B1       2497.469799   0.0205277712927               0.0     1.01042465932               0.0    0.094658768247   0.0764749026106  -0.0764749026106   -0.094658768247
      BPM.21L3.B1       2550.918315    0.022416983751               0.0      1.0114005281               0.0    0.110592513401   0.0967561149021  -0.0967561149021   -0.110592513401
      BPM.20L3.B1       2604.366831   0.0184874933535               0.0     1.00937392406               0.0    0.139827191044   0.0964408502168  -0.0964408502168   -0.139827191044
      BPM.19L3.B1       2657.815347   0.0231737685535               0.0     1.01179223766               0.0    0.145923603721     0.08398516706    -0.08398516706   -0.145923603721
      BPM.18L3.B1       2711.263863   0.0196743700253               0.0      1.0099847619               0.0   0.0820805308594   0.0717316688734  -0.0717316688734  -0.0820805308594
      BPM.17L3.B1       2764.712379   0.0180749782499               0.0     1.00916187848               0.0    0.087075746671    0.119606435505   -0.119606435505   -0.087075746671
      BPM.16L3.B1       2818.160894   0.0175146049256               0.0     1.00887404313               0.0    0.116725694022    0.120111693065   -0.120111693065   -0.116725694022
      BPM.13L3.B1       2978.506442   0.0192887844499               0.0     1.00978619486               0.0   0.0789504528462     0.13395769983    -0.13395769983  -0.0789504528462
      BPM.12L3.B1       3031.954958   0.0161188127422               0.0     1.00815816488               0.0     0.12088220925    0.121438986726   -0.121438986726    -0.12088220925
      BPM.11L3.B1       3085.403474   0.0207944163946               0.0      1.0105622231               0.0    0.102859873836    0.101911346882   -0.101911346882   -0.102859873836
      BPM.10L3.B1       3138.184185   0.0167635194059               0.0      1.0084886346               0.0   0.0159155351917    0.104431848539   -0.104431848539  -0.0159155351917
       BPM.9L3.B1       3177.249195   0.0189986013122               0.0     1.00963683493               0.0   0.0663392446917     0.12245364488    -0.12245364488  -0.0663392446917
       BPM.8L3.B1       3217.712206   0.0180918589045               0.0     1.00917055304               0.0    0.142865309679   0.0671355109655  -0.0671355109655   -0.142865309679
       BPM.7L3.B1       3256.776216   0.0184526952191               0.0     1.00935603158               0.0    0.158280189338  -0.0760659696649   0.0760659696649   -0.158280189338
       BPM.6L3.B1       3329.415216   0.0187977089319               0.0     1.00953347259               0.0    0.119541001959   -0.104375954052    0.104375954052   -0.119541001959
    BPMWG.A5L3.B1       3371.119716    0.021481370636               0.0     1.01091688585               0.0    0.091371135507   -0.132341345947    0.132341345947   -0.091371135507
      BPMW.5L3.B1       3400.089716   0.0191819870631               0.0     1.00973121756               0.0    0.115485938357 -0.00833512382451  0.00833512382451   -0.115485938357
     BPMWE.4L3.B1       3475.217716   0.0179921361738               0.0     1.00911931119               0.0    0.102809720734  -0.0340936809186   0.0340936809186   -0.102809720734
      BPMW.4L3.B1       3502.762716   0.0189932866709               0.0     1.00963410006               0.0     0.13582403318    0.103300236275   -0.103300236275    -0.13582403318
      BPMW.4R3.B1       3547.727716 -0.00376218321876                -1    0.998124199563                -1   0.0970574971464     0.02707955227    -0.02707955227  -0.0970574971464
     BPMWE.4R3.B1       3575.272716   0.0233092556863               0.0     1.01186241345               0.0    0.112057976536    0.148705477522   -0.148705477522   -0.112057976536
      BPMW.5R3.B1       3650.400716   0.0232218550626               0.0     1.01181714248               0.0 -0.00889956512995    0.132438289219   -0.132438289219  0.00889956512995
    BPMWJ.A5R3.B1       3679.118716   0.0129672915787               0.0      1.0065473915               0.0   0.0651171867369   0.0744034987137  -0.0744034987137  -0.0651171867369
     BPMWC.6R3.B1       3718.936716   0.0216966520096               0.0     1.01102810882               0.0    0.058445879616    0.117407592128   -0.117407592128   -0.058445879616
      BPMR.6R3.B1       3731.015216   0.0173889315509               0.0     1.00880952489               0.0  0.00317759271756    0.109059972228   -0.109059972228 -0.00317759271756
       BPM.8R3.B1       3825.903227   0.0164024733802               0.0     1.00830352625               0.0  -0.0806507906742    0.125768772377   -0.125768772377   0.0806507906742
       BPM.9R3.B1       3864.968238   0.0193431865383               0.0      1.0098142035               0.0   -0.102093310124   0.0621060094898  -0.0621060094898    0.102093310124
      BPM.10R3.B1       3905.431248    0.022950056867               0.0     1.01167639778               0.0   -0.113332197434   0.0281610413348  -0.0281610413348    0.113332197434
      BPM.11R3.B1       3958.211959    0.018353968888               0.0     1.00930527371               0.0    -0.15039390459   0.0309594791587  -0.0309594791587     0.15039390459
      BPM.12R3.B1       4012.935475   0.0195240404642               0.0     1.00990733196               0.0   -0.157182365021   0.0721334093927  -0.0721334093927    0.157182365021
      BPM.13R3.B1       4066.383991   0.0191420267756               0.0     1.00971064905               0.0   -0.119515889148    0.120881317607   -0.120881317607    0.119515889148
      BPM.14R3.B1       4119.832506   0.0200706536573               0.0     1.01018896028               0.0  -0.0931584544779   0.0861984165247  -0.0861984165247   0.0931584544779
      BPM.15R3.B1       4173.281022   0.0084049303771               0.0     1.00422914318               0.0   -0.044233100361   0.0254158230944  -0.0254158230944    0.044233100361
      BPM.17R3.B1       4280.178054  0.00814827562529               0.0     1.00409920599               0.0   -0.130604561405    0.100391333364   -0.100391333364    0.130604561405
      BPM.19R3.B1       4387.075086   0.0197356022217               0.0     1.01001630575               0.0   -0.136222679757   0.0157849536468  -0.0157849536468    0.136222679757
      BPM.20R3.B1       4440.523602   0.0196027278324               0.0     1.00994785908               0.0   -0.167088671392    0.050338126215   -0.050338126215    0.167088671392
      BPM.22R3.B1       4547.420634   0.0196289226984               0.0     1.00996135156               0.0   -0.105376529797   0.0569310306136  -0.0569310306136    0.105376529797
      BPM.23R3.B1        4600.86915   0.0177380155724               0.0     1.00898876832               0.0   -0.133001019391  -0.0147446895357   0.0147446895357    0.133001019391
      BPM.25R3.B1       4707.766181   0.0187385896654               0.0     1.00950306083               0.0   -0.149950825639   0.0451798867293  -0.0451798867293    0.149950825639
      BPM.27R3.B1       4814.663213   0.0184981765028               0.0     1.00937941731               0.0   -0.129146819793  -0.0361813578998   0.0361813578998    0.129146819793
      BPM.28R3.B1       4868.111729   0.0178365804902               0.0     1.00903939553               0.0   -0.176278466503  0.00214475360399 -0.00214475360399    0.176278466503
      BPM.30R3.B1       4975.008761   0.0176700708134               0.0     1.00895387338               0.0   -0.102830768534   0.0201720861567  -0.0201720861567    0.102830768534
      BPM.31R3.B1       5028.457277   0.0183099199001               0.0      1.0092826294               0.0   -0.128041868663  -0.0466807395058   0.0466807395058    0.128041868663
      BPM.32R3.B1       5081.905793   0.0176962524147               0.0     1.00896731925               0.0   -0.178025405074  -0.0115025031266   0.0115025031266    0.178025405074
      BPM.33R3.B1       5135.354309   0.0183095488111               0.0     1.00928243864               0.0   -0.158865602001   0.0168422692509  -0.0168422692509    0.158865602001
      BPM.34R3.B1       5188.802825   0.0161147400559               0.0     1.00815607829               0.0  -0.0976082389124  0.00726250054524 -0.00726250054524   0.0976082389124
      BPM.33L4.B1        5242.25134   0.0164663629099               0.0       1.008336275               0.0   -0.116000351826  -0.0697767979102   0.0697767979102    0.116000351826
      BPM.32L4.B1       5295.699856   0.0206898807045               0.0     1.01050828583               0.0   -0.175551512757  -0.0541968821499   0.0541968821499    0.175551512757
      BPM.31L4.B1       5349.148372   0.0200368610832               0.0      1.0101715427               0.0   -0.180003928311 0.000577096277442 -0.000577096277442    0.180003928311
      BPM.30L4.B1       5402.596888   0.0177322093726               0.0     1.00898578624               0.0   -0.101083335856 -0.00828219261951  0.00828219261951    0.101083335856
      BPM.29L4.B1       5456.045404   0.0156783440913               0.0     1.00793257208               0.0   -0.101675511585  -0.0963436677168   0.0963436677168    0.101675511585
      BPM.28L4.B1        5509.49392   0.0157697372661               0.0     1.00797936805               0.0   -0.168765750231  -0.0416211993432   0.0416211993432    0.168765750231
      BPM.27L4.B1       5562.942436   0.0181902835669               0.0     1.00922113554               0.0   -0.145839450571  -0.0325568814935   0.0325568814935    0.145839450571
      BPM.26L4.B1       5616.390952   0.0176385993165               0.0     1.00893771154               0.0   -0.101096971961  -0.0212218067053   0.0212218067053    0.101096971961
      BPM.25L4.B1       5669.839468   0.0155030812671               0.0     1.00784285063               0.0  -0.0953892652175   -0.106254834114    0.106254834114   0.0953892652175
      BPM.24L4.B1       5723.287984    0.014105070252               0.0     1.00712803042               0.0   -0.160700364452  -0.0562738828612   0.0562738828612    0.160700364452
      BPM.23L4.B1         5776.7365   0.0185849678553               0.0     1.00942404851               0.0   -0.114162594892   -0.067797746457    0.067797746457    0.114162594892
      BPM.22L4.B1       5830.185015   0.0205772534202               0.0      1.0104501832               0.0   -0.112484396135  -0.0640312924753   0.0640312924753    0.112484396135
      BPM.21L4.B1       5883.633531   0.0209846787512               0.0     1.01066041493               0.0   -0.100790603349    -0.10816303609     0.10816303609    0.100790603349
      BPM.20L4.B1       5937.082047   0.0217601081923               0.0     1.01106089982               0.0   -0.142754213581  -0.0978703274283   0.0978703274283    0.142754213581
      BPM.19L4.B1       5990.530563   0.0201458794383               0.0     1.01022773687               0.0   -0.133757617595  -0.0731119701352   0.0731119701352    0.133757617595
      BPM.17L4.B1       6097.427595    0.018134728636               0.0     1.00919258376               0.0  -0.0655097353411   -0.137455335267    0.137455335267   0.0655097353411
      BPM.16L4.B1       6150.876111    0.017940656663               0.0     1.00909286184               0.0    -0.13294301679   -0.110435252004    0.110435252004     0.13294301679
      BPM.15L4.B1       6204.324627   0.0206088578455               0.0     1.01046648641               0.0   -0.127443526744  -0.0928822612506   0.0928822612506    0.127443526744
      BPM.14L4.B1       6257.773143   0.0209587881923               0.0     1.01064705148               0.0  -0.0862551154766   -0.104047375744    0.104047375744   0.0862551154766
      BPM.13L4.B1       6311.221659   0.0227958400772               0.0     1.01159656613               0.0  -0.0723296508464   -0.133870274475    0.133870274475   0.0723296508464
      BPM.12L4.B1       6364.670174   0.0235196695713               0.0     1.01197142662               0.0   -0.111088624164   -0.153338406304    0.153338406304    0.111088624164
      BPM.11L4.B1        6418.11869   0.0217091935971               0.0     1.01103458943               0.0   -0.111526623058   -0.120354682672    0.120354682672    0.111526623058
      BPM.10L4.B1       6469.957401   0.0211055937344               0.0      1.0107228324               0.0  -0.0666773515225  -0.0957786697842   0.0957786697842   0.0666773515225
       BPM.9L4.B1       6509.022412   0.0214176776219               0.0     1.01088398653               0.0  0.00111324957282   -0.146107502937    0.146107502937 -0.00111324957282
       BPM.7L4.B1       6588.549433   0.0235452311517               0.0      1.0119846722               0.0    0.107620205185   -0.118651113799    0.118651113799   -0.107620205185
     BPMYB.6L4.B1       6685.153433   0.0275711074431               0.0     1.01407732756               0.0    0.134903660047   -0.071720180109    0.071720180109   -0.134903660047
     BPMYA.5L4.B1       6722.153433    0.020458363771               0.0     1.01038886078               0.0    0.119469692493    0.029148271576   -0.029148271576   -0.119469692493
    BPMWI.A5L4.B1       6798.755933   0.0206198032114               0.0     1.01047213278               0.0    0.172957445706  -0.0889691246627   0.0889691246627   -0.172957445706
    BPMWA.B5L4.B1       6824.619933    0.029900775835               0.0     1.01529423774               0.0    0.138900665703  -0.0280719744316   0.0280719744316   -0.138900665703
    BPMWA.A5L4.B1       6833.504933   0.0227108683845               0.0     1.01155258787               0.0     0.14831346807   0.0339611197746  -0.0339611197746    -0.14831346807
    BPMWA.A5R4.B1       6881.553933   0.0351329072478               0.0     1.01804330592               0.0   0.0546002940234    -0.17644910325     0.17644910325  -0.0546002940234
    BPMWA.B5R4.B1       6890.438933   0.0222943980765               0.0     1.01133712092               0.0     0.16422018554  -0.0332512548965   0.0332512548965    -0.16422018554
     BPMYB.5R4.B1       6992.829433   0.0177477256503               0.0      1.0089937555               0.0    0.238069813642 -0.00888442650208  0.00888442650208   -0.238069813642
     BPMYA.6R4.B1       7024.393433   0.0242852946101               0.0     1.01236838627               0.0     0.18553136842 -0.00254611122239  0.00254611122239    -0.18553136842
       BPM.7R4.B1       7120.909433   0.0237408785626               0.0     1.01208607062               0.0    0.145264312992   0.0250676512966  -0.0250676512966   -0.145264312992
       BPM.8R4.B1       7158.698443    0.022776972444               0.0     1.01158680043               0.0     0.11557358295   0.0606832399915  -0.0606832399915    -0.11557358295
       BPM.9R4.B1       7197.763454   0.0209385164575               0.0     1.01063658857               0.0    0.173436912286  0.00142517074203 -0.00142517074203   -0.173436912286
      BPM.10R4.B1       7238.226465   0.0232053699558               0.0     1.01180860436               0.0     0.16742609569   0.0333102518217  -0.0333102518217    -0.16742609569
      BPM.11R4.B1       7290.065175   0.0218814738873               0.0     1.01112362448               0.0     0.12037898137   0.0351755909271  -0.0351755909271    -0.12037898137
      BPM.12R4.B1       7344.788691   0.0210411387888               0.0      1.0106895587               0.0    0.105545731896    0.105470294037   -0.105470294037   -0.105545731896
      BPM.13R4.B1       7398.237207   0.0233089644534               0.0     1.01186226259               0.0    0.158894250238    0.100903952803   -0.100903952803   -0.158894250238
      BPM.14R4.B1       7451.685723   0.0192353800202               0.0     1.00975870213               0.0    0.143486961415   0.0494758462859  -0.0494758462859   -0.143486961415
      BPM.15R4.B1       7505.134239   0.0205907539795               0.0     1.01045714739               0.0    0.112152015268   0.0446397456217  -0.0446397456217   -0.112152015268
      BPM.16R4.B1       7558.582755   0.0203270458389               0.0     1.01032114093               0.0   0.0972061750155    0.112652600149   -0.112652600149  -0.0972061750155
      BPM.17R4.B1       7612.031271   0.0194932127588               0.0      1.0098914558               0.0    0.157032296137   0.0806154113635  -0.0806154113635   -0.157032296137
      BPM.18R4.B1       7665.479786   0.0212956419426               0.0     1.01082096047               0.0    0.144438217102    0.065426308116   -0.065426308116   -0.144438217102
      BPM.19R4.B1       7718.928302   0.0202940037969               0.0     1.01030410349               0.0    0.103807987329   0.0506700697015  -0.0506700697015   -0.103807987329
      BPM.20R4.B1       7772.376818   0.0193184386719               0.0      1.0098014619               0.0    0.098936137667    0.109928701412   -0.109928701412   -0.098936137667
      BPM.21R4.B1       7825.825334   0.0206823185959               0.0     1.01050438434               0.0    0.155326310388    0.089081058851   -0.089081058851   -0.155326310388
      BPM.22R4.B1        7879.27385   0.0193557714161               0.0     1.00982068309               0.0    0.135100096432   0.0611677635413  -0.0611677635413   -0.135100096432
      BPM.23R4.B1       7932.722366   0.0185967816003               0.0     1.00943012402               0.0   0.0934372400216   0.0763756743272  -0.0763756743272  -0.0934372400216
      BPM.24R4.B1       7986.170882   0.0202362861004               0.0     1.01027434464               0.0   0.0977003529757    0.113165504717   -0.113165504717  -0.0977003529757
      BPM.25R4.B1       8039.619398   0.0165864596179               0.0     1.00839784328               0.0    0.147143520456   0.0642037500156  -0.0642037500156   -0.147143520456
      BPM.26R4.B1       8093.067914   0.0192708045295               0.0     1.00977693851               0.0    0.119622711671   0.0647388714094  -0.0647388714094   -0.119622711671
      BPM.27R4.B1        8146.51643   0.0186994225783               0.0     1.00948291426               0.0   0.0996922485494   0.0692418984555  -0.0692418984555  -0.0996922485494
      BPM.28R4.B1       8199.964946   0.0191158247625               0.0     1.00969716294               0.0    0.110103012396    0.109543954165   -0.109543954165   -0.110103012396
      BPM.29R4.B1       8253.413461   0.0198780394259               0.0      1.0100896939               0.0    0.159915912547   0.0788244972469  -0.0788244972469   -0.159915912547
      BPM.30R4.B1       8306.861977    0.017711171784               0.0      1.0089749815               0.0   0.0975327030655   0.0643048799571  -0.0643048799571  -0.0975327030655
      BPM.31R4.B1       8360.310493   0.0180647536194               0.0      1.0091566244               0.0   0.0976368017855   0.0745508794591  -0.0745508794591  -0.0976368017855
      BPM.32R4.B1       8413.759009   0.0196136966128               0.0     1.00995350883               0.0    0.117516919693   0.0910194599088  -0.0910194599088   -0.117516919693
      BPM.33R4.B1       8467.207525    0.018666656378               0.0     1.00946606107               0.0    0.151128084532   0.0619367962617  -0.0619367962617   -0.151128084532
      BPM.34R4.B1       8520.656041   0.0169966005106               0.0     1.00860818948               0.0    0.115880315626   0.0467818138449  -0.0467818138449   -0.115880315626
      BPM.33L5.B1       8574.104557   0.0159811916725               0.0     1.00808766386               0.0   0.0893463867034   0.0579299535803  -0.0579299535803  -0.0893463867034
      BPM.32L5.B1       8627.553073   0.0163017767403               0.0     1.00825191724               0.0     0.11406709731   0.0903160461137  -0.0903160461137    -0.11406709731
      BPM.31L5.B1       8681.001589   0.0205264837455               0.0      1.0104239952               0.0     0.14941772464   0.0719795480604  -0.0719795480604    -0.14941772464
      BPM.30L5.B1       8734.450105   0.0145389268534               0.0     1.00734970384               0.0    0.118290026507   0.0229969428587  -0.0229969428587   -0.118290026507
      BPM.29L5.B1        8787.89862   0.0162607667866               0.0     1.00823090111               0.0   0.0945054603031   0.0433487747318  -0.0433487747318  -0.0945054603031
      BPM.28L5.B1       8841.347136   0.0151851601623               0.0     1.00768015996               0.0    0.107844217453   0.0948942273612  -0.0948942273612   -0.107844217453
      BPM.27L5.B1       8894.795652    0.015823812162               0.0     1.00800705904               0.0     0.15959386782   0.0481493697473  -0.0481493697473    -0.15959386782
      BPM.26L5.B1       8948.244168   0.0142901869054               0.0     1.00722259548               0.0     0.10654556105   0.0348360227613  -0.0348360227613    -0.10654556105
      BPM.25L5.B1       9001.692684   0.0260862539206               0.0     1.01330398871               0.0    0.117778732522    0.132788002174   -0.132788002174   -0.117778732522
      BPM.24L5.B1         9055.1412   0.0189847886404               0.0     1.00962972708               0.0    0.121053659843   0.0794329792744  -0.0794329792744   -0.121053659843
      BPM.23L5.B1       9108.589716   0.0186894548643               0.0     1.00947778731               0.0    0.170535164714   0.0789218042421  -0.0789218042421   -0.170535164714
      BPM.22L5.B1       9162.038232   0.0216048703135               0.0     1.01098068623               0.0    0.120419957315   0.0800753966117  -0.0800753966117   -0.120419957315
      BPM.21L5.B1       9215.486748   0.0200587058295               0.0     1.01018280195               0.0    0.109397380524   0.0271540508673  -0.0271540508673   -0.109397380524
      BPM.20L5.B1       9268.935264   0.0181529425964               0.0     1.00920194433               0.0     0.10146610437    0.111712305015   -0.111712305015    -0.10146610437
      BPM.19L5.B1       9322.383779   0.0192036651672               0.0     1.00974237632               0.0    0.155969710613    0.084194119107   -0.084194119107   -0.155969710613
      BPM.17L5.B1       9429.280811   0.0202892071576               0.0     1.01030163028               0.0    0.109780607824   0.0347669169483  -0.0347669169483   -0.109780607824
      BPM.16L5.B1       9482.729327   0.0183020238374               0.0     1.00927857043               0.0   0.0947597894888    0.112390743813   -0.112390743813  -0.0947597894888
      BPM.15L5.B1       9536.177843   0.0185287566577               0.0     1.00939514204               0.0    0.158687515613   0.0781651043261  -0.0781651043261   -0.158687515613
      BPM.14L5.B1       9589.626359   0.0198134922747               0.0     1.01005643518               0.0    0.144700507956   0.0584366118074  -0.0584366118074   -0.144700507956
      BPM.13L5.B1       9643.074875   0.0181994156181               0.0     1.00922582908               0.0   0.0906961881389    0.049135034328   -0.049135034328  -0.0906961881389
      BPM.12L5.B1       9696.523391   0.0186117205271               0.0     1.00943780688               0.0    0.106951926351     0.10206246558    -0.10206246558   -0.106951926351
      BPM.11L5.B1       9749.971907   0.0187661748082               0.0     1.00951725067               0.0    0.151613215202   0.0984752328414  -0.0984752328414   -0.151613215202
