@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ Q1 %le 0.299858442458
@ MUX %le 0.0
@ Q2 %le 0.33142165071
@ MUY %le 0.0
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.linx"
*            NAME             NAME2                 S                S1             COUNT            PHASEX            STDPHX            PHXMDL            MUXMDL
$              %s                %s               %le               %le               %le               %le               %le               %le               %le
    "BPM.29L3.B1"    "BPMYB.5L2.B1"       2123.330188            28.288                 1    0.370889564776                 0      0.0680801537       5.098790731
    "BPM.28L3.B1"    "BPMYB.5L2.B1"       2176.778704            28.288                 1    0.518869102039                 0      0.2140291877       5.244739765
    "BPM.27L3.B1"    "BPMYB.5L2.B1"        2230.22722            28.288                 1    0.632211385266                 0      0.3288633817       5.359573959
    "BPM.26L3.B1"    "BPMYB.5L2.B1"       2283.675735            28.288                 1    0.760752884867                 0      0.4586268207       5.489337398
    "BPM.25L3.B1"    "BPMYB.5L2.B1"       2337.124251            28.288                 1    0.875587611592                 0      0.5739001457       5.604610723
    "BPM.24L3.B1"    "BPMYB.5L2.B1"       2390.572767            28.288                 1   0.0222636350214                 0      0.7198299387       5.750540516
    "BPM.23L3.B1"    "BPMYB.5L2.B1"       2444.021283            28.288                 1    0.134160831923                 0      0.8341752407       5.864885818
    "BPM.22L3.B1"    "BPMYB.5L2.B1"       2497.469799            28.288                 1    0.263203714838                 0      0.9639730057       5.994683583
    "BPM.21L3.B1"    "BPMYB.5L2.B1"       2550.918315            28.288                 1    0.377817009626                 0      0.0797405997       6.110451177
    "BPM.20L3.B1"    "BPMYB.5L2.B1"       2604.366831            28.288                 1     0.52689284942                 0      0.2264825107       6.257193088
    "BPM.19L3.B1"    "BPMYB.5L2.B1"       2657.815347            28.288                 1    0.644371356675                 0      0.3381502227         6.3688608
    "BPM.18L3.B1"    "BPMYB.5L2.B1"       2711.263863            28.288                 1    0.763716843517                 0      0.4642426367       6.494953214
    "BPM.17L3.B1"    "BPMYB.5L2.B1"       2764.712379            28.288                 1    0.887491601102                 0      0.5800427727        6.61075335
    "BPM.16L3.B1"    "BPMYB.5L2.B1"       2818.160894            28.288                 1   0.0280663402034                 0      0.7267752727        6.75748585
    "BPM.15L3.B1"    "BPMYB.5L2.B1"        2871.60941            28.288                 1    0.146418378135                 0      0.8384122267       6.869122804
    "BPM.14L3.B1"    "BPMYB.5L2.B1"       2925.057926            28.288                 1    0.117299391723                 0      0.9645122117       6.995222789
    "BPM.13L3.B1"    "BPMYB.5L2.B1"       2978.506442            28.288                 1    0.388064480464                 0      0.0803450047       7.111055582
    "BPM.12L3.B1"    "BPMYB.5L2.B1"       3031.954958            28.288                 1    0.528022981713                 0      0.2255930557       7.256303633
    "BPM.11L3.B1"    "BPMYB.5L2.B1"       3085.403474            28.288                 1    0.663698901687                 0      0.3502002697       7.380910847
    "BPM.10L3.B1"    "BPMYB.5L2.B1"       3138.184185            28.288                 1    0.795002057143                 0      0.4914641407       7.522174718
     "BPM.9L3.B1"    "BPMYB.5L2.B1"       3177.249195            28.288                 1    0.855333321279                 0      0.5528121917       7.583522769
     "BPM.8L3.B1"    "BPMYB.5L2.B1"       3217.712206            28.288                 1    0.938922647116                 0      0.6337067777       7.664417355
     "BPM.7L3.B1"    "BPMYB.5L2.B1"       3256.776216            28.288                 1  0.00468325849539                 0      0.6964560547       7.727166632
     "BPM.6L3.B1"    "BPMYB.5L2.B1"       3329.415216            28.288                 1    0.106651500428                 0      0.8099136467       7.840624224
  "BPMWG.A5L3.B1"    "BPMYB.5L2.B1"       3371.119716            28.288                 1    0.171598004582                 0      0.8642155927        7.89492617
    "BPMW.5L3.B1"    "BPMYB.5L2.B1"       3400.089716            28.288                 1    0.252739875127                 0      0.9424662427        7.97317682
   "BPMWE.4L3.B1"    "BPMYB.5L2.B1"       3475.217716            28.288                 1      0.3484858403                 0      0.0441729547       8.074883532
    "BPMW.4L3.B1"    "BPMYB.5L2.B1"       3502.762716            28.288                 1    0.366591105072                 0      0.0598495627        8.09056014
    "BPMW.4R3.B1"    "BPMYB.5L2.B1"       3547.727716            28.288                 1    0.448029626498                 0      0.1339873337       8.164697911
   "BPMWE.4R3.B1"    "BPMYB.5L2.B1"       3575.272716            28.288                 1    0.583503013045                 0      0.2872832897       8.317993867
    "BPMW.5R3.B1"    "BPMYB.5L2.B1"       3650.400716            28.288                 1    0.715492810082                 0      0.4103376627        8.44104824
  "BPMWJ.A5R3.B1"    "BPMYB.5L2.B1"       3679.118716            28.288                 1    0.724772344122                 0      0.4221900447       8.452900622
   "BPMWC.6R3.B1"    "BPMYB.5L2.B1"       3718.936716            28.288                 1    0.771367160134                 0      0.4657919717       8.496502549
    "BPMR.6R3.B1"    "BPMYB.5L2.B1"       3731.015216            28.288                 1    0.810144439822                 0      0.5049815287       8.535692106
     "BPM.8R3.B1"    "BPMYB.5L2.B1"       3825.903227            28.288                 1    0.119302100687                 0      0.8142083777       8.844918955
     "BPM.9R3.B1"    "BPMYB.5L2.B1"       3864.968238            28.288                 1    0.216827745554                 0      0.9124357117       8.943146289
    "BPM.10R3.B1"    "BPMYB.5L2.B1"       3905.431248            28.288                 1    0.287975398393                 0      0.9836687397       9.014379317
    "BPM.11R3.B1"    "BPMYB.5L2.B1"       3958.211959            28.288                 1    0.385295619762                 0      0.0779467287       9.108657306
    "BPM.12R3.B1"    "BPMYB.5L2.B1"       4012.935475            28.288                 1    0.490659719213                 0      0.1851465347       9.215857112
    "BPM.13R3.B1"    "BPMYB.5L2.B1"       4066.383991            28.288                 1    0.602638450226                 0      0.3040594587       9.334770036
    "BPM.14R3.B1"    "BPMYB.5L2.B1"       4119.832506            28.288                 1    0.711518128414                 0      0.4128812147       9.443591792
    "BPM.15R3.B1"    "BPMYB.5L2.B1"       4173.281022            28.288                 1    0.849342328277                 0      0.5480453587       9.578755936
    "BPM.16R3.B1"    "BPMYB.5L2.B1"       4226.729538            28.288                 1    0.223367821997                 0      0.6674234927        9.69813407
    "BPM.17R3.B1"    "BPMYB.5L2.B1"       4280.178054            28.288                 1   0.0805029139544                 0      0.8043311517       9.835041729
    "BPM.18R3.B1"    "BPMYB.5L2.B1"        4333.62657            28.288                 1    0.220331605956                 0      0.9131510557       9.943861633
    "BPM.19R3.B1"    "BPMYB.5L2.B1"       4387.075086            28.288                 1    0.353936767534                 0      0.0483364727       10.07904705
    "BPM.20R3.B1"    "BPMYB.5L2.B1"       4440.523602            28.288                 1    0.476947236566                 0      0.1677174627       10.19842804
    "BPM.21R3.B1"    "BPMYB.5L2.B1"       4493.972118            28.288                 1     0.21204134419                 0      0.3046034427       10.33531402
    "BPM.22R3.B1"    "BPMYB.5L2.B1"       4547.420634            28.288                 1    0.719517296946                 0      0.4134209227        10.4441315
    "BPM.23R3.B1"    "BPMYB.5L2.B1"        4600.86915            28.288                 1    0.856705795649                 0      0.5477586327       10.57846921
    "BPM.24R3.B1"    "BPMYB.5L2.B1"       4654.317666            28.288                 1    0.757217979605                 0      0.6694929627       10.70020354
    "BPM.25R3.B1"    "BPMYB.5L2.B1"       4707.766181            28.288                 1    0.112364283005                 0      0.8100039327       10.84071451
    "BPM.26R3.B1"    "BPMYB.5L2.B1"       4761.214697            28.288                 1     0.13130826911                 0      0.9186500627       10.94936064
    "BPM.27R3.B1"    "BPMYB.5L2.B1"       4814.663213            28.288                 1    0.363635059939                 0      0.0534980027       11.08420858
    "BPM.28R3.B1"    "BPMYB.5L2.B1"       4868.111729            28.288                 1    0.474424797898                 0      0.1754213127       11.20613189
    "BPM.29R3.B1"    "BPMYB.5L2.B1"       4921.560245            28.288                 1    0.616917833597                 0      0.3153830327       11.34609361
    "BPM.30R3.B1"    "BPMYB.5L2.B1"       4975.008761            28.288                 1    0.723788555339                 0      0.4238874327       11.45459801
    "BPM.31R3.B1"    "BPMYB.5L2.B1"       5028.457277            28.288                 1    0.867595956792                 0      0.5592614027       11.58997198
    "BPM.32R3.B1"    "BPMYB.5L2.B1"       5081.905793            28.288                 1    0.976302393912                 0      0.6813381627       11.71204874
    "BPM.33R3.B1"    "BPMYB.5L2.B1"       5135.354309            28.288                 1    0.118575815654                 0      0.8207416127       11.85145219
    "BPM.34R3.B1"    "BPMYB.5L2.B1"       5188.802825            28.288                 1    0.228169026517                 0      0.9291345527       11.95984513
    "BPM.33L4.B1"    "BPMYB.5L2.B1"        5242.25134            28.288                 1    0.371631845788                 0      0.0650480027       12.09575858
    "BPM.32L4.B1"    "BPMYB.5L2.B1"       5295.699856            28.288                 1    0.495061823839                 0      0.1872417027       12.21795228
    "BPM.31L4.B1"    "BPMYB.5L2.B1"       5349.148372            28.288                 1    0.626669164419                 0      0.3260807727       12.35679135
    "BPM.30L4.B1"    "BPMYB.5L2.B1"       5402.596888            28.288                 1    0.730308914435                 0      0.4343929027       12.46510348
    "BPM.29L4.B1"    "BPMYB.5L2.B1"       5456.045404            28.288                 1    0.874291764026                 0      0.5708568127       12.60156739
    "BPM.28L4.B1"    "BPMYB.5L2.B1"        5509.49392            28.288                 1    0.996940187326                 0      0.6931302027       12.72384078
    "BPM.27L4.B1"    "BPMYB.5L2.B1"       5562.942436            28.288                 1    0.134975852795                 0      0.8314016927       12.86211227
    "BPM.26L4.B1"    "BPMYB.5L2.B1"       5616.390952            28.288                 1    0.236185632236                 0      0.9396639427       12.97037452
    "BPM.25L4.B1"    "BPMYB.5L2.B1"       5669.839468            28.288                 1    0.384976985275                 0      0.0766867227        13.1073973
    "BPM.24L4.B1"    "BPMYB.5L2.B1"       5723.287984            28.288                 1    0.496300315551                 0      0.1990020327       13.22971261
    "BPM.23L4.B1"    "BPMYB.5L2.B1"         5776.7365            28.288                 1    0.639475116228                 0      0.3367056027       13.36741618
    "BPM.22L4.B1"    "BPMYB.5L2.B1"       5830.185015            28.288                 1    0.757896897172                 0      0.4449490727       13.47565965
    "BPM.21L4.B1"    "BPMYB.5L2.B1"       5883.633531            28.288                 1    0.884821059554                 0      0.5825364827       13.61324706
    "BPM.20L4.B1"    "BPMYB.5L2.B1"       5937.082047            28.288                 1  0.00913234190939                 0      0.7018093627       13.73251994
    "BPM.19L4.B1"    "BPMYB.5L2.B1"       5990.530563            28.288                 1    0.140673940077                 0      0.8363093727       13.86701995
    "BPM.18L4.B1"    "BPMYB.5L2.B1"       6043.979079            28.288                 1    0.252149409051                 0      0.9452217827       13.97593236
    "BPM.17L4.B1"    "BPMYB.5L2.B1"       6097.427595            28.288                 1    0.388519990022                 0      0.0828313927       14.11354197
    "BPM.16L4.B1"    "BPMYB.5L2.B1"       6150.876111            28.288                 1    0.500873986074                 0      0.2020991227        14.2328097
    "BPM.15L4.B1"    "BPMYB.5L2.B1"       6204.324627            28.288                 1    0.641260182323                 0      0.3365784227         14.367289
    "BPM.14L4.B1"    "BPMYB.5L2.B1"       6257.773143            28.288                 1    0.748882246539                 0      0.4454953027       14.47620588
    "BPM.13L4.B1"    "BPMYB.5L2.B1"       6311.221659            28.288                 1    0.887019731805                 0      0.5831263327       14.61383691
    "BPM.12L4.B1"    "BPMYB.5L2.B1"       6364.670174            28.288                 1   0.0203739653384                 0      0.7042427327       14.73495331
    "BPM.11L4.B1"    "BPMYB.5L2.B1"        6418.11869            28.288                 1    0.145251025323                 0      0.8418959027       14.87260648
    "BPM.10L4.B1"    "BPMYB.5L2.B1"       6469.957401            28.288                 1    0.254874332502                 0      0.9513244027       14.98203498
     "BPM.9L4.B1"    "BPMYB.5L2.B1"       6509.022412            28.288                 1    0.383004598288                 0      0.0774446927       15.10815527
     "BPM.8L4.B1"    "BPMYB.5L2.B1"       6549.485422            28.288                 1    0.505430618969                 0      0.2164409127       15.24715149
     "BPM.7L4.B1"    "BPMYB.5L2.B1"       6588.549433            28.288                 1    0.680797754006                 0      0.3878337227        15.4185443
   "BPMYB.6L4.B1"    "BPMYB.5L2.B1"       6685.153433            28.288                 1    0.832431563692                 0      0.5223243327       15.55303491
   "BPMYA.5L4.B1"    "BPMYB.5L2.B1"       6722.153433            28.288                 1    0.852955515086                 0      0.5483317427       15.57904232
  "BPMWI.A5L4.B1"    "BPMYB.5L2.B1"       6798.755933            28.288                 1    0.891244799835                 0      0.5804088127       15.61111939
  "BPMWA.B5L4.B1"    "BPMYB.5L2.B1"       6824.619933            28.288                 1    0.901107426778                 0      0.5941245527       15.62483513
  "BPMWA.A5L4.B1"    "BPMYB.5L2.B1"       6833.504933            28.288                 1    0.910948995504                 0      0.5992103327       15.62992091
  "BPMWA.A5R4.B1"    "BPMYB.5L2.B1"       6881.553933            28.288                 1    0.940910411709                 0      0.6299937427       15.66070432
  "BPMWA.B5R4.B1"    "BPMYB.5L2.B1"       6890.438933            28.288                 1    0.944651498099                 0      0.6362476527       15.66695823
   "BPMYB.5R4.B1"    "BPMYB.5L2.B1"       6992.829433            28.288                 1   0.0251577013614                 0      0.7137689927       15.74447957
   "BPMYA.6R4.B1"    "BPMYB.5L2.B1"       7024.393433            28.288                 1   0.0414222449174                 0      0.7283219127       15.75903249
     "BPM.7R4.B1"    "BPMYB.5L2.B1"       7120.909433            28.288                 1     0.20522287904                 0      0.8954561127       15.92616669
     "BPM.8R4.B1"    "BPMYB.5L2.B1"       7158.698443            28.288                 1    0.358145407163                 0      0.0488422727       16.07955285
     "BPM.9R4.B1"    "BPMYB.5L2.B1"       7197.763454            28.288                 1    0.488246857938                 0      0.1807724527       16.21148303
    "BPM.10R4.B1"    "BPMYB.5L2.B1"       7238.226465            28.288                 1    0.646364383169                 0      0.3403756527       16.37108623
    "BPM.11R4.B1"    "BPMYB.5L2.B1"       7290.065175            28.288                 1    0.761757248815                 0      0.4575961927       16.48830677
    "BPM.12R4.B1"    "BPMYB.5L2.B1"       7344.788691            28.288                 1    0.901749360299                 0      0.5972110127       16.62792159
    "BPM.13R4.B1"    "BPMYB.5L2.B1"       7398.237207            28.288                 1  0.00901172934139                 0      0.7056794427       16.73639002
    "BPM.14R4.B1"    "BPMYB.5L2.B1"       7451.685723            28.288                 1     0.14471958378                 0      0.8377162327       16.86842681
    "BPM.15R4.B1"    "BPMYB.5L2.B1"       7505.134239            28.288                 1    0.255862347141                 0      0.9576693827       16.98837996
    "BPM.16R4.B1"    "BPMYB.5L2.B1"       7558.582755            28.288                 1    0.402878291318                 0      0.0977595627       17.12847014
    "BPM.17R4.B1"    "BPMYB.5L2.B1"       7612.031271            28.288                 1     0.52095573959                 0      0.2056524427       17.23636302
    "BPM.18R4.B1"    "BPMYB.5L2.B1"       7665.479786            28.288                 1     0.64540722801                 0      0.3376861327       17.36839671
    "BPM.19R4.B1"    "BPMYB.5L2.B1"       7718.928302            28.288                 1    0.758726133296                 0      0.4576378627       17.48834844
    "BPM.20R4.B1"    "BPMYB.5L2.B1"       7772.376818            28.288                 1    0.907840348457                 0      0.5977307327       17.62844131
    "BPM.21R4.B1"    "BPMYB.5L2.B1"       7825.825334            28.288                 1   0.0251644731804                 0      0.7056248027       17.73633538
    "BPM.22R4.B1"    "BPMYB.5L2.B1"        7879.27385            28.288                 1    0.150367092022                 0      0.8376560327       17.86836661
    "BPM.23R4.B1"    "BPMYB.5L2.B1"       7932.722366            28.288                 1    0.258889992678                 0      0.9576043627       17.98831494
    "BPM.24R4.B1"    "BPMYB.5L2.B1"       7986.170882            28.288                 1    0.404011704554                 0      0.0976964827       18.12840706
    "BPM.25R4.B1"    "BPMYB.5L2.B1"       8039.619398            28.288                 1    0.517273505415                 0      0.2055910427       18.23630162
    "BPM.26R4.B1"    "BPMYB.5L2.B1"       8093.067914            28.288                 1    0.649166279349                 0      0.3376192627       18.36832984
    "BPM.27R4.B1"    "BPMYB.5L2.B1"        8146.51643            28.288                 1    0.764658647878                 0      0.4575658727       18.48827645
    "BPM.28R4.B1"    "BPMYB.5L2.B1"       8199.964946            28.288                 1    0.899538273613                 0      0.5976612727       18.62837185
    "BPM.29R4.B1"    "BPMYB.5L2.B1"       8253.413461            28.288                 1  0.00815134899139                 0      0.7055572827       18.73626786
    "BPM.30R4.B1"    "BPMYB.5L2.B1"       8306.861977            28.288                 1    0.138791582544                 0      0.8375825027       18.86829308
    "BPM.31R4.B1"    "BPMYB.5L2.B1"       8360.310493            28.288                 1    0.257114147926                 0      0.9575273727       18.98823795
    "BPM.32R4.B1"    "BPMYB.5L2.B1"       8413.759009            28.288                 1    0.398293917557                 0      0.0976260527       19.12833663
    "BPM.33R4.B1"    "BPMYB.5L2.B1"       8467.207525            28.288                 1    0.508983527602                 0      0.2055235227        19.2362341
    "BPM.34R4.B1"    "BPMYB.5L2.B1"       8520.656041            28.288                 1    0.642030475554                 0      0.3375457327       19.36825631
    "BPM.33L5.B1"    "BPMYB.5L2.B1"       8574.104557            28.288                 1    0.750887812219                 0      0.4574888727       19.48819945
    "BPM.32L5.B1"    "BPMYB.5L2.B1"       8627.553073            28.288                 1    0.894159079878                 0      0.5975908327       19.62830141
    "BPM.31L5.B1"    "BPMYB.5L2.B1"       8681.001589            28.288                 1   0.0111222926864                 0      0.7054897627       19.73620034
    "BPM.30L5.B1"    "BPMYB.5L2.B1"       8734.450105            28.288                 1    0.141746777671                 0      0.8375089727       19.86821955
    "BPM.29L5.B1"    "BPMYB.5L2.B1"        8787.89862            28.288                 1    0.251625741481                 0      0.9574503827       19.98816096
    "BPM.28L5.B1"    "BPMYB.5L2.B1"       8841.347136            28.288                 1    0.393056982991                 0      0.0975556127       20.12826619
    "BPM.27L5.B1"    "BPMYB.5L2.B1"       8894.795652            28.288                 1    0.511500921003                 0      0.2054560027       20.23616658
    "BPM.26L5.B1"    "BPMYB.5L2.B1"       8948.244168            28.288                 1    0.638019495213                 0      0.3374722127       20.36818279
    "BPM.25L5.B1"    "BPMYB.5L2.B1"       9001.692684            28.288                 1    0.999057288697                 0      0.4574118827       20.48812246
    "BPM.24L5.B1"    "BPMYB.5L2.B1"         9055.1412            28.288                 1    0.890991715733                 0      0.5975204027       20.62823098
    "BPM.23L5.B1"    "BPMYB.5L2.B1"       9108.589716            28.288                 1  0.00355658342539                 0      0.7054222427       20.73613282
    "BPM.22L5.B1"    "BPMYB.5L2.B1"       9162.038232            28.288                 1    0.137221028944                 0      0.8374354527       20.86814603
    "BPM.21L5.B1"    "BPMYB.5L2.B1"       9215.486748            28.288                 1     0.25563725033                 0      0.9573733827       20.98808396
    "BPM.20L5.B1"    "BPMYB.5L2.B1"       9268.935264            28.288                 1    0.390685090638                 0      0.0974863427       21.12819692
    "BPM.19L5.B1"    "BPMYB.5L2.B1"       9322.383779            28.288                 1    0.506348097734                 0      0.2053922627       21.23610284
    "BPM.17L5.B1"    "BPMYB.5L2.B1"       9429.280811            28.288                 1     0.76012026689                 0      0.4573418627       21.48805244
    "BPM.16L5.B1"    "BPMYB.5L2.B1"       9482.729327            28.288                 1    0.893555063964                 0      0.5974575127       21.62816809
    "BPM.15L5.B1"    "BPMYB.5L2.B1"       9536.177843            28.288                 1  0.00949744096839                 0      0.7053646227        21.7360752
    "BPM.14L5.B1"    "BPMYB.5L2.B1"       9589.626359            28.288                 1    0.142183250785                 0      0.8373752627       21.86808584
    "BPM.13L5.B1"    "BPMYB.5L2.B1"       9643.074875            28.288                 1    0.244259721673                 0      0.9573103527       21.98802093
