@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ Q1 %le 0.309858442458
@ Q2 %le 0.31942165071
@ RMSbetabeat %le 1.86348691228
@ RescalingFactor %le 1.01975129399
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.linx"
*            NAME                 S             COUNT              BETX           BETXSTD           BETXMDL            MUXMDL           BETXRES        BETXSTDRES
$              %s               %le               %le               %le               %le               %le               %le               %le               %le
    "BPM.25L3.B1"       2337.124251                 1     35.4505012803               0.0       33.11652639       5.604014482      36.150694553               0.0
    "BPM.24L3.B1"       2390.572767                 1     173.480952141               0.0       170.3729992       5.741694333     176.907425427               0.0
    "BPM.23L3.B1"       2444.021283                 1     34.6696607181               0.0       33.11647824       5.856801501     35.3544313793               0.0
    "BPM.22L3.B1"       2497.469799                 1     176.907326219               0.0       170.3757561       5.994479976     180.401474827               0.0
    "BPM.21L3.B1"       2550.918315                 1     33.6579590763               0.0       33.11650764       6.109585946     34.3227473209               0.0
    "BPM.20L3.B1"       2604.366831                 1     168.692566569               0.0       168.7740195       6.248110946     172.024463044               0.0
    "BPM.19L3.B1"       2657.815347                 1     33.6913420921               0.0       34.54002499       6.360982089     34.3567896945               0.0
    "BPM.18L3.B1"       2711.263863                 1     182.937758271               0.0       170.4266924       6.494760431     186.551015716               0.0
    "BPM.17L3.B1"       2764.712379                 1     37.6096432652               0.0       33.11556542       6.609873695      38.352482386               0.0
    "BPM.16L3.B1"       2818.160894                 1     167.817133447               0.0       168.7871945       6.748394012     171.131738985               0.0
    "BPM.15L3.B1"        2871.60941                 1     37.7282321079               0.0       34.54096274       6.861257971     38.4734135118               0.0
    "BPM.14L3.B1"       2925.057926                 1  0.00578132080821               0.0       170.4135122       6.995040774  0.00589550937512               0.0
    "BPM.13L3.B1"       2978.506442                 1     35.1075585136               0.0       33.11463215       7.110161452     35.8009782229               0.0
    "BPM.12L3.B1"       3031.954958                 1     185.315876951               0.0       171.5175732       7.247251311     188.976105317               0.0
    "BPM.11L3.B1"       3085.403474                 1     28.4665576081               0.0        28.2592413       7.373708861     29.0288089562               0.0
    "BPM.10L3.B1"       3138.184185                 1     178.476947862               0.0       172.7569671       7.522788108     182.002098529               0.0
     "BPM.9L3.B1"       3177.249195                 1     54.0714277776               0.0       54.93815126       7.583724784     55.1394084439               0.0
     "BPM.8L3.B1"       3217.712206                 1     174.988250762               0.0       175.5991319       7.660416551     178.444495147               0.0
     "BPM.7L3.B1"       3256.776216                 1      57.834113999               0.0       58.10046323       7.719364003      58.976412587               0.0
     "BPM.6L3.B1"       3329.415216                 1     202.441551306               0.0       206.7756234       7.831510896       206.4400339               0.0
  "BPMWG.A5L3.B1"       3371.119716                 1     60.8035203922               0.0       68.26217692       7.888594994     62.0044685988               0.0
    "BPMW.5L3.B1"       3400.089716                 1     47.8477543159               0.0       56.59279169       7.971952656     48.7928093779               0.0
   "BPMWE.4L3.B1"       3475.217716                 1      247.75079409               0.0       272.6641978        8.07532486     252.644192859               0.0
    "BPMW.4L3.B1"       3502.762716                 1     241.807927428               0.0       250.6035005       8.090528029     246.583946891               0.0
    "BPMW.4R3.B1"       3547.727716                 1     44.1573791138               0.0       44.32448505       8.160679045     45.0295444903               0.0
   "BPMWE.4R3.B1"       3575.272716                 1     28.2706140481               0.0       30.72266468       8.308322669     28.8289952573               0.0
    "BPMW.5R3.B1"       3650.400716                 1     310.262345186               0.0       347.6581685       8.437850831     316.390427978               0.0
  "BPMWJ.A5R3.B1"       3679.118716                 1     268.799453617               0.0       302.5649998       8.450477678     274.108590649               0.0
   "BPMWC.6R3.B1"       3718.936716                 1     60.3691478771               0.0       64.79675564       8.496370937     61.5615166645               0.0
    "BPMR.6R3.B1"       3731.015216                 1     37.7829525122               0.0       39.70879417       8.536481749     38.5292147149               0.0
     "BPM.8R3.B1"       3825.903227                 1     31.8494891384               0.0        35.2651492       8.835957198     32.4785577617               0.0
     "BPM.9R3.B1"       3864.968238                 1     122.472376136               0.0       128.5117235       8.940088827     124.891364042               0.0
    "BPM.10R3.B1"       3905.431248                 1     52.7290959288               0.0       54.67179092       9.014821952     53.7705638041               0.0
    "BPM.11R3.B1"       3958.211959                 1     189.790536219               0.0       183.5210003       9.107876696     193.539144896               0.0
    "BPM.12R3.B1"       4012.935475                 1     49.7947073308               0.0       42.56129302       9.208659941     50.7782172342               0.0
    "BPM.13R3.B1"       4066.383991                 1     181.279973143               0.0       170.7795851       9.325472939     184.860487186               0.0
    "BPM.14R3.B1"       4119.832506                 1     32.2483399804               0.0       33.11851399       9.440563908     32.8852864238               0.0
    "BPM.15R3.B1"       4173.281022                 1     167.742599687               0.0       168.7497879       9.579096744     171.055733087               0.0
    "BPM.16R3.B1"       4226.729538                 1     28.2437965682               0.0       34.53801546       9.691981666     28.8016480974               0.0
    "BPM.17R3.B1"       4280.178054                 1     129.941712166               0.0       170.4508792       9.825752567     132.508229123               0.0
    "BPM.18R3.B1"        4333.62657                 1      33.231903437               0.0       33.11755551        9.94085164     33.8882765315               0.0
    "BPM.19R3.B1"       4387.075086                 1      174.35368075               0.0        168.762939       10.07937985     177.797391556               0.0
    "BPM.20R3.B1"       4440.523602                 1     36.9129862882               0.0       34.53896949       10.19225756     37.6420655322               0.0
    "BPM.21R3.B1"       4493.972118                 1     205.860405547               0.0       170.4377228       10.32603287     209.926414937               0.0
    "BPM.22R3.B1"       4547.420634                 1     31.3459530756               0.0       33.11660593       10.44113938       31.96507621               0.0
    "BPM.23R3.B1"        4600.86915                 1     176.880379996               0.0       170.3751177       10.57881784     180.373996382               0.0
    "BPM.24R3.B1"       4654.317666                 1     11.4032168113               0.0        33.1163837       10.69392434      11.628445099               0.0
    "BPM.25R3.B1"       4707.766181                 1     177.174164053               0.0       170.3736653       10.83160423     180.673583054               0.0
    "BPM.26R3.B1"       4761.214697                 1     18.7824084273               0.0       33.11661706       10.94671083     19.1533852979               0.0
    "BPM.27R3.B1"       4814.663213                 1     179.703465426               0.0       170.3750681       11.08438929     183.252841402               0.0
    "BPM.28R3.B1"       4868.111729                 1     36.9082767346               0.0       33.11637287       11.19949583     37.6372629589               0.0
    "BPM.29R3.B1"       4921.560245                 1     193.303423425               0.0       170.3737166       11.33717572     197.121416169               0.0
    "BPM.30R3.B1"       4975.008761                 1     32.8764761396               0.0       33.11662759       11.45228227      33.525829085               0.0
    "BPM.31R3.B1"       5028.457277                 1     185.688149849               0.0       170.3750152       11.58996073     189.355731087               0.0
    "BPM.32R3.B1"       5081.905793                 1     34.2878426516               0.0       33.11636264       11.70506732     34.9650719119               0.0
    "BPM.33R3.B1"       5135.354309                 1     166.062857066               0.0       170.3737711       11.84274721     169.342813376               0.0
    "BPM.34R3.B1"       5188.802825                 1     33.3872014519               0.0       33.11663749       11.95785372     34.0466418832               0.0
    "BPM.33L4.B1"        5242.25134                 1     175.122068471               0.0       170.3749591       12.09553218     178.580955928               0.0
    "BPM.32L4.B1"       5295.699856                 1     33.4341659077               0.0       33.11635308       12.21063881     34.0945339477               0.0
    "BPM.31L4.B1"       5349.148372                 1     177.661231329               0.0       170.3738287       12.34831869     181.170270539               0.0
    "BPM.30L4.B1"       5402.596888                 1     33.1045779725               0.0       33.11664671       12.46342516     33.7584362243               0.0
    "BPM.29L4.B1"       5456.045404                 1     182.850846992               0.0       170.3749002       12.60110363     186.462387826               0.0
    "BPM.28L4.B1"        5509.49392                 1     32.5746877292               0.0       33.11634423        12.7162103     33.2180799631               0.0
    "BPM.27L4.B1"       5562.942436                 1      175.07416152               0.0       170.3738889       12.85389018     178.532102754               0.0
    "BPM.26L4.B1"       5616.390952                 1     32.7301798511               0.0       33.11665519        12.9689966     33.3766432555               0.0
    "BPM.25L4.B1"       5669.839468                 1        172.402226               0.0       170.3748387       13.10667508      175.80739305               0.0
    "BPM.24L4.B1"       5723.287984                 1     34.4831666422               0.0       33.11633612       13.22178179     35.1642538041               0.0
    "BPM.23L4.B1"         5776.7365                 1     171.792614988               0.0       170.3739515       13.35946166     175.185741431               0.0
    "BPM.22L4.B1"       5830.185015                 1     33.6923909041               0.0        33.1166629       13.47456804     34.3578592219               0.0
    "BPM.21L4.B1"       5883.633531                 1     177.454861099               0.0        170.374775       13.61224654      180.95982423               0.0
    "BPM.20L4.B1"       5937.082047                 1     35.0877211682               0.0        34.5523301       13.72445156     35.7807490643               0.0
    "BPM.19L4.B1"       5990.530563                 1     172.593580266               0.0       168.8189486       13.85904485      176.00252681               0.0
    "BPM.18L4.B1"       6043.979079                 1     32.7281525642               0.0       33.10237926        13.9748551     33.3745759271               0.0
    "BPM.17L4.B1"       6097.427595                 1      178.93771814               0.0       170.3873833       14.11252694     182.471969617               0.0
    "BPM.16L4.B1"       6150.876111                 1     38.4109550862               0.0       34.55213024       14.22472735     39.1696211524               0.0
    "BPM.15L4.B1"       6204.324627                 1     174.842061992               0.0       168.8063453       14.35932787     178.295418959               0.0
    "BPM.14L4.B1"       6257.773143                 1     34.0579759152               0.0       33.10258368       14.47514296       34.73066501               0.0
    "BPM.13L4.B1"       6311.221659                 1     182.599653195               0.0       170.3999817       14.61280733     186.206232627               0.0
    "BPM.12L4.B1"       6364.670174                 1     35.2498334481               0.0       33.66441246       14.72676903     35.9460632715               0.0
    "BPM.11L4.B1"        6418.11869                 1     169.745703333               0.0       166.5763012       14.86492988     173.098400622               0.0
    "BPM.10L4.B1"       6469.957401                 1     35.4204319606               0.0       31.52780044       14.98126706     36.1200313253               0.0
     "BPM.9L4.B1"       6509.022412                 1     109.569718155               0.0        111.000041       15.10739803      111.73386187               0.0
     "BPM.8L4.B1"       6549.485422                 1     24.6871334917               0.0       21.02823162       15.23843666      25.174736323               0.0
     "BPM.7L4.B1"       6588.549433                 1     96.0478391351               0.0       103.4394451       15.41380548     97.9449082426               0.0
   "BPMYB.6L4.B1"       6685.153433                 1     117.176429263               0.0       134.8490532       15.55382553     119.490815366               0.0
   "BPMYA.5L4.B1"       6722.153433                 1     398.303148356               0.0       431.6814919       15.57941125     406.170150934               0.0
  "BPMWI.A5L4.B1"       6798.755933                 1     284.873870205               0.0       315.6044425        15.6113604     290.500497765               0.0
  "BPMWA.B5L4.B1"       6824.619933                 1     259.580173453               0.0       277.6303821       15.62528443     264.707217772               0.0
  "BPMWA.A5L4.B1"       6833.504933                 1      240.46233875               0.0       266.1917904       15.63048707     245.211781095               0.0
  "BPMWA.A5R4.B1"       6881.553933                 1     194.662989022               0.0       218.5680628       15.66240457     198.507834946               0.0
  "BPMWA.B5R4.B1"       6890.438933                 1     187.415017463               0.0       212.3939333       15.66896959     191.116706571               0.0
   "BPMYB.5R4.B1"       6992.829433                 1     202.227918556               0.0       217.2561595       15.75149725     206.222181627               0.0
   "BPMYA.6R4.B1"       7024.393433                 1      447.26289119               0.0       486.1398227       15.76697937     456.096912043               0.0
     "BPM.7R4.B1"       7120.909433                 1     23.4905856246               0.0       22.79889128       15.93450269     23.9545550872               0.0
     "BPM.8R4.B1"       7158.698443                 1     114.043508388               0.0       113.0607275       16.07991314     116.296015249               0.0
     "BPM.9R4.B1"       7197.763454                 1     18.5328697416               0.0        18.5713731       16.21624484     18.8989179002               0.0
    "BPM.10R4.B1"       7238.226465                 1     159.793472206               0.0       152.1990454        16.3816195     162.949600052               0.0
    "BPM.11R4.B1"       7290.065175                 1     34.9145606494               0.0       34.70392971       16.49278171     35.6041684012               0.0
    "BPM.12R4.B1"       7344.788691                 1     163.682562197               0.0        170.420853        16.6284393     166.915504604               0.0
    "BPM.13R4.B1"       7398.237207                 1     32.8285324945               0.0       33.47884206       16.74286491     33.4769384909               0.0
    "BPM.14R4.B1"       7451.685723                 1     179.704136704               0.0       171.6773885       16.87901446     183.253525938               0.0
    "BPM.15R4.B1"       7505.134239                 1     36.0549682231               0.0       33.49086865       16.99285025     36.7671005001               0.0
    "BPM.16R4.B1"       7558.582755                 1     171.452956465               0.0       171.6764447       17.12900082     174.839374213               0.0
    "BPM.17R4.B1"       7612.031271                 1     37.0849208287               0.0       33.49130626       17.24283608     37.8173960025               0.0
    "BPM.18R4.B1"       7665.479786                 1     175.068817261               0.0       171.6773889       17.37898495     178.526652938               0.0
    "BPM.19R4.B1"       7718.928302                 1     34.4618741877               0.0        33.4908687       17.49282073     35.1425407961               0.0
    "BPM.20R4.B1"       7772.376818                 1     171.015769445               0.0       171.6764442        17.6289713     174.393552184               0.0
    "BPM.21R4.B1"       7825.825334                 1     32.7928361695               0.0       33.49130622       17.74280656     33.4405371172               0.0
    "BPM.22R4.B1"        7879.27385                 1     177.162504059               0.0       171.6773894       17.87895543      180.66169276               0.0
    "BPM.23R4.B1"       7932.722366                 1      34.665524083               0.0       33.49177445       17.99278936     35.3502130403               0.0
    "BPM.24R4.B1"       7986.170882                 1     162.123667616               0.0       171.6788307       18.12893623     165.325819837               0.0
    "BPM.25R4.B1"       8039.619398                 1     37.1681501973               0.0       33.49132722       18.24277051     37.9022692587               0.0
    "BPM.26R4.B1"       8093.067914                 1     183.889276404               0.0       171.6773888       18.37891937     187.521327563               0.0
    "BPM.27R4.B1"        8146.51643                 1     34.1549002722               0.0       33.49177437       18.49275331     34.8295037485               0.0
    "BPM.28R4.B1"       8199.964946                 1     174.354663979               0.0       171.6788313       18.62890018     177.798394205               0.0
    "BPM.29R4.B1"       8253.413461                 1     33.8799545999               0.0        33.4913273       18.74273446     34.5491275435               0.0
    "BPM.30R4.B1"       8306.861977                 1     177.580368687               0.0       171.6773882       18.87888332     181.087810755               0.0
    "BPM.31R4.B1"       8360.310493                 1     37.8383879218               0.0        33.4917743       18.99271725     38.5857450456               0.0
    "BPM.32R4.B1"       8413.759009                 1     166.893628975               0.0       171.6788318       19.12886413     170.189994105               0.0
    "BPM.33R4.B1"       8467.207525                 1     31.3520661188               0.0       33.49132738        19.2426984     31.9713099937               0.0
    "BPM.34R4.B1"       8520.656041                 1      175.93860863               0.0       171.6773877       19.37884727     179.413623812               0.0
    "BPM.33L5.B1"       8574.104557                 1     34.2076999831               0.0       33.49177422        19.4926812      34.883346322               0.0
    "BPM.32L5.B1"       8627.553073                 1     164.883177652               0.0       171.6788324       19.62882807     168.139833767               0.0
    "BPM.31L5.B1"       8681.001589                 1     33.2134736916               0.0       33.49132746       19.74266235     33.8694827748               0.0
    "BPM.30L5.B1"       8734.450105                 1     176.435865078               0.0       171.6773871       19.87881121     179.920701719               0.0
    "BPM.29L5.B1"        8787.89862                 1     33.3568418366               0.0       33.49177414       19.99264515     34.0156826261               0.0
    "BPM.28L5.B1"       8841.347136                 1     173.927555707               0.0        171.678833       20.12879202     177.362849992               0.0
    "BPM.27L5.B1"       8894.795652                 1     31.6904961694               0.0       33.49132754       20.24262629     32.3164244758               0.0
    "BPM.26L5.B1"       8948.244168                 1     180.550174545               0.0       171.6773865       20.37877516     184.116274121               0.0
    "BPM.25L5.B1"       9001.692684                 1     28.1592087172               0.0       33.49177406       20.49260909     28.7153895269               0.0
    "BPM.24L5.B1"         9055.1412                 1     169.612248563               0.0       171.6788335       20.62875597     172.962309948               0.0
    "BPM.23L5.B1"       9108.589716                 1     33.0445352509               0.0       33.49132762       20.74259024     33.6972075813               0.0
    "BPM.22L5.B1"       9162.038232                 1     183.917392629               0.0        171.677386       20.87873911      187.54999912               0.0
    "BPM.21L5.B1"       9215.486748                 1     34.5101715372               0.0       33.49177398       20.99257304     35.1917920807               0.0
    "BPM.20L5.B1"       9268.935264                 1     178.097999688               0.0        171.676489       21.12872111     181.615665638               0.0
    "BPM.19L5.B1"       9322.383779                 1     31.6190382579               0.0       33.49040098       21.24255822     32.2435551781               0.0
    "BPM.17L5.B1"       9429.280811                 1     37.1964980988               0.0       33.49177398       21.49254352     37.9311770679               0.0
    "BPM.16L5.B1"       9482.729327                 1     171.871152293               0.0       171.6764903       21.62869159     175.265829949               0.0
    "BPM.15L5.B1"       9536.177843                 1     34.4150640572               0.0       33.49040098        21.7425287     35.0948061049               0.0
    "BPM.14L5.B1"       9589.626359                 1     187.533996852               0.0       171.6773425       21.87868007     191.238035956               0.0
    "BPM.13L5.B1"       9643.074875                 1     36.4669901248               0.0       33.49177397       21.99251401     37.1872603675               0.0
    "BPM.12L5.B1"       9696.523391                 1     173.470562873               0.0       168.1512586       22.13049826     176.896830958               0.0
    "BPM.11L5.B1"       9749.971907                 1     36.4471113433               0.0        37.5248342        22.2382219     37.1669889543               0.0
    "BPM.10L5.B1"       9802.752617                 1     163.205127717               0.0       150.3503314       22.36968741     166.428640175               0.0
     "BPM.9L5.B1"       9841.817628                 1     21.3050901684               0.0       21.32865309       22.47730301     21.7258932677               0.0
     "BPM.8L5.B1"       9882.280639                 1     123.113316824               0.0       118.0728601       22.66146928     125.544964138               0.0
    "BPMR.7L5.B1"       9921.346649                 1     33.2680417026               0.0       30.35294283       22.76050366     33.9251285745               0.0
     "BPM.6L5.B1"       9958.240649                 1     164.683907902               0.0       176.9865915       22.86409762     167.936628182               0.0
    "BPMR.5L5.B1"       9990.140649                 1     426.985394713               0.0       462.1055391       22.88181088     435.418908771               0.0
   "BPMYA.4L5.B1"       10017.54665                 1     931.103846366               0.0       1054.043045        22.8881843     949.494352166               0.0
   "BPMWB.4L5.B1"       10038.68115                 1     1192.15704717               0.0       1315.864719       22.89098702     1215.70369149               0.0
   "BPMSY.4L5.B1"       10131.46115                 1     2330.48185186               0.0       2485.073071       22.89915642     2376.51188404               0.0
    "BPMS.2L5.B1"       10158.24665                 1     3406.29072496               0.0       3889.910817       22.90029854     3473.56937447               0.0
   "BPMSW.1L5.B1"       10168.21165                 1     1113.93888524               0.0       1162.912886       22.90113517     1135.94061964               0.0
   "BPMSW.1R5.B1"       10211.33965                 1     1141.15193545               0.0       1162.912184       23.39523136     1163.69116281               0.0
    "BPMS.2R5.B1"       10221.30465                 1     348.729434902               0.0       1466.574275       23.39630629     355.617292492               0.0
   "BPMWB.4R5.B1"       10340.87015                 1     788.408422162               0.0       817.3344555        23.4051606     803.980508689               0.0
   "BPMYA.4R5.B1"       10362.00265                 1     343.220001379               0.0       369.6082815       23.41139683     349.999040528               0.0
     "BPM.5R5.B1"       10383.12065                 1     171.569821629               0.0       168.4295663       23.42488375     174.958547615               0.0
    "BPMR.6R5.B1"       10415.02065                 1     8.03261202729               0.0       8.430381443       23.58150134     8.19126650891               0.0
   "BPM_A.7R5.B1"       10449.03465                 1     139.188607172               0.0       141.2419446       23.85403894     141.937762271               0.0
     "BPM.8R5.B1"       10490.47364                 1     21.3762250617               0.0       18.49863175       23.96924729     21.7984331672               0.0
     "BPM.9R5.B1"       10529.54063                 1      102.69819846               0.0       110.3220925       24.17193213      104.72662077               0.0
    "BPM.10R5.B1"       10570.00562                 1     36.4699651005               0.0       38.03706263       24.26381535     37.1902941029               0.0
    "BPM.11R5.B1"       10622.78831                 1     195.164726006               0.0       181.7845149       24.38513182     199.019481885               0.0
    "BPM.12R5.B1"       10677.51479                 1     37.3491711767               0.0         34.790099       24.49695998     38.0868656367               0.0
    "BPM.13R5.B1"       10730.96627                 1     170.526178085               0.0       171.7494436       24.62968881     173.894290761               0.0
    "BPM.14R5.B1"       10784.41776                 1     32.8920119773               0.0       33.48864627        24.7435307     33.5416717756               0.0
    "BPM.15R5.B1"       10837.86924                 1     180.457365218               0.0       171.6886063       24.87969107      184.02163169               0.0
    "BPM.16R5.B1"       10891.32073                 1     36.8256432298               0.0       33.48817036       24.99353555     37.5529973355               0.0
    "BPM.17R5.B1"       10944.77221                 1     175.133365096               0.0       171.6923318       25.12969523     178.592475676               0.0
