@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ SEQUENCE %s "LHCB1"
@ Q1 %le 0.299858442458
@ Q2 %le 0.33142165071
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.linx"
*            NAME                 S             COUNT                 X              STDX              XMDL            MUXMDL
$              %s               %le               %le               %le               %le               %le               %le
    "BPM.15R2.B1"        840.565806                 1   -0.115779092745 1.48323969742e-08               0.0       2.072703938
    "BPM.16R2.B1"       894.0143219                 1  -0.0990586536985 1.48323969742e-08               0.0       2.207282493
    "BPM.17R2.B1"       947.4628378                 1     0.26361195477 1.48323969742e-08               0.0       2.323083936
    "BPM.18R2.B1"       1000.911354                 1    0.151423847079 1.48323969742e-08               0.0       2.460771013
    "BPM.19R2.B1"        1054.35987                 1   -0.629469496515 1.48323969742e-08               0.0       2.572979721
    "BPM.20R2.B1"       1107.808386                 1   0.0655810246076 1.48323969742e-08               0.0       2.707565464
    "BPM.21R2.B1"       1161.256901                 1   -0.177595930853 1.48323969742e-08               0.0       2.823371809
    "BPM.22R2.B1"       1214.705417                 1    0.327763383505 1.48323969742e-08               0.0        2.96105144
    "BPM.23R2.B1"       1268.153933                 1   -0.561154656515 1.48323969742e-08               0.0       3.076157208
    "BPM.24R2.B1"       1321.602449                 1    0.155201747705 1.48323969742e-08               0.0       3.213836773
    "BPM.25R2.B1"       1375.050965                 1   -0.267391951576 1.48323969742e-08               0.0        3.32894411
    "BPM.26R2.B1"       1428.499481                 1   0.0682223839697 1.48323969742e-08               0.0       3.466622864
    "BPM.27R2.B1"       1481.947997                 1    0.176396982455 1.48323969742e-08               0.0       3.581728657
    "BPM.28R2.B1"       1535.396513                 1  -0.0725618891076 1.48323969742e-08               0.0       3.719408284
    "BPM.29R2.B1"       1588.845029                 1   -0.400684599865 1.48323969742e-08               0.0       3.834515594
    "BPM.30R2.B1"       1642.293545                 1    0.354978977159 1.48323969742e-08               0.0       3.972194287
    "BPM.31R2.B1"        1695.74206                 1   -0.475929214471 1.48323969742e-08               0.0       4.087300109
    "BPM.32R2.B1"       1749.190576                 1   0.0188959884697 1.48323969742e-08               0.0       4.224979796
    "BPM.33R2.B1"       1802.639092                 1   -0.025917713103 1.48323969742e-08               0.0       4.340087075
    "BPM.34R2.B1"       1856.087608                 1   0.0645665236924 1.48323969742e-08               0.0        4.47776571
    "BPM.33L3.B1"       1909.536124                 1   -0.203120547042 1.48323969742e-08               0.0       4.592871563
    "BPM.32L3.B1"        1962.98464                 1   0.0965947454045 1.48323969742e-08               0.0       4.730551308
    "BPM.31L3.B1"       2016.433156                 1      -0.428398615 1.48323969742e-08               0.0       4.845658554
    "BPM.30L3.B1"       2069.881672                 1     0.10602870422 1.48323969742e-08               0.0       4.983337132
    "BPM.29L3.B1"       2123.330188                 1  -0.0379064716545 1.48323969742e-08               0.0       5.098443021
    "BPM.28L3.B1"       2176.778704                 1   0.0277664060955 1.48323969742e-08               0.0        5.23612282
    "BPM.27L3.B1"        2230.22722                 1  -0.0867706740758 1.48323969742e-08               0.0       5.351230029
    "BPM.26L3.B1"       2283.675735                 1   -0.184488553021 1.48323969742e-08               0.0       5.488908554
    "BPM.25L3.B1"       2337.124251                 1    0.346507865573 1.48323969742e-08               0.0       5.604014482
    "BPM.24L3.B1"       2390.572767                 1    0.130729520453 1.48323969742e-08               0.0       5.741694333
    "BPM.23L3.B1"       2444.021283                 1    -0.25131593993 1.48323969742e-08               0.0       5.856801501
    "BPM.22L3.B1"       2497.469799                 1  -0.0294562084273 1.48323969742e-08               0.0       5.994479976
    "BPM.21L3.B1"       2550.918315                 1    0.055205827053 1.48323969742e-08               0.0       6.109585946
    "BPM.20L3.B1"       2604.366831                 1   0.0607130851273 1.48323969742e-08               0.0       6.248110946
    "BPM.19L3.B1"       2657.815347                 1   -0.255680586898 1.48323969742e-08               0.0       6.360982089
    "BPM.18L3.B1"       2711.263863                 1   0.0429035610712 1.48323969742e-08               0.0       6.494760431
    "BPM.17L3.B1"       2764.712379                 1   -0.388029124455 1.48323969742e-08               0.0       6.609873695
    "BPM.16L3.B1"       2818.160894                 1    0.154029889303 1.48323969742e-08               0.0       6.748394012
    "BPM.15L3.B1"        2871.60941                 1    0.563415068727 1.48323969742e-08               0.0       6.861257971
    "BPM.14L3.B1"       2925.057926                 1 -0.000159985056061 1.48323969742e-08               0.0       6.995040774
    "BPM.13L3.B1"       2978.506442                 1     0.41029548435 1.48323969742e-08               0.0       7.110161452
    "BPM.12L3.B1"       3031.954958                 1    0.170512508932 1.48323969742e-08               0.0       7.247251311
    "BPM.11L3.B1"       3085.403474                 1   -0.552598901939 1.48323969742e-08               0.0       7.373708861
    "BPM.10L3.B1"       3138.184185                 1    0.135061467826 1.48323969742e-08               0.0       7.522788108
     "BPM.9L3.B1"       3177.249195                 1   -0.480453872571 1.48323969742e-08               0.0       7.583724784
     "BPM.8L3.B1"       3217.712206                 1    0.260776913067 1.48323969742e-08               0.0       7.660416551
     "BPM.7L3.B1"       3256.776216                 1   -0.247960001839 1.48323969742e-08               0.0       7.719364003
     "BPM.6L3.B1"       3329.415216                 1   -0.171495435611 1.48323969742e-08               0.0       7.831510896
  "BPMWG.A5L3.B1"       3371.119716                 1   0.0933221528333 1.48323969742e-08               0.0       7.888594994
    "BPMW.5L3.B1"       3400.089716                 1   0.0727920079621 1.48323969742e-08               0.0       7.971952656
   "BPMWE.4L3.B1"       3475.217716                 1  -0.0911403650303 1.48323969742e-08               0.0        8.07532486
    "BPMW.4L3.B1"       3502.762716                 1    0.127631090615 1.48323969742e-08               0.0       8.090528029
    "BPMW.4R3.B1"       3547.727716                 1    0.744693956474 1.48323969742e-08               0.0       8.160679045
   "BPMWE.4R3.B1"       3575.272716                 1   -0.941543111061 1.48323969742e-08               0.0       8.308322669
    "BPMW.5R3.B1"       3650.400716                 1    0.621167266338 1.48323969742e-08               0.0       8.437850831
  "BPMWJ.A5R3.B1"       3679.118716                 1   -0.583137652744 1.48323969742e-08               0.0       8.450477678
   "BPMWC.6R3.B1"       3718.936716                 1    0.298528921915 1.48323969742e-08               0.0       8.496370937
    "BPMR.6R3.B1"       3731.015216                 1    0.393189940052 1.48323969742e-08               0.0       8.536481749
     "BPM.8R3.B1"       3825.903227                 1     0.15002752497 1.48323969742e-08               0.0       8.835957198
     "BPM.9R3.B1"       3864.968238                 1   -0.182088840114 1.48323969742e-08               0.0       8.940088827
    "BPM.10R3.B1"       3905.431248                 1    0.652773347273 1.48323969742e-08               0.0       9.014821952
    "BPM.11R3.B1"       3958.211959                 1   -0.433098949546 1.48323969742e-08               0.0       9.107876696
    "BPM.12R3.B1"       4012.935475                 1    0.375152347906 1.48323969742e-08               0.0       9.208659941
    "BPM.13R3.B1"       4066.383991                 1   0.0442653986364 1.48323969742e-08               0.0       9.325472939
    "BPM.14R3.B1"       4119.832506                 1   -0.107790847995 1.48323969742e-08               0.0       9.440563908
    "BPM.15R3.B1"       4173.281022                 1  -0.0378884007606 1.48323969742e-08               0.0       9.579096744
    "BPM.16R3.B1"       4226.729538                 1  -0.0237762134985 1.48323969742e-08               0.0       9.691981666
    "BPM.17R3.B1"       4280.178054                 1  -0.0183740993788 1.48323969742e-08               0.0       9.825752567
    "BPM.18R3.B1"        4333.62657                 1    0.576149733939 1.48323969742e-08               0.0        9.94085164
    "BPM.19R3.B1"       4387.075086                 1  -0.0546714272652 1.48323969742e-08               0.0       10.07937985
    "BPM.20R3.B1"       4440.523602                 1   -0.431908322742 1.48323969742e-08               0.0       10.19225756
    "BPM.21R3.B1"       4493.972118                 1    0.227078539462 1.48323969742e-08               0.0       10.32603287
    "BPM.22R3.B1"       4547.420634                 1  0.00541212654242 1.48323969742e-08               0.0       10.44113938
    "BPM.23R3.B1"        4600.86915                 1   -0.107069063173 1.48323969742e-08               0.0       10.57881784
    "BPM.24R3.B1"       4654.317666                 1    0.214323984122 1.48323969742e-08               0.0       10.69392434
    "BPM.25R3.B1"       4707.766181                 1   -0.179558225314 1.48323969742e-08               0.0       10.83160423
    "BPM.26R3.B1"       4761.214697                 1    0.132501996148 1.48323969742e-08               0.0       10.94671083
    "BPM.27R3.B1"       4814.663213                 1    0.095349907547 1.48323969742e-08               0.0       11.08438929
    "BPM.28R3.B1"       4868.111729                 1   -0.205067341427 1.48323969742e-08               0.0       11.19949583
    "BPM.29R3.B1"       4921.560245                 1  -0.0173376966212 1.48323969742e-08               0.0       11.33717572
    "BPM.30R3.B1"       4975.008761                 1   -0.150280455095 1.48323969742e-08               0.0       11.45228227
    "BPM.31R3.B1"       5028.457277                 1  -0.0330836154333 1.48323969742e-08               0.0       11.58996073
    "BPM.32R3.B1"       5081.905793                 1    0.188581485153 1.48323969742e-08               0.0       11.70506732
    "BPM.33R3.B1"       5135.354309                 1   0.0525267520182 1.48323969742e-08               0.0       11.84274721
    "BPM.34R3.B1"       5188.802825                 1   -0.440813693761 1.48323969742e-08               0.0       11.95785372
    "BPM.33L4.B1"        5242.25134                 1    0.309009049898 1.48323969742e-08               0.0       12.09553218
    "BPM.32L4.B1"       5295.699856                 1   -0.185176429773 1.48323969742e-08               0.0       12.21063881
    "BPM.31L4.B1"       5349.148372                 1     -0.0844775096 1.48323969742e-08               0.0       12.34831869
    "BPM.30L4.B1"       5402.596888                 1   0.0577591815303 1.48323969742e-08               0.0       12.46342516
    "BPM.29L4.B1"       5456.045404                 1   0.0159035534621 1.48323969742e-08               0.0       12.60110363
    "BPM.28L4.B1"        5509.49392                 1   -0.103527095742 1.48323969742e-08               0.0        12.7162103
    "BPM.27L4.B1"       5562.942436                 1   0.0259700244803 1.48323969742e-08               0.0       12.85389018
    "BPM.26L4.B1"       5616.390952                 1   0.0199985099121 1.48323969742e-08               0.0        12.9689966
    "BPM.25L4.B1"       5669.839468                 1    0.109905355055 1.48323969742e-08               0.0       13.10667508
    "BPM.24L4.B1"       5723.287984                 1   -0.206573567606 1.48323969742e-08               0.0       13.22178179
    "BPM.23L4.B1"         5776.7365                 1  -0.0187917254197 1.48323969742e-08               0.0       13.35946166
    "BPM.22L4.B1"       5830.185015                 1   -0.093370307003 1.48323969742e-08               0.0       13.47456804
    "BPM.21L4.B1"       5883.633531                 1    0.158983890245 1.48323969742e-08               0.0       13.61224654
    "BPM.20L4.B1"       5937.082047                 1    -0.47352873003 1.48323969742e-08               0.0       13.72445156
    "BPM.19L4.B1"       5990.530563                 1    0.263842539076 1.48323969742e-08               0.0       13.85904485
    "BPM.18L4.B1"       6043.979079                 1   -0.311450528318 1.48323969742e-08               0.0        13.9748551
    "BPM.17L4.B1"       6097.427595                 1  -0.0404338183197 1.48323969742e-08               0.0       14.11252694
    "BPM.16L4.B1"       6150.876111                 1    0.336791912724 1.48323969742e-08               0.0       14.22472735
    "BPM.15L4.B1"       6204.324627                 1   -0.196121931002 1.48323969742e-08               0.0       14.35932787
    "BPM.14L4.B1"       6257.773143                 1   0.0370753011273 1.48323969742e-08               0.0       14.47514296
    "BPM.13L4.B1"       6311.221659                 1  -0.0610276023268 1.48323969742e-08               0.0       14.61280733
    "BPM.12L4.B1"       6364.670174                 1   0.0794737781955 1.48323969742e-08               0.0       14.72676903
    "BPM.11L4.B1"        6418.11869                 1   -0.134421306158 1.48323969742e-08               0.0       14.86492988
    "BPM.10L4.B1"       6469.957401                 1     0.18630900972 1.48323969742e-08               0.0       14.98126706
     "BPM.9L4.B1"       6509.022412                 1 -0.00595882973636 1.48323969742e-08               0.0       15.10739803
     "BPM.8L4.B1"       6549.485422                 1  -0.0802948877242 1.48323969742e-08               0.0       15.23843666
     "BPM.7L4.B1"       6588.549433                 1  -0.0714837591909 1.48323969742e-08               0.0       15.41380548
   "BPMYB.6L4.B1"       6685.153433                 1    0.101940007265 1.48323969742e-08               0.0       15.55382553
   "BPMYA.5L4.B1"       6722.153433                 1   0.0884630468636 1.48323969742e-08               0.0       15.57941125
  "BPMWI.A5L4.B1"       6798.755933                 1    -0.39926642748 1.48323969742e-08               0.0        15.6113604
  "BPMWA.B5L4.B1"       6824.619933                 1   -0.218407252621 1.48323969742e-08               0.0       15.62528443
  "BPMWA.A5L4.B1"       6833.504933                 1     0.09968790655 1.48323969742e-08               0.0       15.63048707
  "BPMWA.A5R4.B1"       6881.553933                 1    0.493089733398 1.48323969742e-08               0.0       15.66240457
  "BPMWA.B5R4.B1"       6890.438933                 1    0.310093981469 1.48323969742e-08               0.0       15.66896959
   "BPMYB.5R4.B1"       6992.829433                 1  -0.0408318662424 1.48323969742e-08               0.0       15.75149725
   "BPMYA.6R4.B1"       7024.393433                 1  -0.0467289216667 1.48323969742e-08               0.0       15.76697937
     "BPM.7R4.B1"       7120.909433                 1   -0.172445346108 1.48323969742e-08               0.0       15.93450269
     "BPM.8R4.B1"       7158.698443                 1    0.370603378424 1.48323969742e-08               0.0       16.07991314
     "BPM.9R4.B1"       7197.763454                 1   -0.233051550218 1.48323969742e-08               0.0       16.21624484
    "BPM.10R4.B1"       7238.226465                 1   0.0486216147724 1.48323969742e-08               0.0        16.3816195
    "BPM.11R4.B1"       7290.065175                 1    0.345791339054 1.48323969742e-08               0.0       16.49278171
    "BPM.12R4.B1"       7344.788691                 1   -0.109864216875 1.48323969742e-08               0.0        16.6284393
    "BPM.13R4.B1"       7398.237207                 1     0.15251778572 1.48323969742e-08               0.0       16.74286491
    "BPM.14R4.B1"       7451.685723                 1    0.111294296439 1.48323969742e-08               0.0       16.87901446
    "BPM.15R4.B1"       7505.134239                 1   -0.332203517791 1.48323969742e-08               0.0       16.99285025
    "BPM.16R4.B1"       7558.582755                 1    -0.06528436195 1.48323969742e-08               0.0       17.12900082
    "BPM.17R4.B1"       7612.031271                 1    0.716944189394 1.48323969742e-08               0.0       17.24283608
    "BPM.18R4.B1"       7665.479786                 1  -0.0612261531106 1.48323969742e-08               0.0       17.37898495
    "BPM.19R4.B1"       7718.928302                 1   -0.551633173712 1.48323969742e-08               0.0       17.49282073
    "BPM.20R4.B1"       7772.376818                 1     0.16050012652 1.48323969742e-08               0.0        17.6289713
    "BPM.21R4.B1"       7825.825334                 1    -0.10891638013 1.48323969742e-08               0.0       17.74280656
    "BPM.22R4.B1"        7879.27385                 1  -0.0851315721667 1.48323969742e-08               0.0       17.87895543
    "BPM.23R4.B1"       7932.722366                 1    0.223199523609 1.48323969742e-08               0.0       17.99278936
    "BPM.24R4.B1"       7986.170882                 1    0.028577353697 1.48323969742e-08               0.0       18.12893623
    "BPM.25R4.B1"       8039.619398                 1  -0.0627074267136 1.48323969742e-08               0.0       18.24277051
    "BPM.26R4.B1"       8093.067914                 1   -0.150764520703 1.48323969742e-08               0.0       18.37891937
    "BPM.27R4.B1"        8146.51643                 1    0.485969872498 1.48323969742e-08               0.0       18.49275331
    "BPM.28R4.B1"       8199.964946                 1   0.0228151737212 1.48323969742e-08               0.0       18.62890018
    "BPM.29R4.B1"       8253.413461                 1   -0.573934858409 1.48323969742e-08               0.0       18.74273446
    "BPM.30R4.B1"       8306.861977                 1    0.238520110227 1.48323969742e-08               0.0       18.87888332
    "BPM.31R4.B1"       8360.310493                 1   0.0105394438318 1.48323969742e-08               0.0       18.99271725
    "BPM.32R4.B1"       8413.759009                 1   0.0950792363485 1.48323969742e-08               0.0       19.12886413
    "BPM.33R4.B1"       8467.207525                 1   -0.320006283732 1.48323969742e-08               0.0        19.2426984
    "BPM.34R4.B1"       8520.656041                 1    0.205769843435 1.48323969742e-08               0.0       19.37884727
    "BPM.33L5.B1"       8574.104557                 1   -0.253533680417 1.48323969742e-08               0.0        19.4926812
    "BPM.32L5.B1"       8627.553073                 1     -0.0457227478 1.48323969742e-08               0.0       19.62882807
    "BPM.31L5.B1"       8681.001589                 1    0.102701815133 1.48323969742e-08               0.0       19.74266235
    "BPM.30L5.B1"       8734.450105                 1   0.0212836809742 1.48323969742e-08               0.0       19.87881121
    "BPM.29L5.B1"        8787.89862                 1     -0.1164888159 1.48323969742e-08               0.0       19.99264515
    "BPM.28L5.B1"       8841.347136                 1    0.084930216392 1.48323969742e-08               0.0       20.12879202
    "BPM.27L5.B1"       8894.795652                 1   -0.146441501739 1.48323969742e-08               0.0       20.24262629
    "BPM.26L5.B1"       8948.244168                 1   0.0971397925394 1.48323969742e-08               0.0       20.37877516
    "BPM.25L5.B1"       9001.692684                 1   -0.205642441882 1.48323969742e-08               0.0       20.49260909
    "BPM.24L5.B1"         9055.1412                 1  -0.0423894398439 1.48323969742e-08               0.0       20.62875597
    "BPM.23L5.B1"       9108.589716                 1    0.427025177361 1.48323969742e-08               0.0       20.74259024
    "BPM.22L5.B1"       9162.038232                 1    -0.13928546205 1.48323969742e-08               0.0       20.87873911
    "BPM.21L5.B1"       9215.486748                 1   -0.127893844873 1.48323969742e-08               0.0       20.99257304
    "BPM.20L5.B1"       9268.935264                 1   0.0875009676788 1.48323969742e-08               0.0       21.12872111
    "BPM.19L5.B1"       9322.383779                 1  -0.0787452737308 1.48323969742e-08               0.0       21.24255822
    "BPM.17L5.B1"       9429.280811                 1    0.419156098526 1.48323969742e-08               0.0       21.49254352
    "BPM.16L5.B1"       9482.729327                 1    0.118124539203 1.48323969742e-08               0.0       21.62869159
    "BPM.15L5.B1"       9536.177843                 1   -0.355857513056 1.48323969742e-08               0.0        21.7425287
    "BPM.14L5.B1"       9589.626359                 1    0.179715378198 1.48323969742e-08               0.0       21.87868007
    "BPM.13L5.B1"       9643.074875                 1   -0.406002519532 1.48323969742e-08               0.0       21.99251401
    "BPM.12L5.B1"       9696.523391                 1    0.254745464836 1.48323969742e-08               0.0       22.13049826
    "BPM.11L5.B1"       9749.971907                 1   0.0777421315591 1.48323969742e-08               0.0        22.2382219
    "BPM.10L5.B1"       9802.752617                 1   -0.196103707962 1.48323969742e-08               0.0       22.36968741
     "BPM.9L5.B1"       9841.817628                 1   -0.197504368477 1.48323969742e-08               0.0       22.47730301
     "BPM.8L5.B1"       9882.280639                 1   0.0820512764424 1.48323969742e-08               0.0       22.66146928
    "BPMR.7L5.B1"       9921.346649                 1    0.282961168909 1.48323969742e-08               0.0       22.76050366
     "BPM.6L5.B1"       9958.240649                 1   -0.123758524429 1.48323969742e-08               0.0       22.86409762
    "BPMR.5L5.B1"       9990.140649                 1   -0.169387449764 1.48323969742e-08               0.0       22.88181088
   "BPMYA.4L5.B1"       10017.54665                 1   -0.950495064524 1.48323969742e-08               0.0        22.8881843
   "BPMWB.4L5.B1"       10038.68115                 1     -1.8669904097 1.48323969742e-08               0.0       22.89098702
   "BPMSY.4L5.B1"       10131.46115                 1    -4.68803148182 1.48323969742e-08               0.0       22.89915642
    "BPMS.2L5.B1"       10158.24665                 1    -5.10412028939 1.48323969742e-08               0.0       22.90029854
   "BPMSW.1L5.B1"       10168.21165                 1    -2.74104832121 1.48323969742e-08               0.0       22.90113517
   "BPMSW.1R5.B1"       10211.33965                 1     2.84243515758 1.48323969742e-08               0.0       23.39523136
    "BPMS.2R5.B1"       10221.30465                 1     3.09072191212 1.48323969742e-08               0.0       23.39630629
   "BPMWB.4R5.B1"       10340.87015                 1     1.54603664242 1.48323969742e-08               0.0        23.4051606
   "BPMYA.4R5.B1"       10362.00265                 1    0.578031299518 1.48323969742e-08               0.0       23.41139683
     "BPM.5R5.B1"       10383.12065                 1   -0.519621959414 1.48323969742e-08               0.0       23.42488375
    "BPMR.6R5.B1"       10415.02065                 1  -0.0808405605955 1.48323969742e-08               0.0       23.58150134
   "BPM_A.7R5.B1"       10449.03465                 1    0.241129817959 1.48323969742e-08               0.0       23.85403894
     "BPM.8R5.B1"       10490.47364                 1   -0.239620654806 1.48323969742e-08               0.0       23.96924729
     "BPM.9R5.B1"       10529.54063                 1   -0.183432717115 1.48323969742e-08               0.0       24.17193213
    "BPM.10R5.B1"       10570.00562                 1    0.345824303758 1.48323969742e-08               0.0       24.26381535
    "BPM.11R5.B1"       10622.78831                 1  -0.0920185521061 1.48323969742e-08               0.0       24.38513182
    "BPM.12R5.B1"       10677.51479                 1    0.156842921489 1.48323969742e-08               0.0       24.49695998
    "BPM.13R5.B1"       10730.96627                 1  -0.0458465523068 1.48323969742e-08               0.0       24.62968881
    "BPM.14R5.B1"       10784.41776                 1   -0.154093118483 1.48323969742e-08               0.0        24.7435307
    "BPM.15R5.B1"       10837.86924                 1   0.0482222049091 1.48323969742e-08               0.0       24.87969107
    "BPM.16R5.B1"       10891.32073                 1   -0.204671035621 1.48323969742e-08               0.0       24.99353555
    "BPM.17R5.B1"       10944.77221                 1    0.118998260224 1.48323969742e-08               0.0       25.12969523
    "BPM.18R5.B1"        10998.2237                 1   0.0828662509879 1.48323969742e-08               0.0       25.24353723
    "BPM.19R5.B1"       11051.67518                 1  -0.0469443993348 1.48323969742e-08               0.0        25.3796976
    "BPM.20R5.B1"       11105.12666                 1   0.0512991334014 1.48323969742e-08               0.0       25.49354209
    "BPM.21R5.B1"       11158.57815                 1   0.0278135989455 1.48323969742e-08               0.0       25.62970177
    "BPM.22R5.B1"       11212.02963                 1   -0.319710509125 1.48323969742e-08               0.0       25.74354377
    "BPM.23R5.B1"       11265.48112                 1  -0.0540562985712 1.48323969742e-08               0.0       25.87970295
    "BPM.24R5.B1"        11318.9326                 1  -0.0637596550803 1.48323969742e-08               0.0       25.99354459
    "BPM.25R5.B1"       11372.38408                 1    0.125112105026 1.48323969742e-08               0.0       26.12970177
    "BPM.26R5.B1"       11425.83557                 1   -0.124654644485 1.48323969742e-08               0.0       26.24354377
    "BPM.27R5.B1"       11479.28705                 1    0.123164813262 1.48323969742e-08               0.0       26.37970295
    "BPM.28R5.B1"       11532.73854                 1   -0.332435791821 1.48323969742e-08               0.0       26.49354459
    "BPM.29R5.B1"       11586.19002                 1  -0.0406674512955 1.48323969742e-08               0.0       26.62970177
    "BPM.30R5.B1"        11639.6415                 1     0.18983264528 1.48323969742e-08               0.0       26.74354377
    "BPM.31R5.B1"       11693.09299                 1  -0.0551764639833 1.48323969742e-08               0.0       26.87970295
    "BPM.32R5.B1"       11746.54447                 1    -0.15963669602 1.48323969742e-08               0.0       26.99354459
    "BPM.33R5.B1"       11799.99596                 1   0.0267899828212 1.48323969742e-08               0.0       27.12970177
    "BPM.34R5.B1"       11853.44744                 1    0.173846764233 1.48323969742e-08               0.0       27.24354377
    "BPM.33L6.B1"       11906.89893                 1   -0.170407668418 1.48323969742e-08               0.0       27.37970295
    "BPM.32L6.B1"       11960.35041                 1    0.297893168126 1.48323969742e-08               0.0       27.49354459
    "BPM.31L6.B1"       12013.80189                 1 0.000958443787879 1.48323969742e-08               0.0       27.62970177
    "BPM.30L6.B1"       12067.25338                 1  -0.0614076775167 1.48323969742e-08               0.0       27.74354377
    "BPM.29L6.B1"       12120.70486                 1  0.00129357758182 1.48323969742e-08               0.0       27.87970295
