@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_notcleaned' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "20. December 2017, 16:53:14"
@ Q1 %le 0.309858442458
@ MUX %le 78.3098584425
@ Q2 %le 0.31942165071
@ MUY %le 64.3194216507
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned/Beam1@Turn@2017_09_11@19_02_33_250_notcleaned.sdds.linx"
*            NAME             NAME2                 S                S1             COUNT            PHASEX            STDPHX            PHXMDL            MUXMDL
$              %s                %s               %le               %le               %le               %le               %le               %le               %le
    "BPM.30R2.B1"    "BPMYB.5L2.B1"       1642.293545            28.288                 1    0.245591666419                 0     0.94074115842       3.972194287
    "BPM.31R2.B1"    "BPMYB.5L2.B1"        1695.74206            28.288                 1    0.365566695003                 0     0.05584698042       4.087300109
    "BPM.32R2.B1"    "BPMYB.5L2.B1"       1749.190576            28.288                 1    0.249380686377                 0     0.19352666742       4.224979796
    "BPM.33R2.B1"    "BPMYB.5L2.B1"       1802.639092            28.288                 1    0.611217932219                 0     0.30863394642       4.340087075
    "BPM.34R2.B1"    "BPMYB.5L2.B1"       1856.087608            28.288                 1    0.754751496099                 0     0.44631258142        4.47776571
    "BPM.33L3.B1"    "BPMYB.5L2.B1"       1909.536124            28.288                 1    0.867748901864                 0     0.56141843442       4.592871563
    "BPM.32L3.B1"    "BPMYB.5L2.B1"        1962.98464            28.288                 1  0.00477738689339                 0     0.69909817942       4.730551308
    "BPM.31L3.B1"    "BPMYB.5L2.B1"       2016.433156            28.288                 1    0.123423666891                 0     0.81420542542       4.845658554
    "BPM.30L3.B1"    "BPMYB.5L2.B1"       2069.881672            28.288                 1    0.259255462603                 0     0.95188400342       4.983337132
    "BPM.29L3.B1"    "BPMYB.5L2.B1"       2123.330188            28.288                 1    0.369799303496                 0     0.06698989242       5.098443021
    "BPM.28L3.B1"    "BPMYB.5L2.B1"       2176.778704            28.288                 1    0.509509605759                 0     0.20466969142        5.23612282
    "BPM.27L3.B1"    "BPMYB.5L2.B1"        2230.22722            28.288                 1    0.623124903986                 0     0.31977690042       5.351230029
    "BPM.26L3.B1"    "BPMYB.5L2.B1"       2283.675735            28.288                 1    0.759581489587                 0     0.45745542542       5.488908554
    "BPM.25L3.B1"    "BPMYB.5L2.B1"       2337.124251            28.288                 1    0.874248819312                 0     0.57256135342       5.604014482
    "BPM.24L3.B1"    "BPMYB.5L2.B1"       2390.572767            28.288                 1   0.0126749007414                 0     0.71024120442       5.741694333
    "BPM.23L3.B1"    "BPMYB.5L2.B1"       2444.021283            28.288                 1    0.125333963643                 0     0.82534837242       5.856801501
    "BPM.22L3.B1"    "BPMYB.5L2.B1"       2497.469799            28.288                 1    0.262257556558                 0     0.96302684742       5.994479976
    "BPM.21L3.B1"    "BPMYB.5L2.B1"       2550.918315            28.288                 1    0.376209227346                 0     0.07813281742       6.109585946
    "BPM.20L3.B1"    "BPMYB.5L2.B1"       2604.366831            28.288                 1     0.51706815614                 0     0.21665781742       6.248110946
    "BPM.19L3.B1"    "BPMYB.5L2.B1"       2657.815347            28.288                 1    0.635750094395                 0     0.32952896042       6.360982089
    "BPM.18L3.B1"    "BPMYB.5L2.B1"       2711.263863            28.288                 1    0.762781509237                 0     0.46330730242       6.494760431
    "BPM.17L3.B1"    "BPMYB.5L2.B1"       2764.712379            28.288                 1    0.885869394822                 0     0.57842056642       6.609873695
    "BPM.16L3.B1"    "BPMYB.5L2.B1"       2818.160894            28.288                 1   0.0182319509234                 0     0.71694088342       6.748394012
    "BPM.15L3.B1"    "BPMYB.5L2.B1"        2871.60941            28.288                 1    0.137810993855                 0     0.82980484242       6.861257971
    "BPM.14L3.B1"    "BPMYB.5L2.B1"       2925.057926            28.288                 1    0.116374825443                 0     0.96358764542       6.995040774
    "BPM.13L3.B1"    "BPMYB.5L2.B1"       2978.506442            28.288                 1    0.386427799184                 0     0.07870832342       7.110161452
    "BPM.12L3.B1"    "BPMYB.5L2.B1"       3031.954958            28.288                 1    0.518228108433                 0     0.21579818242       7.247251311
    "BPM.11L3.B1"    "BPMYB.5L2.B1"       3085.403474            28.288                 1    0.655754364407                 0     0.34225573242       7.373708861
    "BPM.10L3.B1"    "BPMYB.5L2.B1"       3138.184185            28.288                 1    0.794872895863                 0     0.49133497942       7.522788108
     "BPM.9L3.B1"    "BPMYB.5L2.B1"       3177.249195            28.288                 1    0.854792784999                 0     0.55227165542       7.583724784
     "BPM.8L3.B1"    "BPMYB.5L2.B1"       3217.712206            28.288                 1    0.934179291836                 0     0.62896342242       7.660416551
     "BPM.7L3.B1"    "BPMYB.5L2.B1"       3256.776216            28.288                 1 -0.00386192178461                 0     0.68791087442       7.719364003
     "BPM.6L3.B1"    "BPMYB.5L2.B1"       3329.415216            28.288                 1   0.0967956211484                 0     0.80005776742       7.831510896
  "BPMWG.A5L3.B1"    "BPMYB.5L2.B1"       3371.119716            28.288                 1    0.164524277302                 0     0.85714186542       7.888594994
    "BPMW.5L3.B1"    "BPMYB.5L2.B1"       3400.089716            28.288                 1    0.250773159847                 0     0.94049952742       7.971952656
   "BPMWE.4L3.B1"    "BPMYB.5L2.B1"       3475.217716            28.288                 1     0.34818461702                 0     0.04387173142        8.07532486
    "BPMW.4L3.B1"    "BPMYB.5L2.B1"       3502.762716            28.288                 1    0.365816442792                 0     0.05907490042       8.090528029
    "BPMW.4R3.B1"    "BPMYB.5L2.B1"       3547.727716            28.288                 1    0.443268209218                 0     0.12922591642       8.160679045
   "BPMWE.4R3.B1"    "BPMYB.5L2.B1"       3575.272716            28.288                 1    0.573089263765                 0     0.27686954042       8.308322669
    "BPMW.5R3.B1"    "BPMYB.5L2.B1"       3650.400716            28.288                 1    0.711552849802                 0     0.40639770242       8.437850831
  "BPMWJ.A5R3.B1"    "BPMYB.5L2.B1"       3679.118716            28.288                 1    0.721606848842                 0     0.41902454942       8.450477678
   "BPMWC.6R3.B1"    "BPMYB.5L2.B1"       3718.936716            28.288                 1    0.770492996854                 0     0.46491780842       8.496370937
    "BPMR.6R3.B1"    "BPMYB.5L2.B1"       3731.015216            28.288                 1    0.810191531542                 0     0.50502862042       8.536481749
     "BPM.8R3.B1"    "BPMYB.5L2.B1"       3825.903227            28.288                 1    0.109597792407                 0     0.80450406942       8.835957198
     "BPM.9R3.B1"    "BPMYB.5L2.B1"       3864.968238            28.288                 1    0.213027732274                 0     0.90863569842       8.940088827
    "BPM.10R3.B1"    "BPMYB.5L2.B1"       3905.431248            28.288                 1    0.287675482113                 0     0.98336882342       9.014821952
    "BPM.11R3.B1"    "BPMYB.5L2.B1"       3958.211959            28.288                 1    0.383772458482                 0     0.07642356742       9.107876696
    "BPM.12R3.B1"    "BPMYB.5L2.B1"       4012.935475            28.288                 1    0.482719996933                 0     0.17720681242       9.208659941
    "BPM.13R3.B1"    "BPMYB.5L2.B1"       4066.383991            28.288                 1    0.592598801946                 0     0.29401981042       9.325472939
    "BPM.14R3.B1"    "BPMYB.5L2.B1"       4119.832506            28.288                 1    0.707747693134                 0     0.40911077942       9.440563908
    "BPM.15R3.B1"    "BPMYB.5L2.B1"       4173.281022            28.288                 1    0.848940584997                 0     0.54764361542       9.579096744
    "BPM.16R3.B1"    "BPMYB.5L2.B1"       4226.729538            28.288                 1    0.216472866717                 0     0.66052853742       9.691981666
    "BPM.17R3.B1"    "BPMYB.5L2.B1"       4280.178054            28.288                 1   0.0704712006744                 0     0.79429943842       9.825752567
    "BPM.18R3.B1"    "BPMYB.5L2.B1"        4333.62657            28.288                 1    0.216579061676                 0     0.90939851142        9.94085164
    "BPM.19R3.B1"    "BPMYB.5L2.B1"       4387.075086            28.288                 1    0.353527016254                 0     0.04792672142       10.07937985
    "BPM.20R3.B1"    "BPMYB.5L2.B1"       4440.523602            28.288                 1    0.470034205286                 0     0.16080443142       10.19225756
    "BPM.21R3.B1"    "BPMYB.5L2.B1"       4493.972118            28.288                 1     0.20201764291                 0     0.29457974142       10.32603287
    "BPM.22R3.B1"    "BPMYB.5L2.B1"       4547.420634            28.288                 1    0.715782625666                 0     0.40968625142       10.44113938
    "BPM.23R3.B1"    "BPMYB.5L2.B1"        4600.86915            28.288                 1    0.856311874369                 0     0.54736471142       10.57881784
    "BPM.24R3.B1"    "BPMYB.5L2.B1"       4654.317666            28.288                 1    0.750196228325                 0     0.66247121142       10.69392434
    "BPM.25R3.B1"    "BPMYB.5L2.B1"       4707.766181            28.288                 1    0.102511451725                 0     0.80015110142       10.83160423
    "BPM.26R3.B1"    "BPMYB.5L2.B1"       4761.214697            28.288                 1     0.12791590783                 0     0.91525770142       10.94671083
    "BPM.27R3.B1"    "BPMYB.5L2.B1"       4814.663213            28.288                 1    0.363073218659                 0     0.05293616142       11.08438929
    "BPM.28R3.B1"    "BPMYB.5L2.B1"       4868.111729            28.288                 1    0.467046186618                 0     0.16804270142       11.19949583
    "BPM.29R3.B1"    "BPMYB.5L2.B1"       4921.560245            28.288                 1    0.607257392317                 0     0.30572259142       11.33717572
    "BPM.30R3.B1"    "BPMYB.5L2.B1"       4975.008761            28.288                 1    0.720730264059                 0     0.42082914142       11.45228227
    "BPM.31R3.B1"    "BPMYB.5L2.B1"       5028.457277            28.288                 1    0.866842155512                 0     0.55850760142       11.58996073
    "BPM.32R3.B1"    "BPMYB.5L2.B1"       5081.905793            28.288                 1    0.968578422632                 0     0.67361419142       11.70506732
    "BPM.33R3.B1"    "BPMYB.5L2.B1"       5135.354309            28.288                 1    0.109128284374                 0     0.81129408142       11.84274721
    "BPM.34R3.B1"    "BPMYB.5L2.B1"       5188.802825            28.288                 1    0.225435065237                 0     0.92640059142       11.95785372
    "BPM.33L4.B1"    "BPMYB.5L2.B1"        5242.25134            28.288                 1    0.370662894508                 0     0.06407905142       12.09553218
    "BPM.32L4.B1"    "BPMYB.5L2.B1"       5295.699856            28.288                 1    0.487005802559                 0     0.17918568142       12.21063881
    "BPM.31L4.B1"    "BPMYB.5L2.B1"       5349.148372            28.288                 1    0.617453953139                 0     0.31686556142       12.34831869
    "BPM.30L4.B1"    "BPMYB.5L2.B1"       5402.596888            28.288                 1    0.727888043155                 0     0.43197203142       12.46342516
    "BPM.29L4.B1"    "BPMYB.5L2.B1"       5456.045404            28.288                 1    0.873085452746                 0     0.56965050142       12.60110363
    "BPM.28L4.B1"    "BPMYB.5L2.B1"        5509.49392            28.288                 1    0.988567156046                 0     0.68475717142        12.7162103
    "BPM.27L4.B1"    "BPMYB.5L2.B1"       5562.942436            28.288                 1    0.126011211515                 0     0.82243705142       12.85389018
    "BPM.26L4.B1"    "BPMYB.5L2.B1"       5616.390952            28.288                 1    0.234065160956                 0     0.93754347142        12.9689966
    "BPM.25L4.B1"    "BPMYB.5L2.B1"       5669.839468            28.288                 1    0.383512213995                 0     0.07522195142       13.10667508
    "BPM.24L4.B1"    "BPMYB.5L2.B1"       5723.287984            28.288                 1    0.487626944271                 0     0.19032866142       13.22178179
    "BPM.23L4.B1"    "BPMYB.5L2.B1"         5776.7365            28.288                 1    0.630778044948                 0     0.32800853142       13.35946166
    "BPM.22L4.B1"    "BPMYB.5L2.B1"       5830.185015            28.288                 1    0.756062735892                 0     0.44311491142       13.47456804
    "BPM.21L4.B1"    "BPMYB.5L2.B1"       5883.633531            28.288                 1    0.883077988274                 0     0.58079341142       13.61224654
    "BPM.20L4.B1"    "BPMYB.5L2.B1"       5937.082047            28.288                 1 0.000321410629388                 0     0.69299843142       13.72445156
    "BPM.19L4.B1"    "BPMYB.5L2.B1"       5990.530563            28.288                 1    0.131956288797                 0     0.82759172142       13.85904485
    "BPM.18L4.B1"    "BPMYB.5L2.B1"       6043.979079            28.288                 1    0.250329597771                 0     0.94340197142        13.9748551
    "BPM.17L4.B1"    "BPMYB.5L2.B1"       6097.427595            28.288                 1    0.386762408742                 0     0.08107381142       14.11252694
    "BPM.16L4.B1"    "BPMYB.5L2.B1"       6150.876111            28.288                 1    0.492049084794                 0     0.19327422142       14.22472735
    "BPM.15L4.B1"    "BPMYB.5L2.B1"       6204.324627            28.288                 1    0.632556501043                 0     0.32787474142       14.35932787
    "BPM.14L4.B1"    "BPMYB.5L2.B1"       6257.773143            28.288                 1    0.747076775259                 0     0.44368983142       14.47514296
    "BPM.13L4.B1"    "BPMYB.5L2.B1"       6311.221659            28.288                 1    0.885247600525                 0     0.58135420142       14.61280733
    "BPM.12L4.B1"    "BPMYB.5L2.B1"       6364.670174            28.288                 1   0.0114471340584                 0     0.69531590142       14.72676903
    "BPM.11L4.B1"    "BPMYB.5L2.B1"        6418.11869            28.288                 1    0.136831874043                 0     0.83347675142       14.86492988
    "BPM.10L4.B1"    "BPMYB.5L2.B1"       6469.957401            28.288                 1    0.253363861222                 0     0.94981393142       14.98126706
     "BPM.9L4.B1"    "BPMYB.5L2.B1"       6509.022412            28.288                 1    0.381504807008                 0     0.07594490142       15.10739803
     "BPM.8L4.B1"    "BPMYB.5L2.B1"       6549.485422            28.288                 1    0.495973237689                 0     0.20698353142       15.23843666
     "BPM.7L4.B1"    "BPMYB.5L2.B1"       6588.549433            28.288                 1    0.675316382726                 0     0.38235235142       15.41380548
   "BPMYB.6L4.B1"    "BPMYB.5L2.B1"       6685.153433            28.288                 1    0.832479632412                 0     0.52237240142       15.55382553
   "BPMYA.5L4.B1"    "BPMYB.5L2.B1"       6722.153433            28.288                 1    0.852581893806                 0     0.54795812142       15.57941125
  "BPMWI.A5L4.B1"    "BPMYB.5L2.B1"       6798.755933            28.288                 1    0.890743258555                 0     0.57990727142        15.6113604
  "BPMWA.B5L4.B1"    "BPMYB.5L2.B1"       6824.619933            28.288                 1    0.900814175498                 0     0.59383130142       15.62528443
  "BPMWA.A5L4.B1"    "BPMYB.5L2.B1"       6833.504933            28.288                 1    0.910772604224                 0     0.59903394142       15.63048707
  "BPMWA.A5R4.B1"    "BPMYB.5L2.B1"       6881.553933            28.288                 1    0.941868110429                 0     0.63095144142       15.66240457
  "BPMWA.B5R4.B1"    "BPMYB.5L2.B1"       6890.438933            28.288                 1    0.945920306819                 0     0.63751646142       15.66896959
   "BPMYB.5R4.B1"    "BPMYB.5L2.B1"       6992.829433            28.288                 1   0.0314328300814                 0     0.72004412142       15.75149725
   "BPMYA.6R4.B1"    "BPMYB.5L2.B1"       7024.393433            28.288                 1   0.0486265736374                 0     0.73552624142       15.76697937
     "BPM.7R4.B1"    "BPMYB.5L2.B1"       7120.909433            28.288                 1     0.21281632776                 0     0.90304956142       15.93450269
     "BPM.8R4.B1"    "BPMYB.5L2.B1"       7158.698443            28.288                 1    0.357763145883                 0     0.04846001142       16.07991314
     "BPM.9R4.B1"    "BPMYB.5L2.B1"       7197.763454            28.288                 1    0.492266116658                 0     0.18479171142       16.21624484
    "BPM.10R4.B1"    "BPMYB.5L2.B1"       7238.226465            28.288                 1    0.656155101889                 0     0.35016637142        16.3816195
    "BPM.11R4.B1"    "BPMYB.5L2.B1"       7290.065175            28.288                 1    0.765489637535                 0     0.46132858142       16.49278171
    "BPM.12R4.B1"    "BPMYB.5L2.B1"       7344.788691            28.288                 1    0.901524519019                 0     0.59698617142        16.6284393
    "BPM.13R4.B1"    "BPMYB.5L2.B1"       7398.237207            28.288                 1   0.0147440680614                 0     0.71141178142       16.74286491
    "BPM.14R4.B1"    "BPMYB.5L2.B1"       7451.685723            28.288                 1      0.1545646825                 0     0.84756133142       16.87901446
    "BPM.15R4.B1"    "BPMYB.5L2.B1"       7505.134239            28.288                 1    0.259590085861                 0     0.96139712142       16.99285025
    "BPM.16R4.B1"    "BPMYB.5L2.B1"       7558.582755            28.288                 1    0.402666420038                 0     0.09754769142       17.12900082
    "BPM.17R4.B1"    "BPMYB.5L2.B1"       7612.031271            28.288                 1     0.52668624831                 0     0.21138295142       17.24283608
    "BPM.18R4.B1"    "BPMYB.5L2.B1"       7665.479786            28.288                 1     0.65525291673                 0     0.34753182142       17.37898495
    "BPM.19R4.B1"    "BPMYB.5L2.B1"       7718.928302            28.288                 1    0.762455872016                 0     0.46136760142       17.49282073
    "BPM.20R4.B1"    "BPMYB.5L2.B1"       7772.376818            28.288                 1    0.907627787177                 0     0.59751817142        17.6289713
    "BPM.21R4.B1"    "BPMYB.5L2.B1"       7825.825334            28.288                 1   0.0308931019004                 0     0.71135343142       17.74280656
    "BPM.22R4.B1"    "BPMYB.5L2.B1"        7879.27385            28.288                 1    0.160213360742                 0     0.84750230142       17.87895543
    "BPM.23R4.B1"    "BPMYB.5L2.B1"       7932.722366            28.288                 1    0.262621861398                 0     0.96133623142       17.99278936
    "BPM.24R4.B1"    "BPMYB.5L2.B1"       7986.170882            28.288                 1    0.403798323274                 0     0.09748310142       18.12893623
    "BPM.25R4.B1"    "BPMYB.5L2.B1"       8039.619398            28.288                 1    0.522999844135                 0     0.21131738142       18.24277051
    "BPM.26R4.B1"    "BPMYB.5L2.B1"       8093.067914            28.288                 1    0.659013258069                 0     0.34746624142       18.37891937
    "BPM.27R4.B1"    "BPMYB.5L2.B1"        8146.51643            28.288                 1    0.768392956598                 0     0.46130018142       18.49275331
    "BPM.28R4.B1"    "BPMYB.5L2.B1"       8199.964946            28.288                 1    0.899324052333                 0     0.59744705142       18.62890018
    "BPM.29R4.B1"    "BPMYB.5L2.B1"       8253.413461            28.288                 1   0.0138753977114                 0     0.71128133142       18.74273446
    "BPM.30R4.B1"    "BPMYB.5L2.B1"       8306.861977            28.288                 1    0.148639271264                 0     0.84743019142       18.87888332
    "BPM.31R4.B1"    "BPMYB.5L2.B1"       8360.310493            28.288                 1    0.260850896646                 0     0.96126412142       18.99271725
    "BPM.32R4.B1"    "BPMYB.5L2.B1"       8413.759009            28.288                 1    0.398078866277                 0     0.09741100142       19.12886413
    "BPM.33R4.B1"    "BPMYB.5L2.B1"       8467.207525            28.288                 1    0.514705276322                 0     0.21124527142        19.2426984
    "BPM.34R4.B1"    "BPMYB.5L2.B1"       8520.656041            28.288                 1    0.651878884274                 0     0.34739414142       19.37884727
    "BPM.33L5.B1"    "BPMYB.5L2.B1"       8574.104557            28.288                 1    0.754627010939                 0     0.46122807142        19.4926812
    "BPM.32L5.B1"    "BPMYB.5L2.B1"       8627.553073            28.288                 1    0.893943188598                 0     0.59737494142       19.62882807
    "BPM.31L5.B1"    "BPMYB.5L2.B1"       8681.001589            28.288                 1   0.0168417514064                 0     0.71120922142       19.74266235
    "BPM.30L5.B1"    "BPMYB.5L2.B1"       8734.450105            28.288                 1    0.151595886391                 0     0.84735808142       19.87881121
    "BPM.29L5.B1"    "BPMYB.5L2.B1"        8787.89862            28.288                 1    0.255367380201                 0     0.96119202142       19.99264515
    "BPM.28L5.B1"    "BPMYB.5L2.B1"       8841.347136            28.288                 1    0.392840261711                 0     0.09733889142       20.12879202
    "BPM.27L5.B1"    "BPMYB.5L2.B1"       8894.795652            28.288                 1    0.517218079723                 0     0.21117316142       20.24262629
    "BPM.26L5.B1"    "BPMYB.5L2.B1"       8948.244168            28.288                 1    0.647869313933                 0     0.34732203142       20.37877516
    "BPM.25L5.B1"    "BPMYB.5L2.B1"       9001.692684            28.288                 1     1.00280136742                 0     0.46115596142       20.49260909
    "BPM.24L5.B1"    "BPMYB.5L2.B1"         9055.1412            28.288                 1    0.890774154453                 0     0.59730284142       20.62875597
    "BPM.23L5.B1"    "BPMYB.5L2.B1"       9108.589716            28.288                 1  0.00927145214538                 0     0.71113711142       20.74259024
    "BPM.22L5.B1"    "BPMYB.5L2.B1"       9162.038232            28.288                 1    0.147071557664                 0     0.84728598142       20.87873911
    "BPM.21L5.B1"    "BPMYB.5L2.B1"       9215.486748            28.288                 1     0.25938377905                 0     0.96111991142       20.99257304
    "BPM.20L5.B1"    "BPMYB.5L2.B1"       9268.935264            28.288                 1    0.390466729358                 0     0.09726798142       21.12872111
    "BPM.19L5.B1"    "BPMYB.5L2.B1"       9322.383779            28.288                 1    0.512060926454                 0     0.21110509142       21.24255822
    "BPM.17L5.B1"    "BPMYB.5L2.B1"       9429.280811            28.288                 1     0.76386879561                 0     0.46109039142       21.49254352
    "BPM.16L5.B1"    "BPMYB.5L2.B1"       9482.729327            28.288                 1    0.893336012684                 0     0.59723846142       21.62869159
    "BPM.15L5.B1"    "BPMYB.5L2.B1"       9536.177843            28.288                 1   0.0152083896884                 0     0.71107557142        21.7425287
    "BPM.14L5.B1"    "BPMYB.5L2.B1"       9589.626359            28.288                 1    0.152034929505                 0     0.84722694142       21.87868007
