@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_dbscan_after_holeInOneCleaning' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 14:03:12"
@ Q1 %le 0.30985339184
@ Q2 %le 0.319421650825
@ RMSbetabeat %le 1.92042467696
@ RescalingFactor %le 1.02332091172
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan.sdds.linx"
*            NAME                 S             COUNT              BETX           BETXSTD           BETXMDL            MUXMDL           BETXRES        BETXSTDRES
$              %s               %le               %le               %le               %le               %le               %le               %le               %le
     "BPM.6L3.B1"       3329.415216                 1     195.307189301               0.0       206.7756234       7.831510896     199.861931021               0.0
  "BPMWG.A5L3.B1"       3371.119716                 1     58.8150786682               0.0       68.26217692       7.888594994     60.1866999258               0.0
    "BPMW.5L3.B1"       3400.089716                 1     46.2731683855               0.0       56.59279169       7.971952656     47.3523008606               0.0
   "BPMWE.4L3.B1"       3475.217716                 1     242.908001571               0.0       272.6641978        8.07532486     248.572837632               0.0
    "BPMW.4L3.B1"       3502.762716                 1     237.118058514               0.0       250.6035005       8.090528029     242.647867825               0.0
    "BPMW.4R3.B1"       3547.727716                 1     43.1211714195               0.0       44.32448505       8.160679045     44.1267964516               0.0
   "BPMWE.4R3.B1"       3575.272716                 1     27.4849015876               0.0       30.72266468       8.308322669     28.1258745512               0.0
    "BPMW.5R3.B1"       3650.400716                 1     301.327449443               0.0       347.6581685       8.437850831     308.354680291               0.0
  "BPMWJ.A5R3.B1"       3679.118716                 1     262.429206827               0.0       302.5649998       8.450477678     268.549295193               0.0
   "BPMWC.6R3.B1"       3718.936716                 1     58.6492620342               0.0       64.79675564       8.496370937     60.0170162967               0.0
    "BPMR.6R3.B1"       3731.015216                 1     36.9383299563               0.0       39.70879417       8.536481749     37.7997654884               0.0
     "BPM.8R3.B1"       3825.903227                 1     30.8142953061               0.0        35.2651492       8.835957198     31.5329127667               0.0
     "BPM.9R3.B1"       3864.968238                 1     119.062264222               0.0       128.5117235       8.940088827     121.838904776               0.0
    "BPM.10R3.B1"       3905.431248                 1     51.5316947466               0.0       54.67179092       9.014821952     52.7334608507               0.0
    "BPM.11R3.B1"       3958.211959                 1     185.711869978               0.0       183.5210003       9.107876696     190.042840104               0.0
    "BPM.12R3.B1"       4012.935475                 1     48.5230126919               0.0       42.56129302       9.208659941     49.6546135874               0.0
    "BPM.13R3.B1"       4066.383991                 1      174.79217215               0.0       170.7795851       9.325472939     178.868484967               0.0
    "BPM.14R3.B1"       4119.832506                 1     31.1769854152               0.0       33.11851399       9.440563908     31.9040611398               0.0
    "BPM.17R3.B1"       4280.178054                 1     127.921079353               0.0       170.4508792       9.825752567     130.904315552               0.0
    "BPM.18R3.B1"        4333.62657                 1     32.0960699366               0.0       33.11755551        9.94085164     32.8445795503               0.0
    "BPM.19R3.B1"       4387.075086                 1     170.416806308               0.0        168.762939       10.07937985     174.391081604               0.0
    "BPM.22R3.B1"       4547.420634                 1     30.3042373397               0.0       33.11660593       10.44113938     31.0109597835               0.0
    "BPM.25R3.B1"       4707.766181                 1     171.257663135               0.0       170.3736653       10.83160423     175.251547979               0.0
    "BPM.27R3.B1"       4814.663213                 1     175.220965651               0.0       170.3750681       11.08438929     179.307278323               0.0
    "BPM.28R3.B1"       4868.111729                 1     35.8810734651               0.0       33.11637287       11.19949583      36.717852812               0.0
    "BPM.30R3.B1"       4975.008761                 1     31.8529048628               0.0       33.11662759       11.45228227     32.5957436453               0.0
    "BPM.31R3.B1"       5028.457277                 1     181.343744916               0.0       170.3750152       11.58996073     185.572846382               0.0
    "BPM.32R3.B1"       5081.905793                 1     33.2981187946               0.0       33.11636264       11.70506732     34.0746612835               0.0
    "BPM.33R3.B1"       5135.354309                 1     160.487482876               0.0       170.3737711       11.84274721     164.230197297               0.0
    "BPM.34R3.B1"       5188.802825                 1     32.1863992343               0.0       33.11663749       11.95785372     32.9370154095               0.0
    "BPM.33L4.B1"        5242.25134                 1     170.824415275               0.0       170.3749591       12.09553218     174.808196383               0.0
    "BPM.32L4.B1"       5295.699856                 1     32.6436569636               0.0       33.11635308       12.21063881      33.404936806               0.0
    "BPM.31L4.B1"       5349.148372                 1     172.660767878               0.0       170.3738287       12.34831869     176.687374403               0.0
    "BPM.30L4.B1"       5402.596888                 1     32.3923401282               0.0       33.11664671       12.46342516     33.1477590329               0.0
    "BPM.29L4.B1"       5456.045404                 1     178.791795372               0.0       170.3749002       12.60110363     182.961383048               0.0
    "BPM.28L4.B1"        5509.49392                 1     31.8405683909               0.0       33.11634423        12.7162103     32.5831194756               0.0
    "BPM.27L4.B1"       5562.942436                 1     170.288127192               0.0       170.3738889       12.85389018     174.259401574               0.0
    "BPM.26L4.B1"       5616.390952                 1     31.9266371561               0.0       33.11665519        12.9689966     32.6711954428               0.0
    "BPM.25L4.B1"       5669.839468                 1     167.779385856               0.0       170.3748387       13.10667508     171.692154102               0.0
    "BPM.24L4.B1"       5723.287984                 1     33.5799141254               0.0       33.11633612       13.22178179     34.3630283384               0.0
    "BPM.23L4.B1"         5776.7365                 1     167.137808357               0.0       170.3739515       13.35946166     171.035614431               0.0
    "BPM.22L4.B1"       5830.185015                 1     32.6813093382               0.0        33.1166629       13.47456804     33.4434672682               0.0
    "BPM.21L4.B1"       5883.633531                 1     172.895412122               0.0        170.374775       13.61224654     176.927490766               0.0
    "BPM.20L4.B1"       5937.082047                 1     34.3372008922               0.0        34.5523301       13.72445156      35.137975723               0.0
    "BPM.19L4.B1"       5990.530563                 1     167.734988914               0.0       168.8189486       13.85904485     171.646721784               0.0
    "BPM.18L4.B1"       6043.979079                 1     31.6339001832               0.0       33.10237926        13.9748551     32.3716315768               0.0
    "BPM.17L4.B1"       6097.427595                 1      174.15960333               0.0       170.3873833       14.11252694     178.221164065               0.0
    "BPM.16L4.B1"       6150.876111                 1     37.3578509837               0.0       34.55213024       14.22472735     38.2290701287               0.0
    "BPM.15L4.B1"       6204.324627                 1     170.299093723               0.0       168.8063453       14.35932787     174.270623854               0.0
    "BPM.14L4.B1"       6257.773143                 1     33.0883411387               0.0       33.10258368       14.47514296     33.8599914214               0.0
    "BPM.13L4.B1"       6311.221659                 1     178.214281313               0.0       170.3999817       14.61280733     182.370400835               0.0
    "BPM.12L4.B1"       6364.670174                 1     34.6422490823               0.0       33.66441246       14.72676903      35.450137915               0.0
    "BPM.11L4.B1"        6418.11869                 1      165.62450518               0.0       166.5763012       14.86492988     169.487019644               0.0
    "BPM.10L4.B1"       6469.957401                 1     34.3209842077               0.0       31.52780044       14.98126706     35.1213808507               0.0
     "BPM.9L4.B1"       6509.022412                 1     106.586921673               0.0        111.000041       15.10739803     109.072625864               0.0
     "BPM.8L4.B1"       6549.485422                 1     24.0611854974               0.0       21.02823162       15.23843666     24.6223142804               0.0
     "BPM.7L4.B1"       6588.549433                 1     93.5365434724               0.0       103.4394451       15.41380548     95.7179009456               0.0
   "BPMYB.6L4.B1"       6685.153433                 1     113.650336794               0.0       134.8490532       15.55382553     116.300766265               0.0
   "BPMYA.5L4.B1"       6722.153433                 1     388.523560572               0.0       431.6814919       15.57941125      397.58428423               0.0
  "BPMWI.A5L4.B1"       6798.755933                 1     280.017974245               0.0       315.6044425        15.6113604     286.548248704               0.0
  "BPMWA.B5L4.B1"       6824.619933                 1     254.412600068               0.0       277.6303821       15.62528443     260.345733856               0.0
  "BPMWA.A5L4.B1"       6833.504933                 1     235.462390302               0.0       266.1917904       15.63048707      240.95358792               0.0
  "BPMWA.A5R4.B1"       6881.553933                 1     190.451221646               0.0       218.5680628       15.66240457     194.892717774               0.0
  "BPMWA.B5R4.B1"       6890.438933                 1     182.975787521               0.0       212.3939333       15.66896959      187.24294971               0.0
   "BPMYB.5R4.B1"       6992.829433                 1     197.109608204               0.0       217.2561595       15.75149725     201.706383977               0.0
   "BPMYA.6R4.B1"       7024.393433                 1     435.965998091               0.0       486.1398227       15.76697937     446.133122647               0.0
     "BPM.7R4.B1"       7120.909433                 1     22.7291334888               0.0       22.79889128       15.93450269     23.2591976045               0.0
     "BPM.8R4.B1"       7158.698443                 1     111.311960228               0.0       113.0607275       16.07991314     113.907856626               0.0
     "BPM.9R4.B1"       7197.763454                 1     18.1559217935               0.0        18.5713731       16.21624484     18.5793344428               0.0
    "BPM.10R4.B1"       7238.226465                 1     155.437217397               0.0       152.1990454        16.3816195     159.062155023               0.0
    "BPM.11R4.B1"       7290.065175                 1     34.1652903364               0.0       34.70392971       16.49278171     34.9620560564               0.0
    "BPM.12R4.B1"       7344.788691                 1     160.261691565               0.0        170.420853        16.6284393     163.999140327               0.0
    "BPM.13R4.B1"       7398.237207                 1     32.0799290785               0.0       33.47884206       16.74286491     32.8280622726               0.0
    "BPM.14R4.B1"       7451.685723                 1     174.497314717               0.0       171.6773885       16.87901446      178.56675119               0.0
    "BPM.15R4.B1"       7505.134239                 1     35.1348893504               0.0       33.49086865       16.99285025     35.9542670034               0.0
    "BPM.16R4.B1"       7558.582755                 1     167.447243961               0.0       171.6764447       17.12900082     171.352266356               0.0
    "BPM.17R4.B1"       7612.031271                 1     36.0302190559               0.0       33.49130626       17.24283608     36.8704766139               0.0
    "BPM.18R4.B1"       7665.479786                 1     170.342635506               0.0       171.6773889       17.37898495     174.315181072               0.0
    "BPM.19R4.B1"       7718.928302                 1     33.5477385298               0.0        33.4908687       17.49282073     34.3301023786               0.0
    "BPM.20R4.B1"       7772.376818                 1     166.975069103               0.0       171.6764442        17.6289713      170.86907995               0.0
    "BPM.21R4.B1"       7825.825334                 1     31.8867247242               0.0       33.49130622       17.74280656     32.6303522166               0.0
    "BPM.22R4.B1"        7879.27385                 1     172.099801989               0.0       171.6773894       17.87895543     176.113326279               0.0
    "BPM.23R4.B1"       7932.722366                 1      33.854291131               0.0       33.49177445       17.99278936     34.6438040659               0.0
    "BPM.24R4.B1"       7986.170882                 1     157.979417484               0.0       171.6788307       18.12893623     161.663641533               0.0
    "BPM.25R4.B1"       8039.619398                 1     36.2851789637               0.0       33.49132722       18.24277051     37.1313824192               0.0
    "BPM.26R4.B1"       8093.067914                 1      178.93254876               0.0       171.6773888       18.37891937     183.105418934               0.0
    "BPM.27R4.B1"        8146.51643                 1      33.242390014               0.0       33.49177437       18.49275331     34.0176328569               0.0
    "BPM.28R4.B1"       8199.964946                 1     169.594408181               0.0       171.6788313       18.62890018     173.549504403               0.0
    "BPM.29R4.B1"       8253.413461                 1     33.0597737429               0.0        33.4913273       18.74273446     33.8307578079               0.0
    "BPM.30R4.B1"       8306.861977                 1     173.683170181               0.0       171.6773882       18.87888332     177.733620061               0.0
    "BPM.31R4.B1"       8360.310493                 1     36.8142630852               0.0        33.4917743       18.99271725     37.6728052648               0.0
    "BPM.32R4.B1"       8413.759009                 1     162.828636958               0.0       171.6788318       19.12886413     166.625949227               0.0
    "BPM.33R4.B1"       8467.207525                 1     30.6774317564               0.0       33.49132738        19.2426984     31.3928574343               0.0
    "BPM.34R4.B1"       8520.656041                 1     171.801431323               0.0       171.6773877       19.37884727     175.807997337               0.0
    "BPM.33L5.B1"       8574.104557                 1     33.2318668762               0.0       33.49177422        19.4926812       34.00686431               0.0
    "BPM.32L5.B1"       8627.553073                 1     160.947276679               0.0       171.6788324       19.62882807      164.70071391               0.0
    "BPM.31L5.B1"       8681.001589                 1     32.3843669867               0.0       33.49132746       19.74266235     33.1395999505               0.0
    "BPM.30L5.B1"       8734.450105                 1     171.266934134               0.0       171.6773871       19.87881121     175.261035186               0.0
    "BPM.29L5.B1"        8787.89862                 1      32.354943657               0.0       33.49177414       19.99264515     33.1094904418               0.0
    "BPM.28L5.B1"       8841.347136                 1     169.914971497               0.0        171.678833       20.12879202     173.877543548               0.0
    "BPM.27L5.B1"       8894.795652                 1     30.9620555311               0.0       33.49132754       20.24262629     31.6841188949               0.0
    "BPM.24L5.B1"         9055.1412                 1     166.063458592               0.0       171.6788335       20.62875597      169.93620985               0.0
    "BPM.23L5.B1"       9108.589716                 1     32.1847463372               0.0       33.49132762       20.74259024     32.9353239653               0.0
    "BPM.22L5.B1"       9162.038232                 1     178.682362688               0.0        171.677386       20.87873911     182.849398295               0.0
    "BPM.21L5.B1"       9215.486748                 1     33.4727429303               0.0       33.49177398       20.99257304     34.2533578133               0.0
    "BPM.20L5.B1"       9268.935264                 1      173.61698567               0.0        171.676489       21.12872111     177.665892066               0.0
    "BPM.17L5.B1"       9429.280811                 1     36.2934910697               0.0       33.49177398       21.49254352     37.1398883711               0.0
    "BPM.16L5.B1"       9482.729327                 1     167.504265105               0.0       171.6764903       21.62869159     171.410617285               0.0
    "BPM.15L5.B1"       9536.177843                 1      33.573315027               0.0       33.49040098        21.7425287      34.356275343               0.0
    "BPM.14L5.B1"       9589.626359                 1     182.362338946               0.0       171.6773425       21.87868007     186.615194954               0.0
    "BPM.13L5.B1"       9643.074875                 1     35.5641287487               0.0       33.49177397       21.99251401     36.3935166558               0.0
    "BPM.12L5.B1"       9696.523391                 1     169.415914818               0.0       168.1512586       22.13049826     173.366848412               0.0
    "BPM.11L5.B1"       9749.971907                 1     35.4905337781               0.0        37.5248342        22.2382219     36.3182053833               0.0
    "BPM.10L5.B1"       9802.752617                 1     158.495213593               0.0       150.3503314       22.36968741     162.191466478               0.0
     "BPM.9L5.B1"       9841.817628                 1     20.7750351208               0.0       21.32865309       22.47730301     21.2595278809               0.0
     "BPM.8L5.B1"       9882.280639                 1     120.481492836               0.0       118.0728601       22.66146928     123.291231095               0.0
    "BPMR.5L5.B1"       9990.140649                 1     416.403629052               0.0       462.1055391       22.88181088     426.114541326               0.0
   "BPMYA.4L5.B1"       10017.54665                 1     908.291022306               0.0       1054.043045        22.8881843     929.473197057               0.0
   "BPMWB.4L5.B1"       10038.68115                 1     1161.92957042               0.0       1315.864719       22.89098702     1189.02682736               0.0
   "BPMSY.4L5.B1"       10131.46115                 1     2276.44432028               0.0       2485.073071       22.89915642     2329.53307732               0.0
    "BPMS.2L5.B1"       10158.24665                 1     3316.63494184               0.0       3889.910817       22.90029854     3393.98189254               0.0
   "BPMSW.1L5.B1"       10168.21165                 1      1086.8349909               0.0       1162.912886       22.90113517     1112.18097378               0.0
   "BPMSW.1R5.B1"       10211.33965                 1     1109.82373526               0.0       1162.912184       23.39523136     1135.70583662               0.0
   "BPMWB.4R5.B1"       10340.87015                 1     766.784757026               0.0       817.3344555        23.4051606     784.666876655               0.0
   "BPMYA.4R5.B1"       10362.00265                 1     334.536836949               0.0       369.6082815       23.41139683     342.338540991               0.0
     "BPM.5R5.B1"       10383.12065                 1     167.088401813               0.0       168.4295663       23.42488375     170.985055682               0.0
    "BPMR.6R5.B1"       10415.02065                 1     7.77997425472               0.0       8.430381443       23.58150134     7.96141034752               0.0
   "BPM_A.7R5.B1"       10449.03465                 1     135.597663812               0.0       141.2419446       23.85403894     138.759924959               0.0
     "BPM.8R5.B1"       10490.47364                 1     20.8763576799               0.0       18.49863175       23.96924729     21.3632133744               0.0
     "BPM.9R5.B1"       10529.54063                 1     100.208937539               0.0       110.3220925       24.17193213     102.545901326               0.0
    "BPM.10R5.B1"       10570.00562                 1     35.5507364261               0.0       38.03706263       24.26381535      36.379812012               0.0
    "BPM.11R5.B1"       10622.78831                 1     189.560073827               0.0       181.7845149       24.38513182     193.980787575               0.0
    "BPM.12R5.B1"       10677.51479                 1     36.3831292897               0.0         34.790099       24.49695998     37.2316170361               0.0
    "BPM.13R5.B1"       10730.96627                 1      166.86931354               0.0       171.7494436       24.62968881     170.760858071               0.0
    "BPM.14R5.B1"       10784.41776                 1     31.9654311967               0.0       33.48864627        24.7435307     32.7108941958               0.0
    "BPM.15R5.B1"       10837.86924                 1     175.002135606               0.0       171.6886063       24.87969107     179.083344962               0.0
    "BPM.16R5.B1"       10891.32073                 1     35.8120306354               0.0       33.48817036       24.99353555     36.6471998404               0.0
    "BPM.17R5.B1"       10944.77221                 1     171.274646064               0.0       171.6923318       25.12969523     175.268926966               0.0
    "BPM.18R5.B1"        10998.2237                 1     30.9313983158               0.0       33.48864624       25.24353723     31.6527467254               0.0
    "BPM.19R5.B1"       11051.67518                 1     172.427532378               0.0       171.6886062        25.3796976      176.44869964               0.0
    "BPM.20R5.B1"       11105.12666                 1      33.098991038               0.0       33.48817039       25.49354209     33.8708896861               0.0
    "BPM.21R5.B1"       11158.57815                 1     165.275088218               0.0       171.6923319       25.62970177      169.12945396               0.0
    "BPM.22R5.B1"       11212.02963                 1     32.3860214835               0.0       33.48864622       25.74354377     33.1412930316               0.0
    "BPM.23R5.B1"       11265.48112                 1     178.416487725               0.0       171.6909512       25.87970295     182.577322885               0.0
    "BPM.24R5.B1"        11318.9326                 1     33.5617479405               0.0       33.48909703       25.99354459     34.3444385015               0.0
    "BPM.25R5.B1"       11372.38408                 1     159.870565538               0.0       171.6923727       26.12970177     163.598892884               0.0
    "BPM.26R5.B1"       11425.83557                 1      32.894898522               0.0       33.48864622       26.24354377     33.6620375465               0.0
    "BPM.27R5.B1"       11479.28705                 1     178.403279581               0.0       171.6909512       26.37970295     182.563806715               0.0
    "BPM.28R5.B1"       11532.73854                 1     33.7698805745               0.0       33.48909703       26.49354459     34.5574249782               0.0
    "BPM.29R5.B1"       11586.19002                 1     176.272542596               0.0       171.6923727       26.62970177     180.383379001               0.0
    "BPM.30R5.B1"        11639.6415                 1     34.0435391214               0.0       33.48864622       26.74354377      34.837465492               0.0
    "BPM.31R5.B1"       11693.09299                 1      177.72671343               0.0       171.6909512       26.87970295     181.871462425               0.0
    "BPM.32R5.B1"       11746.54447                 1     32.2423857585               0.0       33.48909703       26.99354459     32.9943075905               0.0
    "BPM.33R5.B1"       11799.99596                 1     165.584630053               0.0       171.6923727       27.12970177     169.446214594               0.0
    "BPM.34R5.B1"       11853.44744                 1     34.2286374826               0.0       33.48864622       27.24354377     35.0268805158               0.0
    "BPM.33L6.B1"       11906.89893                 1     176.460383068               0.0       171.6909512       27.37970295     180.575600084               0.0
    "BPM.30L6.B1"       12067.25338                 1     33.3533110036               0.0       33.48864622       27.74354377     34.1311406252               0.0
    "BPM.29L6.B1"       12120.70486                 1     183.522289878               0.0       171.6909512       27.87970295     187.802196999               0.0
    "BPM.28L6.B1"       12174.15635                 1     35.0609301355               0.0       33.48909703       27.99354459     35.8785829921               0.0
