@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/work/o/omc/anaconda/bin/python '/afs/cern.ch/work/e/efol/public/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/twiss.dat' '--files=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan.sdds' '--output=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Results/40cm_dbscan_after_holeInOneCleaning' '--tbtana=SUSSIX' '--bpmu=mm' '--lhcphase=1' '--errordefs=/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/models/LHCB1/Multiturn-model_40cm_2041/error_deff.txt'"
@ CWD %s "/home/efol/Workspaces/Accsoft-Eclipse-Pro/lhc-app-beta-beating"
@ Date %s "21. December 2017, 14:03:12"
@ Q1 %le 0.29985339184
@ Q2 %le 0.331421650825
@ RMSbetabeat %le -1
@ DPP %le 0
@ BetaAlgorithmVersion %s "2017.3.2"
@ NumberOfBPMs %le 10
@ RangeOfBPMs %le 11
@ ErrorsFrom %s "Analytical Formula"
@ PhaseTheshold %le 0.01
@ RCond %le 1e-14
@ FILES %s "/afs/cern.ch/work/e/efol/public/betabeatGui/temp/2017-12-20/LHCB1/Measurements/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan/Beam1@Turn@2017_09_11@19_02_33_250_addDbscan.sdds.linx"
*            NAME                 S             COUNT              BETX           SYSBETX          STATBETX           ERRBETX     CORR_ALFABETA              ALFX           SYSALFX          STATALFX           ERRALFX           BETXMDL           ALFXMDL            MUXMDL     NCOMBINATIONS
$              %s               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
   "BPMYB.4R2.B1"           336.988                 1     104.623683304               0.0               0.0   0.0309214332092               0.0     1.96413011361               0.0               0.0 0.000854705148869       101.4268726       1.986646686      0.8022192363                34
     "BPM.6R2.B1"           439.818                 1     157.833960324               0.0               0.0    0.135859084478               0.0     3.67137390111               0.0               0.0  0.00606754505782       183.0161833       4.596908832       1.035300704                43
   "BPM_A.7R2.B1"           452.693                 1     78.0174370215               0.0               0.0   0.0393604268162               0.0     2.51297767779               0.0               0.0  0.00280930983702       84.69129598        3.03997562       1.051789175                42
     "BPM.8R2.B1"       494.1300106                 1     108.225980807               0.0               0.0    0.103531777367               0.0    -1.02679896769               0.0               0.0   0.0026074717396       106.4141936     -0.9389528484       1.137043441                42
     "BPM.9R2.B1"       533.1950212                 1     16.0900531366               0.0               0.0   0.0145905218311               0.0    0.183776959078               0.0               0.0 0.000370205002988        15.9858868      0.1816342379       1.302613849                34
    "BPM.10R2.B1"       573.6580318                 1     187.414350844               0.0               0.0    0.279529589198               0.0      -4.061372136               0.0               0.0  0.00683002678025       181.9953665      -3.924742909       1.462134842                34
    "BPM.11R2.B1"       625.4967424                 1     31.0311263155               0.0               0.0   0.0560752639262               0.0    0.715094222411               0.0               0.0   0.0010415227984       32.31860712      0.6893541949       1.566060696                33
    "BPM.14R2.B1"       787.1172901                 1     173.338898694               0.0               0.0    0.304427756909               0.0    -2.34848353851               0.0               0.0   0.0131416734299       180.5063043      -2.453085343       1.962332305                25
    "BPM.15R2.B1"        840.565806                 1     33.5899341188               0.0               0.0    0.056833189668               0.0    0.507355400326               0.0               0.0   0.0010546557573       33.77617929      0.5818439535       2.072199532                24
    "BPM.16R2.B1"       894.0143219                 1     158.676803848               0.0               0.0    0.317325724348               0.0     -2.1718617179               0.0               0.0  0.00602831234141       159.3057621       -2.18773699       2.214397629                29
    "BPM.17R2.B1"       947.4628378                 1     34.2767225845               0.0               0.0   0.0510146651033               0.0    0.453472408358               0.0               0.0 0.000947697398907       34.00358741      0.4581619949       2.332446493                26
    "BPM.18R2.B1"       1000.911354                 1     181.596628995               0.0               0.0    0.290825872503               0.0    -2.45543231785               0.0               0.0  0.00545168027518       180.4990122      -2.452764442       2.462596989                20
    "BPM.19R2.B1"        1054.35987                 1     32.8631945027               0.0               0.0   0.0547980072066               0.0    0.576437658474               0.0               0.0  0.00101846460337       33.76856551      0.5817150255       2.572481689                21
    "BPM.20R2.B1"       1107.808386                 1     158.349487255               0.0               0.0    0.321295342621               0.0    -2.20355071826               0.0               0.0   0.0061082991663       159.3131206      -2.188058721       2.714697524                21
    "BPM.21R2.B1"       1161.256901                 1     34.7153635667               0.0               0.0   0.0507312341375               0.0    0.465194120335               0.0               0.0 0.000942228834446       34.01120045      0.4582913101         2.8327267                27
    "BPM.22R2.B1"       1214.705417                 1     183.105918144               0.0               0.0    0.301376141385               0.0    -2.46765387479               0.0               0.0  0.00566022115112       180.4915873      -2.452441881       2.962861683                21
    "BPM.23R2.B1"       1268.153933                 1     31.8828276376               0.0               0.0    0.101697786749               0.0    0.571956269975               0.0               0.0   0.0018968498166       32.28357935       0.564067222       3.075737078                21
    "BPM.24R2.B1"       1321.602449                 1     161.516748467               0.0               0.0    0.625725582062               0.0    -2.29303626287               0.0               0.0   0.0119552279055       161.2314885       -2.25849547       3.221334147                21
    "BPM.26R2.B1"       1428.499481                 1     174.414833934               0.0               0.0    0.313035649988               0.0    -2.33436280897               0.0               0.0  0.00581360584958       180.0536797       -2.44249474       3.468127126                22
    "BPM.27R2.B1"       1481.947997                 1     32.8305435855               0.0               0.0    0.054741185783               0.0    0.499999662672               0.0               0.0  0.00101610103001        32.1444477      0.5598340028       3.581464712                28
    "BPM.28R2.B1"       1535.396513                 1     159.611494202               0.0               0.0    0.336460587193               0.0    -2.20747915407               0.0               0.0  0.00639420267615       161.6924597      -2.268668072       3.727213292                28
    "BPM.29R2.B1"       1588.845029                 1     34.5027836371               0.0               0.0   0.0944762421094               0.0    0.470548621652               0.0               0.0  0.00176630072355       34.30419083      0.4767295708       3.843527967                30
    "BPM.30R2.B1"       1642.293545                 1     182.116389515               0.0               0.0    0.832913579553               0.0    -2.44722253243               0.0               0.0   0.0157617278348       179.5702099      -2.432109143       3.973406065                23
    "BPM.33R2.B1"       1802.639092                 1     34.7032046439               0.0               0.0    0.059694561016               0.0    0.482990366493               0.0               0.0  0.00448193812974       34.43538651      0.4812681574       4.348896202                23
    "BPM.34R2.B1"       1856.087608                 1     179.897561207               0.0               0.0    0.292169363195               0.0     -2.4258899777               0.0               0.0  0.00543260968898       179.0435469      -2.421335977        4.47869988                23
    "BPM.33L3.B1"       1909.536124                 1     31.1476941746               0.0               0.0    0.036328081307               0.0    0.556723595771               0.0               0.0 0.000675087929294        31.8822171      0.5507623911       4.592992385                30
    "BPM.32L3.B1"        1962.98464                 1     166.412559973               0.0               0.0    0.305867191855               0.0     -2.3762795408               0.0               0.0  0.00579374350601       162.7451403      -2.290201203       4.738917489                28
    "BPM.31L3.B1"       2016.433156                 1     34.3341333117               0.0               0.0   0.0494818308266               0.0    0.524255993851               0.0               0.0 0.000925500164523       34.56048233      0.4859827238       4.854244488                22
    "BPM.30L3.B1"       2069.881672                 1     179.313995692               0.0               0.0    0.277879804554               0.0    -2.43709012161               0.0               0.0  0.00521592795665       178.4762713      -2.410228029         4.9840099                21
    "BPM.29L3.B1"       2123.330188                 1     32.0358734862               0.0               0.0   0.0359686624362               0.0    0.559741265373               0.0               0.0 0.000670002351233       31.76040305      0.5459684479       5.098790731                21
    "BPM.28L3.B1"       2176.778704                 1     163.253830455               0.0               0.0     0.30772490499               0.0    -2.29721211676               0.0               0.0  0.00582555106719       163.3316918      -2.301456223       5.244739765                21
    "BPM.27L3.B1"        2230.22722                 1     35.6361398728               0.0               0.0   0.0506821543488               0.0    0.487126633944               0.0               0.0 0.000948747719866       34.67886535      0.4908501695       5.359573959                21
    "BPM.26L3.B1"       2283.675735                 1     173.984146553               0.0               0.0    0.296151794135               0.0    -2.31393721095               0.0               0.0  0.00556654839017       177.8711626      -2.398839727       5.489337398                21
    "BPM.25L3.B1"       2337.124251                 1     32.1691066446               0.0               0.0    0.052165649479               0.0    0.511778071239               0.0               0.0 0.000971705044181       31.64559612      0.5410334639       5.604610723                21
    "BPM.24L3.B1"       2390.572767                 1     164.999526729               0.0               0.0    0.350726435334               0.0    -2.30299779895               0.0               0.0  0.00665648009725       163.9546162      -2.312963853       5.750540516                21
    "BPM.23L3.B1"       2444.021283                 1     34.4593271992               0.0               0.0    0.051303600326               0.0    0.508655113641               0.0               0.0 0.000957786496497       34.78995551      0.4958466448       5.864885818                21
    "BPM.22L3.B1"       2497.469799                 1     179.282644952               0.0               0.0    0.299200153276               0.0    -2.42659626224               0.0               0.0  0.00562602352057       177.2311858       -2.38722687       5.994683583                21
    "BPM.21L3.B1"       2550.918315                 1     31.8464198193               0.0               0.0   0.0526652449309               0.0    0.549194165342               0.0               0.0 0.000981569411669       31.53835885      0.5359816196       6.110451177                21
    "BPM.20L3.B1"       2604.366831                 1     160.415473442               0.0               0.0    0.358124662304               0.0    -2.26132845535               0.0               0.0  0.00679849259836       163.1672425       -2.30623536       6.257193088                20
    "BPM.19L3.B1"       2657.815347                 1     37.0287716606               0.0               0.0   0.0537907051191               0.0    0.466316048956               0.0               0.0   0.0010050103773       36.36702505      0.5060722081         6.3688608                26
    "BPM.18L3.B1"       2711.263863                 1     173.555947939               0.0               0.0    0.307203052744               0.0    -2.26725487188               0.0               0.0   0.0057828783335       177.2510812      -2.342682247       6.494953214                29
    "BPM.17L3.B1"       2764.712379                 1     31.2611029183               0.0               0.0   0.0914520671342               0.0    0.507095242708               0.0               0.0  0.00171083441305       31.53213964      0.5356332607        6.61075335                24
    "BPM.16L3.B1"       2818.160894                 1     166.282991479               0.0               0.0    0.812889133778               0.0     -2.3455942001               0.0               0.0   0.0154958357838       163.2140611      -2.307021552        6.75748585                25
    "BPM.13L3.B1"       2978.506442                 1     33.8319370648               0.0               0.0   0.0438026970425               0.0    0.600832761476               0.0               0.0  0.00425589451901       31.52595076      0.5352847176       7.111055582                33
    "BPM.12L3.B1"       3031.954958                 1     158.471942767               0.0               0.0    0.202314587594               0.0    -2.16668719815               0.0               0.0   0.0034247336992       165.7149525      -2.339209998       7.256303633                35
    "BPM.11L3.B1"       3085.403474                 1     30.2945251399               0.0               0.0   0.0231391764214               0.0    0.416151351594               0.0               0.0 0.000412524617575       29.93219266       0.447537938       7.380910847                43
    "BPM.10L3.B1"       3138.184185                 1     173.718387775               0.0               0.0     0.16647588928               0.0    -2.48272320236               0.0               0.0  0.00291547177953       175.9864401      -2.532214249       7.522174718                43
     "BPM.9L3.B1"       3177.249195                 1     49.3293117454               0.0               0.0   0.0342478440088               0.0     1.18603284152               0.0               0.0 0.000784606972897       53.24474648       1.109977373       7.583522769                44
     "BPM.8L3.B1"       3217.712206                 1     192.634090711               0.0               0.0    0.152387440462               0.0    -3.14215702144               0.0               0.0  0.00313446818613       164.2959028      -2.319553952       7.664417355                44
     "BPM.7L3.B1"       3256.776216                 1     49.2792534035               0.0               0.0   0.0360746120368               0.0     1.40293083487               0.0               0.0 0.000817949496352       55.13891143      0.9998257843       7.727166632                43
     "BPM.6L3.B1"       3329.415216                 1      225.47874756               0.0               0.0   0.0689568018907               0.0     3.11191200445               0.0               0.0 0.000983294809852       213.7359192       2.308705595       7.840624224                42
  "BPMWG.A5L3.B1"       3371.119716                 1     68.5572221284               0.0               0.0   0.0168522676873               0.0     1.44837712398               0.0               0.0  0.00032431530405       72.68014082       1.073561996        7.89492617                42
    "BPMW.5L3.B1"       3400.089716                 1     66.7814315525               0.0               0.0     0.01179816177               0.0   -0.424039735533               0.0               0.0 0.000118123904284       59.65413939     -0.5517602102        7.97317682                42
   "BPMWE.4L3.B1"       3475.217716                 1     239.722241921               0.0               0.0   0.0559409503315               0.0    -1.74138898859               0.0               0.0 0.000526118033421       265.9798231      -2.194561849       8.074883532                44
    "BPMW.4L3.B1"       3502.762716                 1     199.739411166               0.0               0.0    0.052951001228               0.0     2.17224057284               0.0               0.0 0.000824781291663       241.6652601       3.385340967        8.09056014                45
    "BPMW.4R3.B1"       3547.727716                 1     50.2773998979               0.0               0.0  0.00833918657489               0.0    0.827516986395               0.0               0.0 0.000140532098439       41.47047719       1.066894836       8.164697911                45
   "BPMWE.4R3.B1"       3575.272716                 1     29.6728015215               0.0               0.0  0.00648446809884               0.0   -0.563146378253               0.0               0.0 6.31383381351e-05         31.195122     -0.6095269958       8.317993867                45
    "BPMW.5R3.B1"       3650.400716                 1     363.847452539               0.0               0.0   0.0944763144321               0.0    -4.17323089241               0.0               0.0  0.00076913859856       370.9335428       -3.91260085        8.44104824                36
  "BPMWJ.A5R3.B1"       3679.118716                 1     371.027896609               0.0               0.0   0.0509924060792               0.0     5.36184597886               0.0               0.0 0.000619718502152       321.7697782       4.522611625       8.452900622                36
   "BPMWC.6R3.B1"       3718.936716                 1     59.6663127387               0.0               0.0   0.0110880025699               0.0     1.94663437677               0.0               0.0 0.000118468738182       67.31857841       1.867744509       8.496502549                43
    "BPMR.6R3.B1"       3731.015216                 1     36.2976399155               0.0               0.0   0.0117714288069               0.0     0.29890122755               0.0               0.0 0.000465825004733       40.00073496       0.374865539       8.535692106                43
     "BPM.8R3.B1"       3825.903227                 1     35.4491966378               0.0               0.0   0.0368151462259               0.0    0.224198810808               0.0               0.0 0.000333558159727       36.56673345      0.2536372104       8.844918955                43
     "BPM.9R3.B1"       3864.968238                 1     131.998752754               0.0               0.0    0.143207807335               0.0    -2.05488228199               0.0               0.0  0.00351799978145       137.0512693      -2.108727575       8.943146289                21
    "BPM.10R3.B1"       3905.431248                 1     55.4001537003               0.0               0.0   0.0528835921397               0.0    0.658717009495               0.0               0.0  0.00129473645463       56.04345033      0.7049996566       9.014379317                40
    "BPM.11R3.B1"       3958.211959                 1      171.90230771               0.0               0.0    0.243802905872               0.0    -1.79929584944               0.0               0.0  0.00465458760357       174.9530542      -1.834829496       9.108657306                40
    "BPM.12R3.B1"       4012.935475                 1     42.6482190826               0.0               0.0   0.0823217315442               0.0    0.497345833549               0.0               0.0  0.00151110520857       40.18104704      0.5200415978       9.215857112                40
    "BPM.13R3.B1"       4066.383991                 1     190.054003504               0.0               0.0    0.522205729416               0.0    -2.38722673185               0.0               0.0  0.00968194261713       175.7486142      -2.221214013       9.334770036                30
    "BPM.14R3.B1"       4119.832506                 1      32.479335005               0.0               0.0    0.163721963605               0.0    0.587417917624               0.0               0.0  0.00307882765554       35.31549583      0.5694977111       9.443591792                18
    "BPM.17R3.B1"       4280.178054                 1     155.505389864               0.0               0.0     0.39951357183               0.0    -2.12406927601               0.0               0.0   0.0206739863327       175.4469962      -2.434626538       9.835041729                24
    "BPM.18R3.B1"        4333.62657                 1     29.6771692725               0.0               0.0    0.121449646899               0.0    0.377118862451               0.0               0.0  0.00226971029114       35.31217894      0.5695986579       9.943861633                23
    "BPM.19R3.B1"       4387.075086                 1     185.456197137               0.0               0.0    0.838336418423               0.0     -2.6294227117               0.0               0.0   0.0159853340835       164.1047179      -2.202588778       10.07904705                29
    "BPM.22R3.B1"       4547.420634                 1     32.8853326019               0.0               0.0    0.912521258321               0.0    0.516641565551               0.0               0.0    0.020238403895       35.30884388      0.5696989777        10.4441315                23
    "BPM.25R3.B1"       4707.766181                 1     172.769642741               0.0               0.0    0.875739203173               0.0    -2.39872069901               0.0               0.0   0.0258536341139       176.1204225      -2.485943118       10.84071451                30
    "BPM.27R3.B1"       4814.663213                 1     167.897634358               0.0               0.0     0.60947701629               0.0    -2.30135295189               0.0               0.0  0.00965023217593       165.0409475      -2.216413387       11.08420858                25
    "BPM.28R3.B1"       4868.111729                 1     32.5117224787               0.0               0.0    0.206096620903               0.0    0.497772817894               0.0               0.0  0.00384745640692       31.15148108      0.4593070571       11.20613189                32
    "BPM.30R3.B1"       4975.008761                 1     34.1300769111               0.0               0.0    0.061294849822               0.0    0.544475038163               0.0               0.0  0.00356899925024       35.19795088       0.576707957       11.45459801                31
    "BPM.31R3.B1"       5028.457277                 1      167.39108616               0.0               0.0    0.287607186327               0.0    -2.28094733047               0.0               0.0  0.00537587923353       164.3653558      -2.209591623       11.58997198                25
    "BPM.32R3.B1"       5081.905793                 1     31.5996151582               0.0               0.0   0.0390286459888               0.0    0.504865777807               0.0               0.0 0.000726663133129       31.21695227      0.4560840042       11.71204874                23
    "BPM.33R3.B1"       5135.354309                 1     183.617040078               0.0               0.0    0.309807246066               0.0    -2.59628045811               0.0               0.0  0.00581380799298       177.4707782      -2.499578287       11.85145219                29
    "BPM.34R3.B1"       5188.802825                 1     34.2033926272               0.0               0.0   0.0359230604341               0.0    0.609174602601               0.0               0.0 0.000675258701634       35.12760163      0.5797832053       11.95984513                23
    "BPM.33L4.B1"        5242.25134                 1      159.32914378               0.0               0.0    0.275320957566               0.0    -2.18215297306               0.0               0.0  0.00521963826272       163.7210719      -2.203472587       12.09575858                23
    "BPM.32L4.B1"       5295.699856                 1     33.8353436542               0.0               0.0   0.0499532577631               0.0    0.415070540953               0.0               0.0 0.000927751761515       31.29209337      0.4531603287       12.21795228                23
    "BPM.31L4.B1"       5349.148372                 1     170.822927097               0.0               0.0    0.309716745781               0.0    -2.31466173918               0.0               0.0  0.00580936853656        178.098214      -2.505334494       12.35679135                23
    "BPM.30L4.B1"       5402.596888                 1     33.8924432031               0.0               0.0   0.0359952025491               0.0    0.519944471829               0.0               0.0 0.000673381048138       35.04776075      0.5825517253       12.46510348                22
    "BPM.29L4.B1"       5456.045404                 1     166.996665637               0.0               0.0    0.276811950917               0.0    -2.26775420298               0.0               0.0  0.00524919995132       163.1112529      -2.198086261       12.60156739                22
    "BPM.28L4.B1"        5509.49392                 1     32.0893435367               0.0               0.0   0.0507753772938               0.0    0.490309849216               0.0               0.0 0.000942542268414        31.3765362      0.4505503564       12.72384078                22
    "BPM.27L4.B1"       5562.942436                 1     176.622780539               0.0               0.0    0.349470972394               0.0    -2.46180744243               0.0               0.0  0.00657563091027       178.6896691      -2.510344338       12.86211227                21
    "BPM.26L4.B1"       5616.390952                 1     33.9791211257               0.0               0.0   0.0519366243314               0.0    0.570826937804               0.0               0.0 0.000969875734121       34.95881945      0.5849999519       12.97037452                22
    "BPM.25L4.B1"       5669.839468                 1     166.186080098               0.0               0.0    0.291755078061               0.0    -2.27385675911               0.0               0.0  0.00553765394637       162.5388866      -2.193459038        13.1073973                21
    "BPM.24L4.B1"       5723.287984                 1      32.238558463               0.0               0.0   0.0511259680182               0.0    0.476510424142               0.0               0.0   0.0009499017417         31.469867      0.4482668754       13.22971261                21
    "BPM.23L4.B1"         5776.7365                 1     173.783988164               0.0               0.0    0.345659705771               0.0    -2.41812958917               0.0               0.0  0.00649903353336       179.2422452      -2.514583271       13.36741618                21
    "BPM.22L4.B1"       5830.185015                 1     34.8513687753               0.0               0.0   0.0522504025914               0.0    0.544221937698               0.0               0.0 0.000975133198587       34.86121351      0.5871158891       13.47565965                21
    "BPM.21L4.B1"       5883.633531                 1     164.033765913               0.0               0.0    0.292384119814               0.0    -2.20868530381               0.0               0.0  0.00555166839367       162.0067777      -2.189613589       13.61324706                21
    "BPM.20L4.B1"       5937.082047                 1     32.6967479255               0.0               0.0   0.0538292694123               0.0    0.465472036219               0.0               0.0 0.000999785826107       32.88428042      0.4622948238       13.73251994                21
    "BPM.19L4.B1"       5990.530563                 1     174.361979303               0.0               0.0    0.342331448109               0.0    -2.40808845661               0.0               0.0  0.00643409615308       177.5667392      -2.447759038       13.86701995                21
    "BPM.18L4.B1"       6043.979079                 1     35.3453001827               0.0               0.0   0.0522784401654               0.0    0.550371575274               0.0               0.0 0.000975619757968       34.84092437      0.5769191976       13.97593236                21
    "BPM.17L4.B1"       6097.427595                 1     161.810876204               0.0               0.0    0.292650951167               0.0    -2.16415650411               0.0               0.0   0.0055567938675       161.9930993      -2.189589319       14.11354197                21
    "BPM.16L4.B1"       6150.876111                 1     32.6574294342               0.0               0.0   0.0538454247587               0.0    0.451986455116               0.0               0.0  0.00100005786982       32.88934887         0.4622703        14.2328097                21
    "BPM.15L4.B1"       6204.324627                 1     176.649683204               0.0               0.0    0.342329362535               0.0    -2.43912451194               0.0               0.0  0.00643436683708       177.5803688      -2.447782498         14.367289                21
    "BPM.14L4.B1"       6257.773143                 1     34.2364954435               0.0               0.0     0.05239517254               0.0    0.567344024675               0.0               0.0   0.0009778188029        34.8358498      0.5769433622       14.47620588                21
    "BPM.13L4.B1"       6311.221659                 1     163.660606496               0.0               0.0    0.278809540736               0.0    -2.22852299996               0.0               0.0  0.00529040849154       161.9795185      -2.189566668       14.61383691                21
    "BPM.12L4.B1"       6364.670174                 1     32.7732027443               0.0               0.0   0.0367584799703               0.0    0.480588843301               0.0               0.0 0.000681242133029       32.08291075      0.4525642207       14.73495331                23
    "BPM.11L4.B1"        6418.11869                 1     173.697883502               0.0               0.0    0.190766607674               0.0    -2.38995054019               0.0               0.0  0.00325176391359       175.7375792      -2.448192387       14.87260648                31
    "BPM.10L4.B1"       6469.957401                 1     32.7141900715               0.0               0.0   0.0222139800064               0.0    0.569226489405               0.0               0.0 0.000410692013135       33.06663816      0.5825801454       14.98203498                33
     "BPM.9L4.B1"       6509.022412                 1     103.028904426               0.0               0.0   0.0886831217136               0.0     -1.6890120183               0.0               0.0  0.00217279198517       105.8483827       -1.74438599       15.10815527                26
     "BPM.8L4.B1"       6549.485422                 1     23.4171487035               0.0               0.0   0.0103903338206               0.0     0.34292791255               0.0               0.0 0.000233250516869       20.19056672      0.3483691218       15.24715149                33
     "BPM.7L4.B1"       6588.549433                 1     100.871967434               0.0               0.0   0.0552223197754               0.0     33.2043466524               0.0               0.0  0.00110993706977       110.5800885      -2.310604638        15.4185443                42
   "BPMYB.6L4.B1"       6685.153433                 1     130.689516071               0.0               0.0   0.0340225551739               0.0    -1.33878552048               0.0               0.0 0.000253804263662       133.8799566     -0.4958631917       15.55303491                43
   "BPMYA.5L4.B1"       6722.153433                 1     410.193175612               0.0               0.0   0.0824963835836               0.0    -8.92877756591               0.0               0.0 0.000221694656753         424.29007       -5.51373704       15.57904232                42
  "BPMWI.A5L4.B1"       6798.755933                 1     307.531201559               0.0               0.0  0.00794388710413               0.0    0.699208552152               0.0               0.0 2.25041927545e-05       318.5810442      0.7424751631       15.61111939                33
  "BPMWA.B5L4.B1"       6824.619933                 1     275.236494615               0.0               0.0  0.00560467562831               0.0    0.570297691918               0.0               0.0      1.771032e-05       283.4316006      0.6165353885       15.62483513                34
  "BPMWA.A5L4.B1"       6833.504933                 1     262.336994274               0.0               0.0  0.00505506790213               0.0    0.538530724659               0.0               0.0  1.6233379218e-05       272.8601656       0.573271583       15.62992091                34
  "BPMWA.A5R4.B1"       6881.553933                 1     221.177675233               0.0               0.0  0.00379031870214               0.0    0.311088230787               0.0               0.0 1.10709544369e-05       229.0117166      0.3393061817       15.66070432                34
  "BPMWA.B5R4.B1"       6890.438933                 1     216.562862657               0.0               0.0  0.00387782598126               0.0    0.274165734115               0.0               0.0 1.62472406392e-05       223.3666447      0.2960423762       15.66695823                34
   "BPMYB.5R4.B1"       6992.829433                 1     220.922945484               0.0               0.0   0.0781375488123               0.0    -3.36590229348               0.0               0.0  0.00222949524478       231.6295468      -3.567378821       15.74447957                43
   "BPMYA.6R4.B1"       7024.393433                 1     491.985766105               0.0               0.0    0.181947065204               0.0    -5.16095162462               0.0               0.0  0.00496073788563        515.870197      -5.437837574       15.75903249                43
     "BPM.7R4.B1"       7120.909433                 1     22.8332743844               0.0               0.0    0.013618390253               0.0    -4.07760554524               0.0               0.0 7.90079369537e-05       21.54511547      0.3506172379       15.92616669                43
     "BPM.8R4.B1"       7158.698443                 1      107.82289985               0.0               0.0   0.0992675158916               0.0    -2.35880670398               0.0               0.0  0.00250109751886       111.1705448      -2.262148207       16.07955285                43
